time,PC1,PC2
1940-01-16 00:00:00,-1.2832347001990834,-0.12101299054578254
1940-02-15 00:00:00,-0.587700216034602,0.9867929273065505
1940-03-16 00:00:00,-0.4134417292093956,0.4506429384319018
1940-04-15 12:00:00,0.20062216174026073,-0.9663672873008596
1940-05-16 00:00:00,-0.08479644046480193,-0.3330940371585562
1940-06-15 12:00:00,1.0296398177104635,1.3620817980986317
1940-07-16 00:00:00,-0.16162330593727828,-1.4119736005987886
1940-08-16 00:00:00,0.05288142211956785,0.549652222677667
1940-09-15 12:00:00,0.03838914653539043,0.6987047463155351
1940-10-16 00:00:00,-0.9414266029725333,0.7549452376514387
1940-11-15 12:00:00,0.22424315214396462,-0.27234037324087973
1940-12-16 00:00:00,-1.1686623200091708,-0.1806218890543319
1941-01-16 00:00:00,-1.625973163304666,0.4487000427912153
1941-02-14 12:00:00,-0.2967029276772345,0.6709434009115782
1941-03-16 00:00:00,0.14125977806855086,-0.07021914231077021
1941-04-15 12:00:00,-1.566320843339995,-0.9305615459655869
1941-05-16 00:00:00,2.0780347047065386,0.41107498525081493
1941-06-15 12:00:00,-0.06659568344137266,-0.5217745458110479
1941-07-16 00:00:00,1.9474759759172706,0.38742741570226974
1941-08-16 00:00:00,0.9159764365871915,-0.5786131150992662
1941-09-15 12:00:00,-0.19061722595715816,0.7437495046084887
1941-10-16 00:00:00,-0.4576186778712421,0.7302728984521298
1941-11-15 12:00:00,0.08362399827627034,0.20337612208493905
1941-12-16 00:00:00,0.9507977311402379,-0.9932028747531536
1942-01-16 00:00:00,0.6473813924358768,-1.2741325464147626
1942-02-14 12:00:00,0.14159528258006893,-0.7783530656171344
1942-03-16 00:00:00,0.6199015275879775,0.47230120956046334
1942-04-15 12:00:00,-0.8269732567019882,-0.9642617731165473
1942-05-16 00:00:00,-1.046856631671934,-0.17136410682371506
1942-06-15 12:00:00,1.046417255425028,0.052573992112555396
1942-07-16 00:00:00,-1.5460472656554871,1.621707401650921
1942-08-16 00:00:00,1.4612506686677404,-0.61811273632498
1942-09-15 12:00:00,-1.1612856826679052,1.33037321768583
