Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.3486095246376646,p_val,6.181429614959204e-06
signal,Expon,KS Test,0.3917440431497785,p_val,9.843415966145721e-07
intensity,Expon,KS Test,0.4113557080184693,p_val,2.1076929217560388e-07
duration,Expon,Chi-Squared Test,8.702789852821871,p_val,0.19099575115162012
frequency,Poisson,Chi-Squared Test,11.981597325102886,p_val,0.007446466887446323
Forecast_Model,"ARIMA((1, 0, 3))",AIC,117.30075046342577,BIC,132.0268342409468
