time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,0.10759937,1.0013922,2.000596,0.50054693
1940-01-16 00:00:00,1,0.1551626,1.0018976,2.0075345,0.49906868
1940-01-16 00:00:00,2,0.5950921,1.0013291,2.0030708,0.49989697
1940-01-16 00:00:00,3,0.18267117,1.004687,2.0055437,0.5009549
1940-01-16 00:00:00,4,0.19440366,1.0035174,2.0036876,0.50083524
1940-01-16 00:00:00,5,0.06338047,1.0010808,2.0010257,0.50028384
1940-01-16 00:00:00,6,0.2886117,0.99846435,2.0034297,0.49837753
1940-01-16 00:00:00,7,0.29619357,1.003074,2.00223,0.50097847
1940-01-16 00:00:00,8,0.8674643,0.9994723,2.0012407,0.49942634
1940-01-16 00:00:00,9,0.353133,0.99947655,1.9999464,0.4997517
1940-01-16 00:00:00,10,0.06555901,1.004706,2.0081344,0.5003181
1940-02-15 00:00:00,0,0.5427889,1.0013922,2.0005965,0.5005468
1940-02-15 00:00:00,1,0.5912631,1.0018978,2.0075352,0.49906862
1940-02-15 00:00:00,2,1.9644645,1.001329,2.0030715,0.49989673
1940-02-15 00:00:00,3,0.25945377,1.0046875,2.0055444,0.50095505
1940-02-15 00:00:00,4,0.34957802,1.0035175,2.003688,0.5008352
1940-02-15 00:00:00,5,0.35993448,1.0010809,2.0010262,0.5002838
1940-02-15 00:00:00,6,0.29560444,0.9984646,2.00343,0.4983776
1940-02-15 00:00:00,7,0.77719545,1.0030743,2.0022302,0.5009785
1940-02-15 00:00:00,8,0.032410394,0.99947226,2.0012412,0.4994262
1940-02-15 00:00:00,9,0.79386735,0.9994768,1.9999466,0.49975175
1940-02-15 00:00:00,10,0.53916866,1.004706,2.0081348,0.500318
1940-03-16 00:00:00,0,0.23728123,1.0013921,2.0005956,0.500547
1940-03-16 00:00:00,1,0.118101515,1.0018972,2.0075328,0.49906892
1940-03-16 00:00:00,2,0.08240024,1.001329,2.0030704,0.49989703
1940-03-16 00:00:00,3,0.81467456,1.0046864,2.0055425,0.5009549
1940-03-16 00:00:00,4,1.118953,1.003517,2.0036871,0.5008352
1940-03-16 00:00:00,5,0.094417095,1.0010808,2.0010254,0.5002839
1940-03-16 00:00:00,6,0.12907769,0.9984641,2.0034297,0.4983774
1940-03-16 00:00:00,7,0.09072364,1.0030739,2.002229,0.50097865
1940-03-16 00:00:00,8,0.7837284,0.9994724,2.0012403,0.49942648
1940-03-16 00:00:00,9,0.20887978,0.9994762,1.9999464,0.4997515
1940-03-16 00:00:00,10,0.03443246,1.004706,2.0081336,0.5003183
1940-04-15 12:00:00,0,1.0924296,1.0013828,2.0005672,0.50054944
1940-04-15 12:00:00,1,0.47440505,1.0018487,2.0073547,0.499089
1940-04-15 12:00:00,2,0.66904354,1.0013418,2.0030015,0.49992067
