Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.6317031374022708,p_val,2.1500196899147108e-33
signal,Expon,KS Test,0.6317863545341402,p_val,1.0710237326308403e-30
intensity,Expon,KS Test,0.4230835383556897,p_val,3.530626350474815e-13
duration,Expon,Chi-Squared Test,13.220156304352724,p_val,0.27918003549903314
frequency,Poisson,Chi-Squared Test,58.58186236923561,p_val,8.73330316906379e-11
Forecast_Model,"ARIMA((1, 0, 1))",AIC,-1136.6839498795746,BIC,-1126.8665606945606
