time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,0.4560549,0.9973452,1.9974781,0.49930218
1940-01-16 00:00:00,1,0.25581396,0.9997125,1.997942,0.50037116
1940-02-15 00:00:00,0,0.1277237,0.9970622,1.9973048,0.49920383
1940-02-15 00:00:00,1,0.039445985,0.999815,1.9972692,0.50059104
1940-03-16 00:00:00,0,0.63126266,0.99740887,1.9979091,0.49922636
1940-03-16 00:00:00,1,0.45438537,0.99973696,1.9983455,0.50028235
1940-04-15 12:00:00,0,0.0834675,0.9995571,2.0026414,0.49911934
1940-04-15 12:00:00,1,0.007888766,1.0027738,1.9999274,0.50140506
1940-05-16 00:00:00,0,0.46447,1.0030742,2.0142953,0.4979777
1940-05-16 00:00:00,1,0.8724835,1.0049213,2.0112252,0.4996563
1940-06-15 12:00:00,0,0.5800802,1.0022578,2.0111554,0.49834928
1940-06-15 12:00:00,1,1.4470139,1.0047921,2.0075693,0.5005018
1940-07-16 00:00:00,0,0.22789858,1.0000443,2.0043254,0.49894312
1940-07-16 00:00:00,1,1.6991829,1.0013888,2.0038683,0.49972785
1940-08-16 00:00:00,0,0.15209365,0.9965893,1.993592,0.49989632
1940-08-16 00:00:00,1,0.7011142,0.9981975,1.9947449,0.5004136
1940-09-15 12:00:00,0,0.09772383,1.000448,2.0047379,0.4990418
1940-09-15 12:00:00,1,0.09413714,1.003517,2.0015316,0.50137454
1940-10-16 00:00:00,0,0.045169335,0.99879664,2.0013292,0.49906665
1940-10-16 00:00:00,1,1.4520218,1.0017582,1.9995048,0.50100315
1940-11-15 12:00:00,0,0.18742321,1.0007015,2.007697,0.49843252
1940-11-15 12:00:00,1,0.7005833,1.0039383,2.0038295,0.5010099
1940-12-16 00:00:00,0,0.40620992,0.997208,1.9974221,0.4992475
1940-12-16 00:00:00,1,1.1940426,0.9997612,1.9976364,0.50047207
1941-01-16 00:00:00,0,0.13304716,0.997532,1.9978695,0.4992979
1941-01-16 00:00:00,1,0.07802489,0.99966913,1.9985837,0.50018877
1941-02-14 12:00:00,0,0.3414088,0.99731857,1.9974349,0.49929968
1941-02-14 12:00:00,1,0.5590766,0.9997102,1.9978843,0.50038445
1941-03-16 00:00:00,0,0.19964765,0.9978352,1.9980203,0.49941194
1941-03-16 00:00:00,1,0.2600428,0.9998228,1.9988071,0.50020975
1941-04-15 12:00:00,0,0.14308028,0.9977417,1.9976352,0.4994614
1941-04-15 12:00:00,1,1.5950588,0.9998419,1.9983665,0.5003296
1941-05-16 00:00:00,0,0.61586124,0.998344,2.000452,0.4990592
1941-05-16 00:00:00,1,0.14882272,1.0013968,1.9987978,0.50099957
1941-06-15 12:00:00,0,0.12420548,1.0012331,2.0094507,0.4982621
1941-06-15 12:00:00,1,1.1739374,1.0048629,2.0046537,0.5012651
1941-07-16 00:00:00,0,0.70930535,1.002774,2.0129645,0.49815783
1941-07-16 00:00:00,1,0.1563545,1.0045795,2.0102086,0.49973896
1941-08-16 00:00:00,0,0.6187998,1.0005103,2.0057347,0.49882486
1941-08-16 00:00:00,1,0.03988789,1.0042671,2.0013316,0.50179946
1941-09-15 12:00:00,0,0.064763784,0.99602735,1.9931343,0.4997292
1941-09-15 12:00:00,1,0.34539464,0.9980789,1.9938898,0.50056875
1941-10-16 00:00:00,0,0.08356939,1.0015448,2.008228,0.49872068
1941-10-16 00:00:00,1,1.3010476,1.0042787,2.0048816,0.50091666
1941-11-15 12:00:00,0,0.94624364,0.998348,2.0001695,0.49913168
1941-11-15 12:00:00,1,0.014817031,1.0013298,1.9986433,0.50100476
1941-12-16 00:00:00,0,0.085733496,0.99729943,1.9978579,0.49918437
1941-12-16 00:00:00,1,0.045356043,0.9996869,1.9982531,0.50028044
1942-01-16 00:00:00,0,0.15557411,0.9974903,1.9981083,0.49921733
1942-01-16 00:00:00,1,0.14332356,0.9997148,1.998643,0.50019675
1942-02-14 12:00:00,0,0.040774003,0.99749887,1.9981545,0.4992101
1942-02-14 12:00:00,1,0.27212498,0.99977165,1.998608,0.500234
1942-03-16 00:00:00,0,0.048307065,0.9984284,2.0004253,0.49910805
1942-03-16 00:00:00,1,0.9126615,1.00147,1.9987457,0.5010492
1942-04-15 12:00:00,0,0.83352655,0.99770993,1.9980677,0.4993374
1942-04-15 12:00:00,1,0.7523144,0.99986255,1.998628,0.5002745
1942-05-16 00:00:00,0,0.1409469,0.9980367,1.9992481,0.499206
1942-05-16 00:00:00,1,0.03559863,1.0010283,1.9979994,0.5010153
