Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.48320364269417704,p_val,3.88836680257971e-15
signal,Expon,KS Test,0.5303494611836694,p_val,7.527395993002024e-18
intensity,Expon,KS Test,0.4188908798159312,p_val,5.218495773376748e-11
duration,Expon,Chi-Squared Test,7.491646743752686,p_val,0.3795423319408778
frequency,Poisson,Chi-Squared Test,25.853565157727544,p_val,9.52643805133774e-05
Forecast_Model,"ARIMA((2, 0, 2))",AIC,-874.851816054266,BIC,-860.125732276745
