time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,0.30020985,1.0061888,2.0108225,0.50038666
1940-01-16 00:00:00,1,0.27564955,1.0020741,2.0122385,0.49798974
1940-01-16 00:00:00,2,0.575014,1.005574,2.0075586,0.50089395
1940-02-15 00:00:00,0,0.020869488,1.0061889,2.0108225,0.5003867
1940-02-15 00:00:00,1,0.37937373,1.0020745,2.0122385,0.49798992
1940-02-15 00:00:00,2,0.23975869,1.0055746,2.007559,0.5008941
1940-03-16 00:00:00,0,0.3937776,1.0061885,2.0108225,0.50038654
1940-03-16 00:00:00,1,0.040426917,1.0020741,2.0122383,0.4979898
1940-03-16 00:00:00,2,0.7627462,1.005573,2.0075572,0.50089383
1940-04-15 12:00:00,0,1.085571,1.0061486,2.0107858,0.5003758
1940-04-15 12:00:00,1,0.057940576,1.0020574,2.0121984,0.49799135
1940-04-15 12:00:00,2,1.0101242,1.0054604,2.0073442,0.50089085
1940-05-16 00:00:00,0,0.015308857,1.0055778,2.0097706,0.5003446
1940-05-16 00:00:00,1,0.90000063,1.0016047,2.0110424,0.4980525
1940-05-16 00:00:00,2,1.9786439,1.0042369,2.0045173,0.50098693
1940-06-15 12:00:00,0,0.07089732,1.0058485,2.0103314,0.5003397
1940-06-15 12:00:00,1,0.12478067,1.001837,2.0116847,0.49800897
1940-06-15 12:00:00,2,0.36668515,1.0048021,2.0058944,0.5009247
1940-07-16 00:00:00,0,0.1236787,1.0018499,2.000625,0.5007685
1940-07-16 00:00:00,1,0.4936258,0.9975036,2.0005605,0.49861205
1940-07-16 00:00:00,2,0.2387715,0.99751616,1.9858993,0.5022994
1940-08-16 00:00:00,0,1.5059217,0.9985244,1.9908822,0.5015487
1940-08-16 00:00:00,1,0.1811147,0.99328357,1.989172,0.49934524
1940-08-16 00:00:00,2,1.1371216,0.991722,1.9686136,0.5037667
1940-09-15 12:00:00,0,0.41695035,1.006107,2.0107453,0.5003652
1940-09-15 12:00:00,1,0.12874804,1.0020285,2.0121536,0.49798805
1940-09-15 12:00:00,2,0.6122533,1.0053685,2.0071566,0.50089186
1940-10-16 00:00:00,0,0.18535404,1.0061713,2.010808,0.5003816
1940-10-16 00:00:00,1,0.0638512,1.0020698,2.012224,0.4979912
1940-10-16 00:00:00,2,0.767834,1.0055199,2.0074582,0.50089204
1940-11-15 12:00:00,0,0.2081572,1.0060853,2.010697,0.50036645
1940-11-15 12:00:00,1,0.15741013,1.0020216,2.0121012,0.4979976
1940-11-15 12:00:00,2,0.19676998,1.0053053,2.0070176,0.5008951
1940-12-16 00:00:00,0,1.2961906,1.0061888,2.010823,0.50038654
1940-12-16 00:00:00,1,0.4680465,1.0020739,2.0122385,0.49798962
1940-12-16 00:00:00,2,0.057189923,1.0055745,2.007559,0.50089407
1941-01-16 00:00:00,0,1.5622885,1.0061885,2.0108228,0.5003865
1941-01-16 00:00:00,1,0.09921849,1.0020739,2.0122383,0.49798968
1941-01-16 00:00:00,2,0.5709374,1.0055737,2.007558,0.50089395
1941-02-14 12:00:00,0,0.027985414,1.0061888,2.0108228,0.5003866
1941-02-14 12:00:00,1,0.115567654,1.0020738,2.0122385,0.49798957
1941-02-14 12:00:00,2,0.2974051,1.0055745,2.007559,0.50089407
1941-03-16 00:00:00,0,0.5654269,1.006188,2.0108218,0.5003865
1941-03-16 00:00:00,1,0.52229613,1.0020741,2.012238,0.49798986
1941-03-16 00:00:00,2,0.17787455,1.0055716,2.0075538,0.50089395
1941-04-15 12:00:00,0,0.031239165,1.0061877,2.010822,0.50038624
1941-04-15 12:00:00,1,2.075093,1.0020739,2.0122378,0.4979898
1941-04-15 12:00:00,2,0.1660837,1.0055705,2.0075524,0.5008938
1941-05-16 00:00:00,0,0.0067596305,1.0061775,2.010813,0.50038344
1941-05-16 00:00:00,1,0.064009406,1.0020721,2.0122292,0.49799103
1941-05-16 00:00:00,2,0.46363452,1.0055369,2.007491,0.50089234
1941-06-15 12:00:00,0,1.0370182,1.0058777,2.0103831,0.5003413
1941-06-15 12:00:00,1,1.4803008,1.0018601,2.0117478,0.49800482
