time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,0.3787696,0.9989617,2.0064433,0.49787688
1940-01-16 00:00:00,1,0.5706088,1.0021755,1.9993002,0.5012631
1940-01-16 00:00:00,2,0.23315133,1.0034754,2.007146,0.49995142
1940-01-16 00:00:00,3,0.038896173,1.0031804,2.0047495,0.50040185
1940-01-16 00:00:00,4,0.12642448,1.0051832,2.0097628,0.5001502
1940-01-16 00:00:00,5,0.06401024,1.0007905,2.006955,0.49866116
1940-01-16 00:00:00,6,0.7503832,0.9996503,1.9981151,0.50029665
1940-02-15 00:00:00,0,0.050308075,0.9984559,2.0055563,0.49784485
1940-02-15 00:00:00,1,1.5059025,1.0021086,1.9984293,0.5014481
1940-02-15 00:00:00,2,0.8235928,1.0036922,2.0063953,0.50024647
1940-02-15 00:00:00,3,0.26335093,1.0032223,2.0042813,0.5005397
1940-02-15 00:00:00,4,0.44129092,1.005069,2.0097096,0.5001066
1940-02-15 00:00:00,5,1.6070104,1.0007501,2.0062056,0.49882728
1940-02-15 00:00:00,6,0.004124319,0.9995593,1.9971126,0.5005022
1940-03-16 00:00:00,0,0.26643962,0.99862003,2.0058432,0.49785548
1940-03-16 00:00:00,1,0.48944238,1.0021276,1.9987108,0.50138706
1940-03-16 00:00:00,2,0.34825426,1.0036209,2.0066402,0.5001499
1940-03-16 00:00:00,3,0.046048716,1.0032077,2.00443,0.50049525
1940-03-16 00:00:00,4,1.0503317,1.005104,2.0097263,0.5001198
1940-03-16 00:00:00,5,0.012234414,1.0007602,2.0064461,0.49877253
1940-03-16 00:00:00,6,0.24580476,0.99959016,1.9974374,0.5004363
1940-04-15 12:00:00,0,0.38140246,0.9970204,2.002958,0.49777398
1940-04-15 12:00:00,1,1.9217165,1.0017655,1.995819,0.501932
1940-04-15 12:00:00,2,0.31413373,1.0042484,2.004297,0.5010477
1940-04-15 12:00:00,3,0.59254277,1.0032448,2.002701,0.50094587
1940-04-15 12:00:00,4,1.0264655,1.0046088,2.009461,0.49993944
1940-04-15 12:00:00,5,0.29853216,1.0004921,2.003865,0.4992812
1940-04-15 12:00:00,6,0.8383129,0.99933434,1.9942173,0.5011161
1940-05-16 00:00:00,0,0.69208807,1.0002693,2.0079598,0.49815205
1940-05-16 00:00:00,1,0.502975,1.001229,2.000006,0.50061303
1940-05-16 00:00:00,2,1.0784721,1.0021329,2.0091002,0.49879688
1940-05-16 00:00:00,3,0.11144548,1.0019575,2.003231,0.5001707
1940-05-16 00:00:00,4,0.25981402,1.0042373,2.0077913,0.5001702
1940-05-16 00:00:00,5,0.7381247,0.9998417,2.007,0.49817723
1940-05-16 00:00:00,6,0.024636395,0.99986637,2.000601,0.49978298
1940-06-15 12:00:00,0,0.1444956,0.9983611,2.0049453,0.4979493
1940-06-15 12:00:00,1,0.7580654,1.0013605,1.9973805,0.5013369
1940-06-15 12:00:00,2,0.28891507,1.0032998,2.0063272,0.5000679
