year,sim,signal,Scale_Sig,Scale_Int,Scale_Dur,Scale_Freq
2008,0,0.5146464855958106,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2009,0,1.8721883462450655,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2010,0,2.572672590656131,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2011,0,6.096777662230588,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2012,0,4.527796264595157,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2013,0,2.427767531113896,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2014,0,1.9768072606449039,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2015,0,3.7943386712255496,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2016,0,-0.21431599000264834,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2017,0,2.560201558906702,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2018,0,5.2628457141229195,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2019,0,4.932877361040257,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2020,0,1.4276047243354673,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2021,0,3.125728547129222,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2022,0,2.472243041146833,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2023,0,2.4710474510103704,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2024,0,4.486949015635797,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2008,1,1.3700996291321594,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2009,1,2.0562084666167966,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2010,1,2.046869038682285,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2011,1,4.304009250402878,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2012,1,3.9924072917707827,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2013,1,4.704440232645533,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2014,1,3.319780099917329,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2015,1,0.28980527448474636,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2016,1,2.4916454794902476,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2017,1,3.6540318746627856,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2018,1,2.1557758088447665,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2019,1,3.4674129671922733,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2020,1,2.504876321166538,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2021,1,4.048794723579837,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
2022,1,4.142973662561607,2.934119371899559,46056.06060606061,3.4545454545454546,0.9705882352941176
