Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.32378662148887916,p_val,1.969888765448667e-08
signal,Expon,KS Test,0.3662931478632455,p_val,6.857585204255511e-10
intensity,Expon,KS Test,0.4230835383556897,p_val,3.530626350474815e-13
duration,Expon,Chi-Squared Test,13.220156304352724,p_val,0.27918003549903314
frequency,Poisson,Chi-Squared Test,58.58186236923561,p_val,8.73330316906379e-11
Forecast_Model,"ARIMA((2, 0, 2))",AIC,224.75261068459548,BIC,239.47869446211652
