Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.3126800138325013,p_val,1.402794943589506e-06
signal,Expon,KS Test,0.36479058851065543,p_val,7.412745867910811e-09
intensity,Expon,KS Test,0.4197295792121022,p_val,1.0834030901005063e-11
duration,Expon,Chi-Squared Test,13.180395121331994,p_val,0.06783319088209781
frequency,Poisson,Chi-Squared Test,48.429563492063494,p_val,9.696542051938611e-09
Forecast_Model,"ARIMA((2, 0, 2))",AIC,224.75261068459548,BIC,239.47869446211652
