time,latent_dim,latent,mu,logvar
1940-01-16 00:00:00,0,0.19167407,-0.003650546,-0.0032295883
1940-01-16 00:00:00,1,-1.069959,-0.004064828,-8.60244e-05
1940-02-15 00:00:00,0,-0.39551914,-0.004345715,-0.004311666
1940-02-15 00:00:00,1,-0.64277977,-0.0054843426,0.000310421
1940-03-16 00:00:00,0,-1.584675,-0.0008189529,-0.0033017695
1940-03-16 00:00:00,1,0.5087415,-0.0034081936,0.0029546171
1940-04-15 12:00:00,0,1.9635398,-0.0004210919,-0.004163161
1940-04-15 12:00:00,1,-0.14390229,0.0009492636,-0.002761826
1940-05-16 00:00:00,0,-0.053251408,0.00027954578,-0.002216071
1940-05-16 00:00:00,1,-1.3053116,0.0027820915,-0.001800105
1940-06-15 12:00:00,0,0.07158847,-0.0006300509,-0.0022099614
1940-06-15 12:00:00,1,-0.24944375,0.002191618,-0.002028674
1940-07-16 00:00:00,0,0.5316109,-3.398955e-05,-0.0007790327
1940-07-16 00:00:00,1,0.64174056,0.0028224438,-0.0010469556
1940-08-16 00:00:00,0,-0.79850966,-0.00011254847,-0.0008533746
1940-08-16 00:00:00,1,-0.74151444,0.0029993802,-0.0010509491
1940-09-15 12:00:00,0,1.952261,-0.001008451,-0.002704963
1940-09-15 12:00:00,1,-0.20039587,0.0027565062,-0.002384171
1940-10-16 00:00:00,0,0.29955792,-0.0012167841,-0.0019217879
1940-10-16 00:00:00,1,-0.26765728,0.0008927882,-0.00011125207
1940-11-15 12:00:00,0,-1.2255546,-0.0005580932,-0.0013137609
1940-11-15 12:00:00,1,-0.36402977,0.0016902238,-0.0011286736
1940-12-16 00:00:00,0,2.3206522,-0.004494205,-0.0044256896
1940-12-16 00:00:00,1,0.16519918,-0.0041877925,-0.0008198321
1941-01-16 00:00:00,0,0.9592166,-0.0028198063,-0.0035752505
1941-01-16 00:00:00,1,-0.57934636,-0.003503427,-0.0004659891
1941-02-14 12:00:00,0,0.5193278,-0.004608929,-0.0055620074
1941-02-14 12:00:00,1,1.2167704,-0.0041732937,-0.0010694861
1941-03-16 00:00:00,0,-0.27684098,-0.002726093,-0.0031086355
1941-03-16 00:00:00,1,0.73054963,-0.0011536032,-0.00044994056
1941-04-15 12:00:00,0,0.003613973,-0.0011247545,-0.0059303343
1941-04-15 12:00:00,1,0.4137777,-0.00023196638,-0.0025742352
1941-05-16 00:00:00,0,0.48808458,-0.00010228157,-0.0046557486
1941-05-16 00:00:00,1,1.1248085,0.001029551,-0.0022731125
1941-06-15 12:00:00,0,-0.5380711,0.00013287365,-0.0015801489
1941-06-15 12:00:00,1,0.30154493,0.0019614697,-0.0025528222
1941-07-16 00:00:00,0,0.21480632,-0.00046771765,-0.0015778989
1941-07-16 00:00:00,1,-0.5697769,0.002729088,-0.0025568604
1941-08-16 00:00:00,0,-0.9876095,-0.0003838539,-0.002790451
1941-08-16 00:00:00,1,0.93252784,0.0018546581,-0.0023531765
1941-09-15 12:00:00,0,0.29754764,9.538233e-05,-0.0009810925
1941-09-15 12:00:00,1,0.92887044,0.0029262602,-0.0012197495
1941-10-16 00:00:00,0,0.37177438,-0.0007918328,-0.0022282153
1941-10-16 00:00:00,1,-1.0941668,0.0023439527,-0.0014329702
1941-11-15 12:00:00,0,-1.3769919,-1.2040138e-05,-0.002080828
1941-11-15 12:00:00,1,-0.647797,0.00034090877,0.0006118864
1941-12-16 00:00:00,0,-1.0407708,-0.0034180433,-0.0021431744
1941-12-16 00:00:00,1,0.49234945,-0.0054756254,0.0013605803
1942-01-16 00:00:00,0,0.42216846,-0.0025200844,-0.0027491152
