time,PC1,PC2,PC3,PC4
1940-01-16 00:00:00,1.2813055374208489,0.19846553391695465,0.0292816557372274,-0.31483102776395827
1940-02-15 00:00:00,0.11685289429369905,-0.01000674963213899,-0.29572219966910834,-0.47305553953762713
1940-03-16 00:00:00,-0.2543572322747054,-0.4993367928339742,-0.05284033255766995,-0.20675619210412935
1940-04-15 12:00:00,-0.09679436714130765,-0.24478120167057893,-0.2778024369499404,0.1173634638572042
1940-05-16 00:00:00,-0.09444572918186192,-0.41089462296297313,-0.07888505117935969,0.8542743047238052
1940-06-15 12:00:00,1.0838649749946032,0.09451076321251162,-0.14674579643275643,-0.5916071263091922
1940-07-16 00:00:00,-0.11138298636930277,-0.6631342131714186,-0.037350605960801996,-0.1981325827146146
1940-08-16 00:00:00,-0.2357476682697669,0.11210178676694105,0.7021681166798872,-0.5284449102642035
1940-09-15 12:00:00,0.8055631430270769,-0.14744843003014463,-0.6278001522106266,-0.31367708995657756
1940-10-16 00:00:00,0.21760707100487225,-0.18509533252187393,0.6315505965101372,-0.5357892050161454
1940-11-15 12:00:00,0.7189632258340788,-0.15727482490685085,0.12902840416573735,-0.511596379326891
1940-12-16 00:00:00,0.9278804954802682,0.42092539337042767,1.019249769305799,0.03656636387110862
1941-01-16 00:00:00,-0.19999057149809016,-0.33415854204439066,-0.07818057187411356,-0.10868871112466938
1941-02-14 12:00:00,-0.4497012077959317,0.275023276419747,0.06800117814919082,0.08306831721247798
1941-03-16 00:00:00,-1.1386494875106095,0.6234473681398925,-0.608047392180035,-0.2102286818021526
1941-04-15 12:00:00,0.06784779107660927,-0.45678854158559407,0.3108256145777489,-0.08893498185850834
1941-05-16 00:00:00,-0.1728186376310464,-0.4715729894076948,0.10123110418110329,0.9208253201154936
1941-06-15 12:00:00,0.08264753881552112,-0.3619727021763297,-0.08801893133876963,-0.28300552742269236
1941-07-16 00:00:00,-0.0991118722494731,-0.5398317236940666,0.03932542707478784,-0.001053627166923643
1941-08-16 00:00:00,0.13921207446953104,-0.2747404379237177,0.07006576130879705,0.5577144117227784
1941-09-15 12:00:00,-0.7982795976566943,0.16423200525494652,-0.4841919590617855,-0.3546909752079605
1941-10-16 00:00:00,-0.05811612590268089,-0.4249652302875791,0.11497496335396842,-0.33238413436601816
1941-11-15 12:00:00,0.35243091361183493,0.18555052794057836,0.9921137604152431,-0.6004044696674208
1941-12-16 00:00:00,-0.6605348355621519,0.9386298162351149,-0.8486809880542335,-0.24587929685930088
1942-01-16 00:00:00,-0.37158933628338014,-0.46460405502987934,0.06572830049736454,-0.023774005561590206
1942-02-14 12:00:00,-0.44719953400612245,-0.160529449848974,-0.09535321783019185,-0.043700788729876594
1942-03-16 00:00:00,-0.06993546517006838,0.29101988249813904,-0.022144485871910376,0.7404969854654945
1942-04-15 12:00:00,-0.36277090560259834,0.25923923740107113,0.4125365108936379,0.5943481905209859
1942-05-16 00:00:00,0.477254045528587,0.13919415464207952,0.5717688936276487,-0.07608393541482106
1942-06-15 12:00:00,-0.07546818935683577,-0.5196219057982567,-0.14997041004664105,0.43337275436170486
1942-07-16 00:00:00,0.03735945245977096,0.037262203498057755,-0.13677958173222132,0.008751985291591602
1942-08-16 00:00:00,-0.7049247917188763,0.3461514900967141,0.05556745976842552,-0.29547871046150553
1942-09-15 12:00:00,-0.22250663551013916,-0.5584541566746485,0.034741170942155224,0.47113218646960675
1942-10-16 00:00:00,-0.548218842147601,-0.295265603778858,-0.2742486804448081,-0.3580476883411027
1942-11-15 12:00:00,-0.3699337279065189,-0.25906852450270756,-0.21198272390098635,-0.36031447070797773
1942-12-16 00:00:00,-0.19724161100356769,0.23071915087052475,0.26866022921854993,0.45874108058434204
1943-01-16 00:00:00,1.3957170262238425,0.4486978838110053,-0.7695973009783825,-0.4004054591912267
1943-02-14 12:00:00,-0.010909862165536022,-0.3551978513159789,-0.10455870254284536,-0.024813335988664087
1943-03-16 00:00:00,-1.0894391041081006,0.9765470497505057,-0.5242778968206041,-0.10507370680184
1943-04-15 12:00:00,-0.2265759018313922,0.1162627235952225,-0.3539721359217837,0.2827870021860197
1943-05-16 00:00:00,-1.3286606951292317,2.053407338427402,-0.9204349660614457,0.16972828825459868
1943-06-15 12:00:00,0.08918918710020718,0.33232233489879726,1.0941414589333815,0.40618281678993784
1943-07-16 00:00:00,0.5808784252404418,0.36091595722459024,-0.09498495398131789,-0.48954530142052
1943-08-16 00:00:00,0.270978082379077,0.5178372990603733,0.9742554985061748,0.004538201066150993
1943-09-15 12:00:00,-0.04054792718734068,0.4477044482612519,-0.17786227548485228,0.7870808682643945
1943-10-16 00:00:00,0.042793882666807115,-0.5774859761485729,-0.03637051054564826,-0.20230670150252172
1943-11-15 12:00:00,0.005240921208714111,-0.4859320578607829,-0.3374041347250582,-0.26935441476488214
1943-12-16 00:00:00,-0.40456408214669803,0.11306291556319537,0.10111874356331599,1.2736631210724059
1944-01-16 00:00:00,0.15873766897552982,0.029900441818017875,-0.6181313078851254,-0.005605410527292742
1944-02-15 00:00:00,0.42517628136801494,-0.23644392490604038,-0.2278834782777178,-0.32313249662286936
1944-03-16 00:00:00,0.3609126591494141,0.0803131476617942,0.7728720265063458,-0.2103027538522195
1944-04-15 12:00:00,0.0035402150239108865,-0.0728754409988851,-0.15188283019084142,1.0956536235962413
1944-05-16 00:00:00,-0.16672264879729762,0.503113507904731,-0.8374083306884371,-0.1731639541241351
1944-06-15 12:00:00,-0.08167569010909217,-0.48656622003694616,-0.22253351942151953,-0.16412449336089752
