time,latent_dim,latent,mu,logvar
1940-01-16 00:00:00,0,-0.435813,0.016053662,-0.0041102916
1940-01-16 00:00:00,1,-0.6867212,-0.00022946298,0.00039483607
1940-01-16 00:00:00,2,0.2441823,-0.008540139,-0.00427144
1940-01-16 00:00:00,3,0.79338646,0.011152267,0.010067403
1940-01-16 00:00:00,4,-0.855239,-0.017571367,-0.0015850514
1940-02-15 00:00:00,0,0.39922026,0.019153804,-0.007145688
1940-02-15 00:00:00,1,0.083434924,-0.0020887852,0.004040733
1940-02-15 00:00:00,2,1.1975306,-0.010016173,-0.008740418
1940-02-15 00:00:00,3,-0.0620699,0.012167126,0.015728205
1940-02-15 00:00:00,4,-1.3738269,-0.018521257,-0.0018241107
1940-03-16 00:00:00,0,-0.018797953,0.011880323,-0.0034215301
1940-03-16 00:00:00,1,0.5632911,0.00077445805,0.0007299781
1940-03-16 00:00:00,2,0.3438685,-0.0078796,-0.0015964583
1940-03-16 00:00:00,3,-0.7223636,0.008207239,0.0084048435
1940-03-16 00:00:00,4,-1.9172723,-0.014952891,-0.0005226582
1940-04-15 12:00:00,0,-0.24928372,-0.007729396,-0.003175363
1940-04-15 12:00:00,1,-0.5248329,0.0027528852,-0.0029500723
1940-04-15 12:00:00,2,1.5037658,0.0020839423,-0.0027161688
1940-04-15 12:00:00,3,0.4073263,-0.0021408498,-0.002132848
1940-04-15 12:00:00,4,1.55539,-0.00041265786,3.7908554e-05
1940-05-16 00:00:00,0,-1.3523699,-0.0073500574,-0.0033838004
1940-05-16 00:00:00,1,0.32102406,0.0019206852,-0.0010243654
1940-05-16 00:00:00,2,0.06784619,-0.00036650896,-0.000874199
1940-05-16 00:00:00,3,-0.47031105,-0.002225116,0.001018919
1940-05-16 00:00:00,4,-0.5065417,-0.0005965531,-0.00043071806
1940-06-15 12:00:00,0,0.40209183,-0.008812338,-0.0027388483
1940-06-15 12:00:00,1,-1.3235116,0.0019888282,-0.002212599
1940-06-15 12:00:00,2,-1.9103345,-0.0003283322,-0.0018774271
1940-06-15 12:00:00,3,-0.24644923,-0.0033695325,-0.00034175813
1940-06-15 12:00:00,4,-1.3271811,-0.0008966327,-0.0002747774
1940-07-16 00:00:00,0,-0.59141356,-0.009596907,-0.0019512177
1940-07-16 00:00:00,1,-1.5265422,0.0019705147,-0.0019733608
1940-07-16 00:00:00,2,0.8937504,-0.00028327107,-0.0006678626
1940-07-16 00:00:00,3,-0.5702593,-0.0045787767,-0.0007416755
