time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,0.7389348,1.0010824,1.9912071,0.5027515
1940-01-16 00:00:00,1,0.066863,1.0030802,2.001479,0.5011695
1940-01-16 00:00:00,2,0.5458863,1.0056889,2.0079129,0.50086284
1940-01-16 00:00:00,3,0.46480602,0.9993863,1.9963921,0.5005962
1940-01-16 00:00:00,4,0.30023938,1.0002675,2.0015202,0.4997539
1940-01-16 00:00:00,5,0.2902321,0.9991442,2.0014691,0.4992054
1940-01-16 00:00:00,6,0.33275694,1.0011111,1.9997979,0.5006062
1940-01-16 00:00:00,7,0.39453968,1.0029993,2.004305,0.50042254
1940-02-15 00:00:00,0,2.008956,1.0008311,1.9873899,0.5035907
1940-02-15 00:00:00,1,0.26944345,1.0040269,1.9988313,0.502307
1940-02-15 00:00:00,2,0.3769354,1.006441,2.007051,0.5014526
1940-02-15 00:00:00,3,1.3402004,0.99799776,1.9927571,0.50081253
1940-02-15 00:00:00,4,0.2756874,1.000782,2.0007365,0.5002068
1940-02-15 00:00:00,5,0.6439021,0.9988758,1.9997853,0.4994915
1940-02-15 00:00:00,6,0.0012901502,1.0004709,1.9986762,0.5005668
1940-02-15 00:00:00,7,0.10480527,1.003711,2.0040178,0.5008493
1940-03-16 00:00:00,0,0.9488031,1.0012193,1.9914284,0.5027644
1940-03-16 00:00:00,1,0.44021115,1.0029588,2.0018818,0.501008
1940-03-16 00:00:00,2,0.62886524,1.0056092,2.008044,0.5007904
1940-03-16 00:00:00,3,1.0341349,0.9996304,1.9967151,0.5006375
1940-03-16 00:00:00,4,0.08071571,1.000019,2.0013433,0.49967387
1940-03-16 00:00:00,5,0.8283503,0.9992257,2.0014482,0.49925134
1940-03-16 00:00:00,6,1.2484181,1.0009757,1.999596,0.50058895
1940-03-16 00:00:00,7,1.1064371,1.0029862,2.0041614,0.5004518
1940-04-15 12:00:00,0,0.6187173,1.0013535,1.9875511,0.50381273
1940-04-15 12:00:00,1,0.011862603,1.0038975,1.9998412,0.50198865
1940-04-15 12:00:00,2,0.29035142,1.0060437,2.0069594,0.5012775
1940-04-15 12:00:00,3,1.0385156,0.99874055,1.9932182,0.50106937
1940-04-15 12:00:00,4,0.2062255,1.0001625,1.9997762,0.5001372
1940-04-15 12:00:00,5,0.06149771,0.99907535,1.9992763,0.49971852
1940-04-15 12:00:00,6,0.11706889,0.9997756,1.9975817,0.500493
1940-04-15 12:00:00,7,0.1445253,1.0037012,2.0032334,0.5010406
1940-05-16 00:00:00,0,0.8425561,1.0010209,1.9997953,0.50056165
1940-05-16 00:00:00,1,0.48251906,1.0019802,2.0046537,0.4998271
1940-05-16 00:00:00,2,0.21183872,1.0019088,2.0042627,0.49988896
1940-05-16 00:00:00,3,0.01793748,1.0019321,2.003149,0.5001785
1940-05-16 00:00:00,4,0.9513808,1.0014318,2.00302,0.49996096
1940-05-16 00:00:00,5,0.36447406,0.9989019,2.0040967,0.49842998
1940-05-16 00:00:00,6,2.1090345,1.0027454,2.0024054,0.5007704
1940-05-16 00:00:00,7,0.10252528,1.0002588,2.0033734,0.49928725
1940-06-15 12:00:00,0,0.56129616,1.0011626,1.9940535,0.5020741
1940-06-15 12:00:00,1,0.14403558,1.0030906,2.0022857,0.50097275
1940-06-15 12:00:00,2,0.2968273,1.0039102,2.0055778,0.5005591
1940-06-15 12:00:00,3,0.70979595,1.0003237,1.9983245,0.5005812
1940-06-15 12:00:00,4,0.016757468,1.0012249,2.001698,0.50018775
1940-06-15 12:00:00,5,0.08956117,0.9988901,2.0019734,0.49895275
1940-06-15 12:00:00,6,0.62603706,1.00153,2.0003467,0.50067824
1940-06-15 12:00:00,7,0.08388944,1.0018725,2.003548,0.50004923
1940-07-16 00:00:00,0,0.7679513,0.9999866,2.0027962,0.49929523
1940-07-16 00:00:00,1,0.005553989,1.0005416,1.9976109,0.5008691
1940-07-16 00:00:00,2,0.025448902,0.9941949,1.9841727,0.5010627
1940-07-16 00:00:00,3,0.5388412,1.0024691,2.0036964,0.5003098
1940-07-16 00:00:00,4,0.21141998,1.0017985,1.9984047,0.5012991
1940-07-16 00:00:00,5,0.9836367,0.99716806,1.9970162,0.49932897
1940-07-16 00:00:00,6,0.26728362,1.0011479,1.9977194,0.50114536
1940-07-16 00:00:00,7,0.07218905,0.9960739,1.9935163,0.49965677
1940-08-16 00:00:00,0,0.011393333,0.99873626,2.000298,0.49929374
1940-08-16 00:00:00,1,0.038539167,0.99877673,1.9883626,0.50231117
1940-08-16 00:00:00,2,0.18168554,0.9888601,1.9657787,0.50303733
1940-08-16 00:00:00,3,0.3275585,1.001549,2.0003707,0.5006817
1940-08-16 00:00:00,4,0.82963353,0.9999547,1.992034,0.5019767
1940-08-16 00:00:00,5,0.28472394,0.99569577,1.987642,0.5009432
1940-08-16 00:00:00,6,0.3124365,0.9980785,1.9906155,0.50139195
1940-08-16 00:00:00,7,0.40250272,0.9936178,1.9832622,0.5010017
1940-09-15 12:00:00,0,0.17889948,1.0010993,1.9899486,0.503078
1940-09-15 12:00:00,1,0.41677877,1.0036212,2.000535,0.5016764
1940-09-15 12:00:00,2,0.5243715,1.0055537,2.0068903,0.50105065
1940-09-15 12:00:00,3,0.31275558,0.9990525,1.9950294,0.5007708
1940-09-15 12:00:00,4,0.596449,1.0007437,2.0009708,0.5001291
1940-09-15 12:00:00,5,0.072306216,0.9989679,2.0006402,0.4993241
