time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,0.095635444,1.0027231,1.9983491,0.50177574
1940-01-16 00:00:00,1,0.52165073,1.0013378,2.0033643,0.4998281
1940-01-16 00:00:00,2,0.26275498,1.0026942,2.005331,0.5000143
1940-01-16 00:00:00,3,0.7554886,1.0013225,2.0040345,0.4996533
1940-01-16 00:00:00,4,0.6492736,1.0059677,1.9988927,0.5032625
1940-01-16 00:00:00,5,0.1275073,1.0027003,2.008522,0.49922296
1940-01-16 00:00:00,6,0.07152183,1.0002395,2.006059,0.49860922
1940-01-16 00:00:00,7,0.3583275,0.9985007,2.0032938,0.4984295
1940-01-16 00:00:00,8,0.49611983,0.99992186,2.0037532,0.49902445
1940-01-16 00:00:00,9,0.60102487,1.0026469,1.9999591,0.5013337
1940-01-16 00:00:00,10,0.01838386,1.0029504,1.9995694,0.5015832
1940-01-16 00:00:00,11,0.16230911,1.0020435,2.003306,0.50019497
1940-01-16 00:00:00,12,0.6348341,1.0024866,2.0030324,0.50048447
1940-02-15 00:00:00,0,1.2940028,1.0027403,1.9983461,0.5017851
1940-02-15 00:00:00,1,0.53592503,1.0013217,2.0033908,0.49981347
1940-02-15 00:00:00,2,0.54543173,1.0026975,2.0053587,0.50000906
1940-02-15 00:00:00,3,0.34894046,1.0013113,2.0040507,0.49964368
1940-02-15 00:00:00,4,0.22043194,1.0059363,1.9989158,0.50324094
1940-02-15 00:00:00,5,0.2526142,1.0027081,2.0085058,0.49923086
1940-02-15 00:00:00,6,0.11739294,1.0002604,2.00609,0.49861193
1940-02-15 00:00:00,7,0.06692278,0.9985201,2.0033207,0.49843246
1940-02-15 00:00:00,8,0.19184193,0.99992514,2.0037808,0.4990192
1940-02-15 00:00:00,9,0.008829955,1.0026493,1.9999661,0.5013331
1940-02-15 00:00:00,10,0.34839892,1.0029538,1.9995983,0.5015776
1940-02-15 00:00:00,11,0.28654417,1.0020663,2.0033214,0.5002024
1940-02-15 00:00:00,12,0.31763116,1.0024445,2.0030699,0.50045407
1940-03-16 00:00:00,0,0.02262856,1.0027152,1.99835,0.50177157
1940-03-16 00:00:00,1,0.6769399,1.0013447,2.0033529,0.4998344
1940-03-16 00:00:00,2,1.0540115,1.002692,2.0053172,0.5000166
1940-03-16 00:00:00,3,0.05591937,1.0013268,2.0040267,0.49965742
1940-03-16 00:00:00,4,0.6563103,1.0059811,1.9988822,0.5032718
1940-03-16 00:00:00,5,0.15769401,1.0026954,2.008528,0.49921906
1940-03-16 00:00:00,6,0.94631016,1.00023,2.006044,0.4986082
1940-03-16 00:00:00,7,0.046558022,0.9984921,2.0032809,0.49842843
1940-03-16 00:00:00,8,0.22952677,0.99992067,2.0037413,0.49902683
1940-03-16 00:00:00,9,0.45434856,1.0026456,1.999956,0.50133383
1940-03-16 00:00:00,10,0.0058098766,1.0029489,1.999558,0.5015853
1940-03-16 00:00:00,11,0.5126121,1.0020328,2.0032992,0.5001913
1940-03-16 00:00:00,12,0.033121165,1.0025059,2.0030153,0.50049835
1940-04-15 12:00:00,0,1.4341019,1.0028042,1.9982677,0.5018368
1940-04-15 12:00:00,1,0.035368197,1.0012163,2.0035086,0.49973148
1940-04-15 12:00:00,2,1.0013504,1.0026069,2.0052772,0.49998417
1940-04-15 12:00:00,3,0.27224508,1.0011504,2.0040073,0.4995742
1940-04-15 12:00:00,4,1.9094881,1.0056995,1.9989899,0.50310385
1940-04-15 12:00:00,5,0.29156363,1.0025485,2.0082045,0.4992263
1940-04-15 12:00:00,6,1.2282763,1.0003269,2.0060635,0.49865165
1940-04-15 12:00:00,7,0.46218875,0.99860185,2.003374,0.49846
1940-04-15 12:00:00,8,0.26678246,0.9999762,2.0039515,0.4990022
1940-04-15 12:00:00,9,0.18669723,1.0026,1.9999715,0.50130713
1940-04-15 12:00:00,10,0.24942504,1.0029513,1.9998322,0.5015177
1940-04-15 12:00:00,11,1.3143342,1.0021099,2.0033674,0.5002127
1940-04-15 12:00:00,12,0.80391616,1.0022943,2.003182,0.50035113
