time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
1940-01-16 00:00:00,-0.24354818806760317,-0.15021710856444961,0.283580771422836,-0.10700245639484214,0.29069986225982525,-0.6195045863753741,-0.31549416733222024,-0.05757069078243188,-0.3894268949867884,-0.004819110738760457,-0.21315153784461405,-0.26920969697920466,-0.13110405789674898
1940-02-15 00:00:00,0.3108218290925535,0.1991157773638185,-0.5993595983817707,-0.4111732714665993,0.09382878911779521,0.061483282765817104,-0.3877935557995283,-0.3854799883298904,-0.3093990816705404,-0.5314954978057058,0.407245944708847,-0.0736922073034238,-0.24364328379806913
1940-03-16 00:00:00,-0.022074448328908425,-0.6404974283767884,-0.3109501952957816,-0.14993281072094328,-0.5490145092298763,-0.16531344840133896,-0.31175326610868587,-0.7277060589552817,-0.037965936163387726,0.3488278569203362,-0.4903986039156012,0.23590183287688343,-0.1359573202530959
1940-04-15 12:00:00,0.3932889842009699,0.3351373966044294,-0.41731225572429453,-0.7561732895575793,0.48723769041491605,0.7027474876504012,-0.14543252530837103,-0.7215140370502653,0.8805975395858749,1.353444834982065,0.07241875723109925,-0.09517999312317038,0.024214507426272236
1940-05-16 00:00:00,0.8200194546851055,0.1322799684503728,-0.5804013330908718,0.7628713426458505,-0.6226882764226764,-0.043896138829434383,-0.3197406604071858,0.47877987009202205,0.746949059691616,0.38289943857772063,0.3395762353985443,-0.7692122803697196,-0.11287107470626767
1940-06-15 12:00:00,0.23724213779159042,0.4407387935604402,0.1908197345996816,-0.03171376912348288,-0.32430207356896834,-0.36459430466163184,-0.2137046822992516,-0.1715069231935704,-0.4169738610859518,-0.04020246505772829,-0.3258816510270108,0.5205231885634896,0.9281185704642484
1940-07-16 00:00:00,0.23583431271332173,-0.7616580964607085,0.9420394514845474,-0.4339114942960376,-0.8618006063681439,0.8219845660238281,1.060232599645027,1.2653829278995055,0.12006090980621331,0.3956109778984009,-0.19719344099198155,0.36643893819146617,-0.07186304716870529
1940-08-16 00:00:00,-0.1569392995898837,0.9149989239651187,-0.04829356667400164,-0.2712491451285113,0.0020706937169377992,-0.2202392566164822,-0.42553617701701807,0.0828990293591998,-0.1784161892078986,0.13153156159207896,-0.31373287923314036,-0.11185773539749072,-0.3734633385133901
1940-09-15 12:00:00,-0.7628759573295564,0.4136637898482981,0.37050279453322843,-0.5646091566432264,0.04746481818013787,0.17083976517418636,-0.1880546620105269,-0.357050492573676,0.8571813832518336,0.5565048584250207,-0.5827786135818708,0.1922788005440162,0.005293269704733594
1940-10-16 00:00:00,-0.364145537602224,-0.1864082266265197,-0.7037121012275791,-0.16401101955114256,-0.35212145560634267,0.2717606661155005,-0.13146310508947934,-0.6627945524436163,0.13854504680025692,-0.05915122585151178,-0.38374252435099293,0.0006142383082824443,0.23264029436028189
1940-11-15 12:00:00,-0.14722152761013033,0.048141002908281647,0.18899994260586428,0.14198508715656014,-0.6503787583586562,0.2330846085012605,-0.3611747438252716,0.23313017931952118,-0.5552127400730509,0.17649760695719025,-0.16026161699475483,-0.53257887306974,-0.25804836360875927
1940-12-16 00:00:00,0.15914603422920365,-0.29512992971117635,-0.24377401499915768,0.30574069707083873,-0.0900102059688753,0.3680172328480374,-0.3258826816846606,0.6946600750415908,-0.39622082245409296,0.045165454043831044,0.3177278448595091,0.02782425935162569,-0.10052031482230833
1941-01-16 00:00:00,0.12868457676014616,0.10394110340039564,-0.6487094841576286,0.6934963772057002,-0.06412431628220545,-0.4781251608406563,-0.07411508565657254,0.013314466133913239,-0.2163283068321813,0.45797799653664245,0.5588791221700335,0.35136985335549836,-0.5853742866491062
1941-02-14 12:00:00,0.9035066575100712,-0.026167911387242948,-0.3807096462577515,-0.5531390787143936,-0.22585817853730675,0.5536198210208205,-0.48068891386287316,-0.18937815793903623,-0.17436775676097627,-0.2748434679712029,0.30060603504402805,-0.20488678740166233,0.5326760471652731
1941-03-16 00:00:00,-0.36323509972180534,-0.7707332680358842,-0.3735436599107157,-0.119209243175134,-0.8112925220245506,-0.6551074986427332,0.2884916207165469,-0.648324115223969,-0.04395166746493473,1.16725930355277e-05,0.4498933983487612,0.3811450910539837,-0.6612390272629587
1941-04-15 12:00:00,-0.8415161156750636,1.6748168162898072,0.5955114052345827,0.016470022322403355,0.6288260981972247,-0.4984931150922143,-0.22871437652734083,0.6869904754607123,0.17899863340709543,-0.49710882314398835,0.2900042007889241,0.39207135669578513,0.36724433874544893
1941-05-16 00:00:00,-0.6729075854555899,-0.8949929338660696,0.6731014843869605,0.3455844678225613,-0.24361543462634516,0.2366671797762468,-0.5477526131026256,0.01129095679847919,0.14271605287209743,0.27577841113862306,-0.016471392680524888,-0.519992098414405,0.4973434669020631
1941-06-15 12:00:00,0.25579349245585015,0.17770136601667155,0.31016167237589165,-0.2914240691064061,1.0341397913780672,0.19181299019702863,0.35672605622061127,0.07401496886503262,-0.2462141378083489,-0.05314377208518928,0.12215307984649026,-0.11391576801248116,-0.15048288634044182
1941-07-16 00:00:00,-0.3764663525866119,-0.2732718595448914,-0.3831948732344922,0.8444084875142072,0.28652215764998057,0.5637808888560707,0.224078759816844,-0.04205695725633757,0.15077070433166662,-0.4729878578474434,-0.34207827926840084,0.44093388845869047,-0.03461860890806556
1941-08-16 00:00:00,-1.0192486407346297,-0.5038431782343049,0.4255693718884125,-0.4151728103473802,0.3436334521533736,0.09047356248034744,-0.38338474710808457,-0.4573305654312749,-0.055491288577076636,1.2395346484363485,-0.15669115162395109,-0.8542975118082567,0.2989392533185694
1941-09-15 12:00:00,-0.3236503595575708,0.6782500973656088,0.5479585455498475,-0.43903551421342146,-0.31988411588885124,-0.0500225516359602,-0.48198183135861994,0.23324047636318201,-0.313966082440265,-0.025227440428742753,-0.4753882717539213,0.2628396367891867,-0.3176166107131698
1941-10-16 00:00:00,-0.4658141408136759,-0.11350452781928588,-0.6128733844156249,-0.29731747746765785,-0.18324798028253156,-0.17722137708636715,-0.10589057887907771,-0.6365749990678151,-0.26169316127964204,-0.03137346141528646,-0.070954786002969,-0.42856054583389813,0.08980239523689143
1941-11-15 12:00:00,-0.1871261550033735,0.9674695647912398,0.12131841195820903,-0.6607730901106533,-0.18757624343634294,-0.16271443561390142,-0.23883136122739068,0.8104660007088151,-0.32739987068774723,-0.24383803732905066,-0.013007826909366083,0.11569832547561926,-0.5103453301219602
1941-12-16 00:00:00,-0.5458186716578548,0.5802357833430514,-0.31265349140201065,0.5459137295530031,0.3313653014959288,-0.0345855932511438,-0.7021343249441331,0.5067041799131069,0.014481180780957281,-0.2577092906688593,-0.21353687743012517,0.4394567075171442,-0.08273959952309706
1942-01-16 00:00:00,0.6319615453564997,-0.05278434962064073,1.13378521400896,0.22234381989918267,-0.010742952798878158,0.393577541897089,-0.5165344828869443,-0.23097802552394942,-0.04854839188581139,-0.2036321084882652,-0.15979706550403883,-0.603682422105932,0.3412365883230646
1942-02-14 12:00:00,0.33974224379205986,0.7897148485611941,-0.8704599195786593,1.0989434587246785,0.3449984634487365,1.0539601854680654,0.5065588571507432,-0.5097907042373155,-0.2151048239160782,-0.1570784940932542,0.8000493088583907,-0.3612751202813542,-0.0404064512483393
1942-03-16 00:00:00,1.4644182957836624,1.4042257793033486,-0.25916524147837,-0.9847167635210721,0.20138819347314832,0.6797216436825984,-0.9030651861967087,-0.6409667395515148,0.5923401752556114,-0.7041779364960155,1.2670946183870375,-0.7449135076672733,0.23450715955722146
1942-04-15 12:00:00,-0.26428551518701826,1.0784101712594418,0.2943364524915326,-0.7828145403754401,-0.4299231789958926,0.5391924060154694,-0.5406630708039863,-0.03911647216134556,0.44465055129647,0.35880698993448773,-0.42901228375302036,0.7624737063150873,-0.2886248271320559
1942-05-16 00:00:00,0.8210569919087913,-0.018096196099996895,0.026794904132378283,-0.3512115124143425,0.08343573360598386,0.04773406093905813,-0.5799094894507277,-0.17427838056598408,-0.3462047306576246,-0.4820396638772172,0.054427887626350424,-0.130464434959351,0.7856789665370162
1942-06-15 12:00:00,-0.26101444302922605,0.06914474108411169,-0.3018872654174485,0.2856035308680638,0.42960696132469844,-0.4932606442788788,1.1788161684169407,0.20917673031799,-0.26034161492654584,0.558172626676291,-0.04736912300406915,-0.2733262544406302,1.177789547972425
1942-07-16 00:00:00,0.5309408489990143,0.13770419920875596,-0.5728354133447743,0.0464897205927577,-0.9443152249431251,0.47560345629191697,0.031005215540826803,1.2077757782425735,-0.23588273514390634,0.06895620535289848,0.2283227738502085,-0.4950980497699277,-0.023812737405753737
1942-08-16 00:00:00,0.9747661480394078,-0.2828604329027413,0.11490404905957896,-0.13210487656539477,1.2608438861239992,0.367157625905752,-0.14203401219986944,-0.2502012542822629,0.6375588652740936,0.6075843276825375,-0.018808850850464576,0.11171212597072783,0.5193355407864911
