time,latent_dim,latent
1940-01-16 00:00:00,0,0.6437634
1940-01-16 00:00:00,1,-0.06592055
1940-01-16 00:00:00,2,-0.24154533
1940-01-16 00:00:00,3,-0.68131787
1940-02-15 00:00:00,0,0.8583127
1940-02-15 00:00:00,1,-0.025339559
1940-02-15 00:00:00,2,-0.49502242
1940-02-15 00:00:00,3,-0.6674656
1940-03-16 00:00:00,0,0.53390884
1940-03-16 00:00:00,1,0.017150909
1940-03-16 00:00:00,2,-0.1548321
1940-03-16 00:00:00,3,-0.7566759
1940-04-15 12:00:00,0,0.7896265
1940-04-15 12:00:00,1,0.58934796
1940-04-15 12:00:00,2,-0.009825718
1940-04-15 12:00:00,3,-0.8017712
1940-05-16 00:00:00,0,0.6055826
1940-05-16 00:00:00,1,0.41800892
1940-05-16 00:00:00,2,0.044979252
1940-05-16 00:00:00,3,-1.0250647
1940-06-15 12:00:00,0,0.59794664
1940-06-15 12:00:00,1,0.45464295
1940-06-15 12:00:00,2,0.06873055
1940-06-15 12:00:00,3,-0.93273133
1940-07-16 00:00:00,0,0.49187508
1940-07-16 00:00:00,1,0.3097155
1940-07-16 00:00:00,2,0.13094655
1940-07-16 00:00:00,3,-1.0788631
1940-08-16 00:00:00,0,0.5128734
1940-08-16 00:00:00,1,0.30829418
1940-08-16 00:00:00,2,0.13408993
1940-08-16 00:00:00,3,-1.1014887
1940-09-15 12:00:00,0,0.63844156
1940-09-15 12:00:00,1,0.5586507
1940-09-15 12:00:00,2,0.0030194595
1940-09-15 12:00:00,3,-0.86136967
1940-10-16 00:00:00,0,0.49696514
1940-10-16 00:00:00,1,0.23619963
1940-10-16 00:00:00,2,0.06468472
1940-10-16 00:00:00,3,-0.97009724
1940-11-15 12:00:00,0,0.4951069
1940-11-15 12:00:00,1,0.30484733
1940-11-15 12:00:00,2,0.035040095
1940-11-15 12:00:00,3,-1.0760195
1940-12-16 00:00:00,0,0.8600483
1940-12-16 00:00:00,1,-0.0017540306
1940-12-16 00:00:00,2,-0.43209893
1940-12-16 00:00:00,3,-0.7899582
1941-01-16 00:00:00,0,0.8542845
1941-01-16 00:00:00,1,0.11660947
1941-01-16 00:00:00,2,-0.2844395
1941-01-16 00:00:00,3,-0.89051884
1941-02-14 12:00:00,0,1.0690837
1941-02-14 12:00:00,1,0.07627463
1941-02-14 12:00:00,2,-0.36505324
1941-02-14 12:00:00,3,-0.7227456
1941-03-16 00:00:00,0,1.0703896
1941-03-16 00:00:00,1,0.27656844
1941-03-16 00:00:00,2,-0.08801753
1941-03-16 00:00:00,3,-0.84159845
1941-04-15 12:00:00,0,0.91987944
1941-04-15 12:00:00,1,0.46769553
1941-04-15 12:00:00,2,-0.12033536
1941-04-15 12:00:00,3,-0.66676706
1941-05-16 00:00:00,0,0.7453543
1941-05-16 00:00:00,1,0.50653285
1941-05-16 00:00:00,2,-0.11028521
1941-05-16 00:00:00,3,-0.9436727
1941-06-15 12:00:00,0,0.544773
1941-06-15 12:00:00,1,0.46231335
1941-06-15 12:00:00,2,0.037638783
1941-06-15 12:00:00,3,-0.9326133
1941-07-16 00:00:00,0,0.5758339
1941-07-16 00:00:00,1,0.427701
1941-07-16 00:00:00,2,0.09378964
1941-07-16 00:00:00,3,-0.9950538
1941-08-16 00:00:00,0,0.5732429
1941-08-16 00:00:00,1,0.48416585
1941-08-16 00:00:00,2,0.07224895
1941-08-16 00:00:00,3,-0.8635134
1941-09-15 12:00:00,0,0.52294993
1941-09-15 12:00:00,1,0.3230313
1941-09-15 12:00:00,2,0.117694706
1941-09-15 12:00:00,3,-1.0986155
1941-10-16 00:00:00,0,0.5326601
1941-10-16 00:00:00,1,0.36941993
1941-10-16 00:00:00,2,0.08041623
1941-10-16 00:00:00,3,-0.98084015
1941-11-15 12:00:00,0,0.4287555
1941-11-15 12:00:00,1,0.13442725
1941-11-15 12:00:00,2,0.054158375
1941-11-15 12:00:00,3,-1.0349071
1941-12-16 00:00:00,0,0.37408277
1941-12-16 00:00:00,1,-0.1634319
1941-12-16 00:00:00,2,-0.3121635
1941-12-16 00:00:00,3,-0.6967025
1942-01-16 00:00:00,0,0.5158994
1942-01-16 00:00:00,1,0.021165654
1942-01-16 00:00:00,2,-0.22592996
1942-01-16 00:00:00,3,-0.95721143
1942-02-14 12:00:00,0,0.6385313
1942-02-14 12:00:00,1,0.0872317
1942-02-14 12:00:00,2,-0.12654036
1942-02-14 12:00:00,3,-0.8678722
1942-03-16 00:00:00,0,0.42291823
1942-03-16 00:00:00,1,0.15868014
1942-03-16 00:00:00,2,0.031082831
1942-03-16 00:00:00,3,-1.0302113
1942-04-15 12:00:00,0,0.79385173
1942-04-15 12:00:00,1,0.3383348
1942-04-15 12:00:00,2,-0.22307912
1942-04-15 12:00:00,3,-0.92594844
1942-05-16 00:00:00,0,0.68615294
1942-05-16 00:00:00,1,0.49897635
1942-05-16 00:00:00,2,-0.11572613
1942-05-16 00:00:00,3,-0.9030296
1942-06-15 12:00:00,0,0.5498127
1942-06-15 12:00:00,1,0.38520157
1942-06-15 12:00:00,2,0.09129675
1942-06-15 12:00:00,3,-1.0408229
1942-07-16 00:00:00,0,0.5372858
1942-07-16 00:00:00,1,0.3213594
1942-07-16 00:00:00,2,0.13097219
1942-07-16 00:00:00,3,-1.101649
1942-08-16 00:00:00,0,0.49236402
1942-08-16 00:00:00,1,0.2693563
1942-08-16 00:00:00,2,0.14554293
1942-08-16 00:00:00,3,-1.1255178
1942-09-15 12:00:00,0,0.5286082
1942-09-15 12:00:00,1,0.31295297
1942-09-15 12:00:00,2,0.13408214
1942-09-15 12:00:00,3,-1.1092334
1942-10-16 00:00:00,0,0.5716914
1942-10-16 00:00:00,1,0.3878293
1942-10-16 00:00:00,2,0.07350466
1942-10-16 00:00:00,3,-1.0297621
1942-11-15 12:00:00,0,0.0040298253
1942-11-15 12:00:00,1,-0.20148079
1942-11-15 12:00:00,2,-0.11001136
1942-11-15 12:00:00,3,-0.6626898
1942-12-16 00:00:00,0,0.30350146
1942-12-16 00:00:00,1,0.13707815
1942-12-16 00:00:00,2,0.027247973
1942-12-16 00:00:00,3,-1.1161535
1943-01-16 00:00:00,0,-0.028220877
1943-01-16 00:00:00,1,-0.31036198
1943-01-16 00:00:00,2,-0.09885919
1943-01-16 00:00:00,3,-0.5094084
1943-02-14 12:00:00,0,0.4547908
1943-02-14 12:00:00,1,0.20775145
1943-02-14 12:00:00,2,0.031576738
1943-02-14 12:00:00,3,-0.8858654
1943-03-16 00:00:00,0,0.4079868
1943-03-16 00:00:00,1,0.11141622
1943-03-16 00:00:00,2,0.015409224
1943-03-16 00:00:00,3,-0.5047233
1943-04-15 12:00:00,0,0.6236663
1943-04-15 12:00:00,1,0.35992578
1943-04-15 12:00:00,2,0.03009136
1943-04-15 12:00:00,3,-0.88453907
1943-05-16 00:00:00,0,0.5798793
1943-05-16 00:00:00,1,0.39495492
1943-05-16 00:00:00,2,0.09334403
1943-05-16 00:00:00,3,-1.047883
1943-06-15 12:00:00,0,0.5473021
1943-06-15 12:00:00,1,0.41290176
1943-06-15 12:00:00,2,0.06932363
1943-06-15 12:00:00,3,-0.99256605
1943-07-16 00:00:00,0,0.5056225
1943-07-16 00:00:00,1,0.33488938
1943-07-16 00:00:00,2,0.13106005
1943-07-16 00:00:00,3,-1.043342
1943-08-16 00:00:00,0,0.5358889
1943-08-16 00:00:00,1,0.31460702
1943-08-16 00:00:00,2,0.13183896
1943-08-16 00:00:00,3,-1.1147797
1943-09-15 12:00:00,0,0.5258188
1943-09-15 12:00:00,1,0.3115536
1943-09-15 12:00:00,2,0.13658078
1943-09-15 12:00:00,3,-1.1047386
1943-10-16 00:00:00,0,0.6626549
1943-10-16 00:00:00,1,0.42552945
1943-10-16 00:00:00,2,0.011403486
1943-10-16 00:00:00,3,-0.9870537
1943-11-15 12:00:00,0,0.50819325
1943-11-15 12:00:00,1,0.34775698
1943-11-15 12:00:00,2,0.0636643
1943-11-15 12:00:00,3,-1.0657423
1943-12-16 00:00:00,0,0.62809956
1943-12-16 00:00:00,1,0.1404356
1943-12-16 00:00:00,2,0.060315028
1943-12-16 00:00:00,3,-0.9689918
1944-01-16 00:00:00,0,0.30685583
1944-01-16 00:00:00,1,0.048024252
1944-01-16 00:00:00,2,-0.061675
1944-01-16 00:00:00,3,-1.0352404
1944-02-15 00:00:00,0,0.52649426
1944-02-15 00:00:00,1,-0.033602625
1944-02-15 00:00:00,2,-0.06733095
1944-02-15 00:00:00,3,-0.74105406
1944-03-16 00:00:00,0,0.3705031
1944-03-16 00:00:00,1,0.18905324
1944-03-16 00:00:00,2,0.043834344
1944-03-16 00:00:00,3,-0.7969897
1944-04-15 12:00:00,0,0.62866867
1944-04-15 12:00:00,1,0.44166464
1944-04-15 12:00:00,2,-0.098412365
1944-04-15 12:00:00,3,-0.86176294
1944-05-16 00:00:00,0,0.71034515
1944-05-16 00:00:00,1,0.50985193
1944-05-16 00:00:00,2,0.012517661
1944-05-16 00:00:00,3,-0.9392875
1944-06-15 12:00:00,0,0.6077864
1944-06-15 12:00:00,1,0.4562955
1944-06-15 12:00:00,2,0.04435339
1944-06-15 12:00:00,3,-0.98252374
1944-07-16 00:00:00,0,0.51695836
1944-07-16 00:00:00,1,0.29830068
1944-07-16 00:00:00,2,0.13458455
1944-07-16 00:00:00,3,-1.1187986
1944-08-16 00:00:00,0,0.53394175
1944-08-16 00:00:00,1,0.31294456
1944-08-16 00:00:00,2,0.13278902
1944-08-16 00:00:00,3,-1.1163242
1944-09-15 12:00:00,0,0.556777
1944-09-15 12:00:00,1,0.35640395
1944-09-15 12:00:00,2,0.11759701
1944-09-15 12:00:00,3,-1.0724243
1944-10-16 00:00:00,0,0.5408678
1944-10-16 00:00:00,1,0.26476613
1944-10-16 00:00:00,2,0.0146651715
1944-10-16 00:00:00,3,-1.1958154
1944-11-15 12:00:00,0,0.47805735
1944-11-15 12:00:00,1,0.031948984
1944-11-15 12:00:00,2,-0.10085314
1944-11-15 12:00:00,3,-0.86523455
1944-12-16 00:00:00,0,0.5208458
1944-12-16 00:00:00,1,0.15177965
1944-12-16 00:00:00,2,-0.07171212
1944-12-16 00:00:00,3,-1.0068164
1945-01-16 00:00:00,0,0.5139744
1945-01-16 00:00:00,1,0.28094387
1945-01-16 00:00:00,2,0.06630288
1945-01-16 00:00:00,3,-1.132534
1945-02-14 12:00:00,0,0.17729458
1945-02-14 12:00:00,1,0.06743729
1945-02-14 12:00:00,2,-0.060121816
1945-02-14 12:00:00,3,-0.44004095
1945-03-16 00:00:00,0,0.56233966
1945-03-16 00:00:00,1,0.15399066
1945-03-16 00:00:00,2,-0.11757307
1945-03-16 00:00:00,3,-0.6257586
1945-04-15 12:00:00,0,0.5308416
1945-04-15 12:00:00,1,0.4265737
1945-04-15 12:00:00,2,0.03214194
1945-04-15 12:00:00,3,-0.9060468
1945-05-16 00:00:00,0,0.68454504
1945-05-16 00:00:00,1,0.62471086
1945-05-16 00:00:00,2,-0.10323456
1945-05-16 00:00:00,3,-0.7911828
1945-06-15 12:00:00,0,0.5917407
1945-06-15 12:00:00,1,0.4743728
1945-06-15 12:00:00,2,0.06051594
1945-06-15 12:00:00,3,-0.9514585
1945-07-16 00:00:00,0,0.5321585
1945-07-16 00:00:00,1,0.32355082
1945-07-16 00:00:00,2,0.13414672
1945-07-16 00:00:00,3,-1.0891412
1945-08-16 00:00:00,0,0.5607028
1945-08-16 00:00:00,1,0.36539483
1945-08-16 00:00:00,2,0.12143929
1945-08-16 00:00:00,3,-1.0583274
1945-09-15 12:00:00,0,0.5526315
1945-09-15 12:00:00,1,0.34817624
1945-09-15 12:00:00,2,0.12057392
1945-09-15 12:00:00,3,-1.0775403
1945-10-16 00:00:00,0,0.43644503
1945-10-16 00:00:00,1,0.21528752
1945-10-16 00:00:00,2,-0.044997476
1945-10-16 00:00:00,3,-0.8089119
1945-11-15 12:00:00,0,0.39548215
1945-11-15 12:00:00,1,0.20252182
1945-11-15 12:00:00,2,-0.18551043
1945-11-15 12:00:00,3,-1.0623697
1945-12-16 00:00:00,0,0.2242217
1945-12-16 00:00:00,1,-0.11840345
1945-12-16 00:00:00,2,-0.2188119
1945-12-16 00:00:00,3,-0.78252786
1946-01-16 00:00:00,0,0.43770137
1946-01-16 00:00:00,1,0.20368199
1946-01-16 00:00:00,2,0.034478918
1946-01-16 00:00:00,3,-0.997673
1946-02-14 12:00:00,0,0.5514947
1946-02-14 12:00:00,1,0.20117547
1946-02-14 12:00:00,2,0.026478782
1946-02-14 12:00:00,3,-1.0762569
1946-03-16 00:00:00,0,0.38477746
1946-03-16 00:00:00,1,0.1754321
1946-03-16 00:00:00,2,0.03665191
1946-03-16 00:00:00,3,-0.44765097
1946-04-15 12:00:00,0,0.67107177
1946-04-15 12:00:00,1,0.48447335
1946-04-15 12:00:00,2,0.068995655
1946-04-15 12:00:00,3,-0.9292279
1946-05-16 00:00:00,0,0.6175375
1946-05-16 00:00:00,1,0.42064744
1946-05-16 00:00:00,2,0.0635867
1946-05-16 00:00:00,3,-0.98824924
1946-06-15 12:00:00,0,0.541041
1946-06-15 12:00:00,1,0.32294577
1946-06-15 12:00:00,2,0.12831363
1946-06-15 12:00:00,3,-1.1077741
1946-07-16 00:00:00,0,0.58469
1946-07-16 00:00:00,1,0.41244915
1946-07-16 00:00:00,2,0.11067684
1946-07-16 00:00:00,3,-0.99664444
1946-08-16 00:00:00,0,0.54292
1946-08-16 00:00:00,1,0.32510376
1946-08-16 00:00:00,2,0.12740773
1946-08-16 00:00:00,3,-1.1073823
1946-09-15 12:00:00,0,0.5347986
1946-09-15 12:00:00,1,0.31987038
1946-09-15 12:00:00,2,0.12530078
1946-09-15 12:00:00,3,-1.1083945
1946-10-16 00:00:00,0,0.47803667
1946-10-16 00:00:00,1,0.30859053
