time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,1.521926,1.0026153,1.999045,0.50154716
1940-01-16 00:00:00,1,0.83696043,1.0044297,2.0026433,0.501552
1940-01-16 00:00:00,2,0.35947475,1.0040011,2.0007856,0.50180346
1940-01-16 00:00:00,3,0.21396726,1.0036445,2.0119581,0.49883965
1940-01-16 00:00:00,4,0.40120986,1.0043933,2.0024865,0.5015731
1940-02-15 00:00:00,0,0.5897656,1.0029628,1.9982816,0.50191265
1940-02-15 00:00:00,1,0.401554,1.0047338,2.0018444,0.5019041
1940-02-15 00:00:00,2,0.40878624,1.0040257,1.9999356,0.502029
1940-02-15 00:00:00,3,0.68263555,1.0033448,2.012065,0.4986642
1940-02-15 00:00:00,4,0.643684,1.0047994,2.0021513,0.50185984
1940-03-16 00:00:00,0,0.21667592,1.0023334,1.9984294,0.50156057
1940-03-16 00:00:00,1,0.3484083,1.004731,2.0027997,0.50166327
1940-03-16 00:00:00,2,0.39064765,1.0037987,1.9997567,0.50196046
1940-03-16 00:00:00,3,0.08194749,1.0035092,2.0121574,0.49872297
1940-03-16 00:00:00,4,0.08511892,1.0044551,2.0029619,0.5014849
1940-04-15 12:00:00,0,0.5888016,1.0004324,1.9986862,0.500545
1940-04-15 12:00:00,1,0.59874374,1.0049788,2.0057373,0.501052
1940-04-15 12:00:00,2,0.45917514,1.0027585,1.9981189,0.50185126
1940-04-15 12:00:00,3,1.5097723,1.0036079,2.012202,0.498761
1940-04-15 12:00:00,4,0.018063432,1.0032775,2.0057085,0.50021106
1940-05-16 00:00:00,0,0.5350452,1.0024897,2.0057473,0.49980855
1940-05-16 00:00:00,1,0.05568338,1.0009326,2.0035524,0.49957892
1940-05-16 00:00:00,2,0.59837633,1.0026131,2.0046782,0.5001367
1940-05-16 00:00:00,3,0.33457017,1.003325,2.00574,0.50022686
1940-05-16 00:00:00,4,0.34669903,1.000386,2.000468,0.500076
1940-06-15 12:00:00,0,0.45098847,1.0022118,2.0031877,0.5003085
1940-06-15 12:00:00,1,0.81619036,1.002807,2.004353,0.5003146
1940-06-15 12:00:00,2,0.8917001,1.0028273,2.0024807,0.5007925
1940-06-15 12:00:00,3,0.17894672,1.0032957,2.0087028,0.49947444
1940-06-15 12:00:00,4,1.825511,1.0017493,2.0025,0.5002493
1940-07-16 00:00:00,0,0.13478246,0.9989764,1.9987978,0.49978864
1940-07-16 00:00:00,1,1.4365035,0.99565166,1.9889184,0.50059956
1940-07-16 00:00:00,2,0.26564527,0.9954682,1.9862765,0.501173
1940-07-16 00:00:00,3,2.637902,0.99705875,1.9878054,0.5015877
1940-07-16 00:00:00,4,0.002409419,0.9957446,1.9909407,0.50013775
1940-08-16 00:00:00,0,0.19870321,0.99456173,1.9895314,0.49989748
1940-08-16 00:00:00,1,0.06533098,0.9914527,1.9756325,0.50184065
1940-08-16 00:00:00,2,0.12505905,0.98988885,1.969122,0.5027057
1940-08-16 00:00:00,3,0.43678024,0.99255204,1.9739827,0.502817
1940-08-16 00:00:00,4,1.1610738,0.9930383,1.9830456,0.50076425
1940-09-15 12:00:00,0,0.5454846,1.0009465,2.0027537,0.49978513
1940-09-15 12:00:00,1,1.0215317,1.0032556,2.0066922,0.4999549
1940-09-15 12:00:00,2,0.96681195,1.0032959,2.0034688,0.5007794
1940-09-15 12:00:00,3,0.099062316,1.0044757,2.0109453,0.49950424
1940-09-15 12:00:00,4,0.060360655,1.0020772,2.004551,0.49990112
1940-10-16 00:00:00,0,0.1804737,0.9991038,1.9995437,0.4996659
1940-10-16 00:00:00,1,0.44692507,1.0046369,2.0079153,0.5003383
1940-10-16 00:00:00,2,0.19946286,1.0025463,1.9989585,0.50153434
1940-10-16 00:00:00,3,0.124291666,1.0043162,2.0124292,0.49905667
1940-10-16 00:00:00,4,0.18323065,1.0024885,2.0071926,0.4994481
1940-11-15 12:00:00,0,1.9905137,1.0009408,2.0024683,0.4998535
1940-11-15 12:00:00,1,0.09800151,1.0032891,2.0064294,0.5000371
1940-11-15 12:00:00,2,0.3728938,1.0031586,2.0028071,0.50087625
1940-11-15 12:00:00,3,0.107127644,1.0043019,2.0106807,0.49948356
1940-11-15 12:00:00,4,0.2962985,1.0020659,2.0044563,0.49991906
1940-12-16 00:00:00,0,0.36072513,1.0033779,1.9993414,0.50185424
1940-12-16 00:00:00,1,0.112060316,1.0042318,2.0016851,0.5016932
1940-12-16 00:00:00,2,0.9411713,1.0043367,2.0016437,0.501756
1940-12-16 00:00:00,3,1.0294237,1.0035813,2.0117385,0.49886268
1940-12-16 00:00:00,4,0.7272281,1.0046566,2.001441,0.5019666
1941-01-16 00:00:00,0,0.21554093,1.0024126,1.9990103,0.5014544
1941-01-16 00:00:00,1,0.03317084,1.0044655,2.002918,0.501501
1941-01-16 00:00:00,2,0.3085173,1.0039155,2.000613,0.501804
1941-01-16 00:00:00,3,0.0026480653,1.0036719,2.012007,0.49884114
1941-01-16 00:00:00,4,1.2800285,1.0043086,2.0027611,0.501462
1941-02-14 12:00:00,0,0.31491262,1.0029384,2.000363,0.5013782
1941-02-14 12:00:00,1,0.35493815,1.0038185,2.0027146,0.5012289
1941-02-14 12:00:00,2,0.31595325,1.0043178,2.002805,0.5014556
