time,latent_dim,latent
1940-01-16 00:00:00,0,-0.34027022
1940-01-16 00:00:00,1,0.53627914
1940-01-16 00:00:00,2,0.023221863
1940-02-15 00:00:00,0,-0.6594185
1940-02-15 00:00:00,1,0.5596553
1940-02-15 00:00:00,2,0.24793366
1940-03-16 00:00:00,0,-0.19276983
1940-03-16 00:00:00,1,0.4521654
1940-03-16 00:00:00,2,-0.10619021
1940-04-15 12:00:00,0,-0.3615449
1940-04-15 12:00:00,1,-0.10874263
1940-04-15 12:00:00,2,-0.11210543
1940-05-16 00:00:00,0,-0.1867685
1940-05-16 00:00:00,1,0.03063861
1940-05-16 00:00:00,2,-0.32450175
1940-06-15 12:00:00,0,-0.17153701
1940-06-15 12:00:00,1,-0.0075149033
1940-06-15 12:00:00,2,-0.2904341
1940-07-16 00:00:00,0,-0.0648113
1940-07-16 00:00:00,1,0.09848092
1940-07-16 00:00:00,2,-0.4450458
1940-08-16 00:00:00,0,-0.083873264
1940-08-16 00:00:00,1,0.0908215
1940-08-16 00:00:00,2,-0.4486342
1940-09-15 12:00:00,0,-0.24117073
1940-09-15 12:00:00,1,-0.08433296
1940-09-15 12:00:00,2,-0.18163118
1940-10-16 00:00:00,0,-0.112832285
1940-10-16 00:00:00,1,0.15455022
1940-10-16 00:00:00,2,-0.31847534
1940-11-15 12:00:00,0,-0.115945436
1940-11-15 12:00:00,1,0.11629709
1940-11-15 12:00:00,2,-0.37076682
1940-12-16 00:00:00,0,-0.62557745
1940-12-16 00:00:00,1,0.552077
1940-12-16 00:00:00,2,0.091910236
1941-01-16 00:00:00,0,-0.49593383
1941-01-16 00:00:00,1,0.4385197
1941-01-16 00:00:00,2,-0.06679897
1941-02-14 12:00:00,0,-0.71087235
1941-02-14 12:00:00,1,0.46455404
1941-02-14 12:00:00,2,0.16714579
1941-03-16 00:00:00,0,-0.57533616
1941-03-16 00:00:00,1,0.18535915
1941-03-16 00:00:00,2,-0.036061373
1941-04-15 12:00:00,0,-0.46601957
1941-04-15 12:00:00,1,0.04599347
1941-04-15 12:00:00,2,0.07132004
1941-05-16 00:00:00,0,-0.37011844
1941-05-16 00:00:00,1,-0.011940443
1941-05-16 00:00:00,2,-0.12711567
1941-06-15 12:00:00,0,-0.13412479
1941-06-15 12:00:00,1,0.016660608
1941-06-15 12:00:00,2,-0.28992575
1941-07-16 00:00:00,0,-0.14058542
1941-07-16 00:00:00,1,0.008813688
1941-07-16 00:00:00,2,-0.34546655
1941-08-16 00:00:00,0,-0.14590028
1941-08-16 00:00:00,1,-0.04377489
1941-08-16 00:00:00,2,-0.2566876
1941-09-15 12:00:00,0,-0.09321689
1941-09-15 12:00:00,1,0.08770499
1941-09-15 12:00:00,2,-0.43995884
1941-10-16 00:00:00,0,-0.13505873
1941-10-16 00:00:00,1,0.04750307
1941-10-16 00:00:00,2,-0.33079603
1941-11-15 12:00:00,0,-0.058892436
1941-11-15 12:00:00,1,0.25606662
1941-11-15 12:00:00,2,-0.37852275
1941-12-16 00:00:00,0,-0.16114241
1941-12-16 00:00:00,1,0.63401216
1941-12-16 00:00:00,2,0.014210651
1942-01-16 00:00:00,0,-0.19451633
1942-01-16 00:00:00,1,0.5193904
1942-01-16 00:00:00,2,-0.20976062
1942-02-14 12:00:00,0,-0.26077458
1942-02-14 12:00:00,1,0.38528162
1942-02-14 12:00:00,2,-0.17021726
1942-03-16 00:00:00,0,-0.053197794
1942-03-16 00:00:00,1,0.25813287
1942-03-16 00:00:00,2,-0.37419042
1942-04-15 12:00:00,0,-0.431328
1942-04-15 12:00:00,1,0.18873239
1942-04-15 12:00:00,2,-0.060597815
1942-05-16 00:00:00,0,-0.3328059
1942-05-16 00:00:00,1,-0.00064549595
1942-05-16 00:00:00,2,-0.108739406
1942-06-15 12:00:00,0,-0.123540245
1942-06-15 12:00:00,1,0.04727269
1942-06-15 12:00:00,2,-0.38205427
1942-07-16 00:00:00,0,-0.10034571
1942-07-16 00:00:00,1,0.08140562
1942-07-16 00:00:00,2,-0.44339848
1942-08-16 00:00:00,0,-0.06281751
1942-08-16 00:00:00,1,0.11933109
1942-08-16 00:00:00,2,-0.47752213
1942-09-15 12:00:00,0,-0.09099946
1942-09-15 12:00:00,1,0.0897902
1942-09-15 12:00:00,2,-0.45495468
1942-10-16 00:00:00,0,-0.15050763
1942-10-16 00:00:00,1,0.03719534
1942-10-16 00:00:00,2,-0.35166487
1942-11-15 12:00:00,0,0.26107103
1942-11-15 12:00:00,1,0.6051723
1942-11-15 12:00:00,2,-0.18255427
1942-12-16 00:00:00,0,0.04330738
1942-12-16 00:00:00,1,0.27607682
1942-12-16 00:00:00,2,-0.44629255
1943-01-16 00:00:00,0,0.35108003
1943-01-16 00:00:00,1,0.7394323
1943-01-16 00:00:00,2,-0.18314916
1943-02-14 12:00:00,0,-0.079292856
1943-02-14 12:00:00,1,0.20739873
1943-02-14 12:00:00,2,-0.29104486
1943-03-16 00:00:00,0,0.005452387
1943-03-16 00:00:00,1,0.29992738
1943-03-16 00:00:00,2,-0.105385266
1943-04-15 12:00:00,0,-0.22179979
1943-04-15 12:00:00,1,0.06491426
1943-04-15 12:00:00,2,-0.21320263
1943-05-16 00:00:00,0,-0.1455509
1943-05-16 00:00:00,1,0.035584304
1943-05-16 00:00:00,2,-0.3797318
1943-06-15 12:00:00,0,-0.13285959
1943-06-15 12:00:00,1,0.028647479
1943-06-15 12:00:00,2,-0.3355123
1943-07-16 00:00:00,0,-0.07709467
1943-07-16 00:00:00,1,0.078453384
1943-07-16 00:00:00,2,-0.4200917
1943-08-16 00:00:00,0,-0.096993975
1943-08-16 00:00:00,1,0.08810724
1943-08-16 00:00:00,2,-0.45399845
1943-09-15 12:00:00,0,-0.089452215
1943-09-15 12:00:00,1,0.08961998
1943-09-15 12:00:00,2,-0.4539291
1943-10-16 00:00:00,0,-0.26010647
1943-10-16 00:00:00,1,0.017441593
1943-10-16 00:00:00,2,-0.25589105
1943-11-15 12:00:00,0,-0.11397796
1943-11-15 12:00:00,1,0.07541787
1943-11-15 12:00:00,2,-0.38124427
1943-12-16 00:00:00,0,-0.19695276
1943-12-16 00:00:00,1,0.2523523
1943-12-16 00:00:00,2,-0.31694174
1944-01-16 00:00:00,0,0.017818633
1944-01-16 00:00:00,1,0.40015218
1944-01-16 00:00:00,2,-0.35472238
1944-02-15 00:00:00,0,-0.18786123
1944-02-15 00:00:00,1,0.43359068
1944-02-15 00:00:00,2,-0.13311906
1944-03-16 00:00:00,0,-0.022601321
1944-03-16 00:00:00,1,0.2175995
1944-03-16 00:00:00,2,-0.2611283
1944-04-15 12:00:00,0,-0.28355008
1944-04-15 12:00:00,1,0.04665388
1944-04-15 12:00:00,2,-0.11865256
1944-05-16 00:00:00,0,-0.29560724
1944-05-16 00:00:00,1,-0.060682125
1944-05-16 00:00:00,2,-0.2081819
1944-06-15 12:00:00,0,-0.1913639
1944-06-15 12:00:00,1,-0.0016528005
1944-06-15 12:00:00,2,-0.29880422
1944-07-16 00:00:00,0,-0.084732406
1944-07-16 00:00:00,1,0.09913523
1944-07-16 00:00:00,2,-0.45977738
1944-08-16 00:00:00,0,-0.095432706
1944-08-16 00:00:00,1,0.089412406
1944-08-16 00:00:00,2,-0.4559328
1944-09-15 12:00:00,0,-0.120903544
1944-09-15 12:00:00,1,0.058021925
1944-09-15 12:00:00,2,-0.4147035
1944-10-16 00:00:00,0,-0.16101411
1944-10-16 00:00:00,1,0.15502591
1944-10-16 00:00:00,2,-0.4163476
1944-11-15 12:00:00,0,-0.13743004
1944-11-15 12:00:00,1,0.41985732
1944-11-15 12:00:00,2,-0.21398625
1944-12-16 00:00:00,0,-0.16496551
1944-12-16 00:00:00,1,0.29747468
1944-12-16 00:00:00,2,-0.27935076
1945-01-16 00:00:00,0,-0.123003386
1945-01-16 00:00:00,1,0.122346126
1945-01-16 00:00:00,2,-0.41972947
1945-02-14 12:00:00,0,0.1425601
1945-02-14 12:00:00,1,0.3965605
1945-02-14 12:00:00,2,-0.07491521
1945-03-16 00:00:00,0,-0.21050271
1945-03-16 00:00:00,1,0.29879177
1945-03-16 00:00:00,2,-0.018876512
1945-04-15 12:00:00,0,-0.13379154
1945-04-15 12:00:00,1,0.03477576
1945-04-15 12:00:00,2,-0.2743398
1945-05-16 00:00:00,0,-0.31746042
1945-05-16 00:00:00,1,-0.10456696
1945-05-16 00:00:00,2,-0.05432643
1945-06-15 12:00:00,0,-0.17420125
1945-06-15 12:00:00,1,-0.014171778
1945-06-15 12:00:00,2,-0.29750767
1945-07-16 00:00:00,0,-0.09256988
1945-07-16 00:00:00,1,0.08227838
1945-07-16 00:00:00,2,-0.44478643
1945-08-16 00:00:00,0,-0.12202092
1945-08-16 00:00:00,1,0.049130313
1945-08-16 00:00:00,2,-0.40648437
1945-09-15 12:00:00,0,-0.11216187
1945-09-15 12:00:00,1,0.06441667
1945-09-15 12:00:00,2,-0.42369398
1945-10-16 00:00:00,0,-0.12568012
1945-10-16 00:00:00,1,0.21793653
1945-10-16 00:00:00,2,-0.18610746
1945-11-15 12:00:00,0,-0.058749713
1945-11-15 12:00:00,1,0.34981942
1945-11-15 12:00:00,2,-0.30061653
1945-12-16 00:00:00,0,0.010757498
1945-12-16 00:00:00,1,0.6060248
1945-12-16 00:00:00,2,-0.15529008
1946-01-16 00:00:00,0,-0.07402446
1946-01-16 00:00:00,1,0.20055413
1946-01-16 00:00:00,2,-0.34444982
1946-02-14 12:00:00,0,-0.16503751
1946-02-14 12:00:00,1,0.1967182
1946-02-14 12:00:00,2,-0.3426345
1946-03-16 00:00:00,0,-0.0009926707
1946-03-16 00:00:00,1,0.24596868
1946-03-16 00:00:00,2,-0.076510005
1946-04-15 12:00:00,0,-0.22154316
1946-04-15 12:00:00,1,-0.025857124
1946-04-15 12:00:00,2,-0.28384137
1946-05-16 00:00:00,0,-0.18632242
1946-05-16 00:00:00,1,0.022028785
1946-05-16 00:00:00,2,-0.3180195
1946-06-15 12:00:00,0,-0.102898754
1946-06-15 12:00:00,1,0.08251648
1946-06-15 12:00:00,2,-0.44627035
1946-07-16 00:00:00,0,-0.1421091
1946-07-16 00:00:00,1,0.019664802
1946-07-16 00:00:00,2,-0.36502764
1946-08-16 00:00:00,0,-0.105458386
1946-08-16 00:00:00,1,0.07909408
1946-08-16 00:00:00,2,-0.4413886
