time,PC1,PC2,PC3,PC4,PC5
1940-01-16 00:00:00,-0.19504428850725136,0.1095242532418069,0.33155106877347645,0.06789731282583088,-0.006482610898824737
1940-02-15 00:00:00,-0.23491890081489292,0.04967948813549744,0.6888710148612576,-0.07101226156579944,-0.008895915628521434
1940-03-16 00:00:00,-0.12448300968803137,0.1454455462181006,0.16936534804851666,0.07799961318173089,-0.004896460229641186
1940-04-15 12:00:00,-0.01735279741168952,-0.40502756746328694,0.08702296087810246,-0.07381921961372367,0.0017691657140496142
1940-05-16 00:00:00,0.13825212980600646,-0.09320785373473911,0.03206259262448463,-0.02314544203890421,-0.002233412921529121
1940-06-15 12:00:00,0.08855193833331951,-0.14442572157414252,-0.011713170188043964,-0.05029721002452299,-0.006114937174211521
1940-07-16 00:00:00,0.20117117720260866,0.06785744069871455,-0.04038439061103605,0.010502054899990676,-0.0066383840510187975
1940-08-16 00:00:00,0.22289476253090754,0.06118153606686719,-0.015388070279761745,0.021688866530687842,-0.005093336751934907
1940-09-15 12:00:00,-0.0017645470973711441,-0.27315458596195774,-0.0049544743829521565,-0.1193059259481311,0.005084657831562089
1940-10-16 00:00:00,0.07393161127811296,0.022588382090016235,-0.0020456922490214025,0.044668658026543406,0.015313868425182564
1940-11-15 12:00:00,0.1468570502575682,0.039973827049156696,0.0074073448875485726,-0.019069799866380337,0.004032647508044995
1940-12-16 00:00:00,-0.07625773170697626,0.12141618207309765,0.709624522337488,-0.1200080179787122,0.012316113437668474
1941-01-16 00:00:00,0.01644727651742936,0.08125532590283754,0.5277971135511009,-0.018829361005209093,0.0029810173015475394
1941-02-14 12:00:00,-0.11258920922074347,-0.08873802923386287,0.7289903554258247,0.06354738923300537,-0.019348910744585446
1941-03-16 00:00:00,0.06396341577295717,-0.18778284975481951,0.42575800974644207,0.21147196969136678,-0.00533901748936616
1941-04-15 12:00:00,-0.14791906954870143,-0.4015327371489267,0.22132099865963245,0.03929643020673551,0.011445047538810593
1941-05-16 00:00:00,0.05014812875916211,-0.266712977252222,0.19148591601788684,-0.09494809722096492,0.008611830607689663
1941-06-15 12:00:00,0.04946624437422498,-0.12319705176992263,-0.05584675987112553,-0.07252080704072293,-0.006660764530826424
1941-07-16 00:00:00,0.14178461098199,-0.0700330500012607,-0.01837964658332869,-0.047044395075102545,-0.006559062884786471
1941-08-16 00:00:00,0.03429961180898691,-0.17687682719036135,-0.060599398676443705,-0.10127045217311563,-0.008697310153044424
1941-09-15 12:00:00,0.2165055596509521,0.04889252172490233,-0.007799497354530227,0.009582588314826043,-0.004805129607171055
1941-10-16 00:00:00,0.1086169325515556,-0.06336196097961172,-0.01956303062182918,-0.029169529244074597,-0.0006149200591105686
1941-11-15 12:00:00,0.11920508618865258,0.1736350049447582,0.008110178554737724,0.04807014703484974,0.016179053894596618
1941-12-16 00:00:00,-0.2830446094814404,0.28701861350065133,0.23539848990574674,-0.06775879248267849,0.00831612143499949
1942-01-16 00:00:00,0.015643144184336794,0.29882006432758607,0.27716490395613425,-0.04518827549757584,0.006358010447411799
1942-02-14 12:00:00,0.004690119618630639,0.10944818879450793,0.2282360971917169,0.09356470835175783,-0.0037205556247639215
1942-03-16 00:00:00,0.09873404038934452,0.14192331362748384,0.006046092867329045,0.03448243372570624,0.00883818017885385
1942-04-15 12:00:00,0.013501818127115345,-0.12821154711024452,0.323418125657048,-0.013255127717779432,0.01105334311905859
1942-05-16 00:00:00,-0.00456083883661948,-0.2536976303414066,0.14029295247583973,-0.1183538149048264,0.007792141708605094
1942-06-15 12:00:00,0.16241434840977734,-0.025753087395998797,-0.015425237676226278,-0.01980429062054003,-0.004045244328280129
1942-07-16 00:00:00,0.2309527338660554,0.04637417997547044,-0.0003355323579310454,0.019764812225064265,-0.005086294994165241
1942-08-16 00:00:00,0.24467554730903787,0.10672424488642382,-0.01749537817920188,0.03793352653786007,-0.005303153332150035
1942-09-15 12:00:00,0.2332833045574799,0.058616271526681724,-0.007962251404013743,0.027211021827760196,-0.004678058369035898
1942-10-16 00:00:00,0.15485483316596635,-0.056542353747527974,0.019334545068168785,-0.03563076185172121,-0.0022767550026454586
1942-11-15 12:00:00,-0.33876409693613413,0.38654755959368925,-0.16104628795660814,-0.040424302079397255,-0.01152050010373451
1942-12-16 00:00:00,0.12211904305340707,0.2353977685397258,-0.06930900031458409,0.010563942389101862,0.009857266260171027
1943-01-16 00:00:00,-0.45394174384854546,0.4571637808381097,-0.18339831520523442,0.046638609176961124,-0.0060864909790641075
1943-02-14 12:00:00,-0.024779254916250826,0.0018339618959218318,-0.04944811168284924,0.0694961545492398,0.006209409179847469
1943-03-16 00:00:00,-0.3593461255587898,-0.114003162315917,-0.17134085375779817,0.20371333249419915,0.012845046874888189
1943-04-15 12:00:00,0.009804456298755593,-0.16514731072842037,0.031988704962313486,0.043966024858362554,0.01252926239885288
1943-05-16 00:00:00,0.17808355163009917,-0.04385909794133108,0.002864444845960934,-0.010822642737093484,-0.0033077450945058207
1943-06-15 12:00:00,0.1131384811993418,-0.07514891302915194,-0.03207309639578415,-0.03334997730378167,-0.005432718094757316
1943-07-16 00:00:00,0.17750035789401383,0.028477248313364734,-0.044399400159886415,0.0015175579126122801,-0.009857748892260099
1943-08-16 00:00:00,0.2381626215339697,0.057015125836860275,-0.0003500541815839586,0.028058076858913192,-0.004137366197208836
1943-09-15 12:00:00,0.2301759920035746,0.05777596390522033,-0.012493826699525146,0.02828604311347259,-0.005339797983945571
1943-10-16 00:00:00,0.11146691426768504,-0.15073898770549388,0.0777117000096833,-0.014068093100627586,0.0075901455785014615
1943-11-15 12:00:00,0.161590024975548,0.014115840587277051,-0.006555089362471178,-0.039497251607044634,0.0015035316611585747
1943-12-16 00:00:00,0.12769037009264936,0.05226975971063047,0.1256187375693152,0.1367146385057657,0.015597498941268828
1944-01-16 00:00:00,0.04352028283671466,0.2983251724238392,0.016495653415655953,0.0063274109431730174,0.01376831321376537
1944-02-15 00:00:00,-0.10477819704630545,0.10072013076576192,0.14732336050998796,0.12905999261170847,0.001176911727130192
1944-03-16 00:00:00,-0.10774585729591601,0.005546749705626408,-0.12351330316221121,0.04798812616218952,0.008495179878675096
1944-04-15 12:00:00,-0.05714057742561805,-0.21667789226932588,0.07536953146566566,-0.09239965074644968,0.01251974012542778
1944-05-16 00:00:00,0.08823301410536566,-0.25131870738127593,0.09402969686814855,-0.06270244735056503,0.0019524512183777265
1944-06-15 12:00:00,0.10526496724402401,-0.1298841759299168,0.010185153652108703,-0.049760602315761744,-0.003453535873959246
1944-07-16 00:00:00,0.23610109566354068,0.07535028455124262,-0.009359995137861565,0.03258612378268201,-0.00428254170508624
1944-08-16 00:00:00,0.2390288327340863,0.05890872075938611,-0.0013676475692737666,0.029034850692156722,-0.0041245074881558486
1944-09-15 12:00:00,0.20393348293901878,0.004812478785919894,-0.003497073637680592,0.008816319694508683,-0.003660647204289935
1944-10-16 00:00:00,0.2642558692123147,0.11261929732320147,0.13317696657758726,-0.013839527370821836,0.008610181560750219
1944-11-15 12:00:00,-0.030654843274197943,0.17484276181646588,0.14080562307584615,0.032613249303059796,0.003564901976646717
1944-12-16 00:00:00,0.07550591141043533,0.11514111065115595,0.1353756089571606,0.027955778798083766,0.013645234312133825
1945-01-16 00:00:00,0.2189051989193795,0.07981587966459389,0.044832057128263936,-0.0011662987271199021,0.005137433051029983
1945-02-14 12:00:00,-0.4362858589563694,0.056698308083317744,-0.23636363789163528,0.05294864252833907,-0.002878780767443745
1945-03-16 00:00:00,-0.2573023960976443,-0.10377063142765613,0.06350785638901008,0.11069265324365775,0.0028420523956468324
1945-04-15 12:00:00,0.020304514238524557,-0.1255871069784335,-0.06562328636829251,-0.05192082066691249,-0.004919002422342222
1945-05-16 00:00:00,-0.09751451777081391,-0.3909366759422225,0.04682251688115929,-0.16813245897187107,0.0020205307401837125
1945-06-15 12:00:00,0.08582038543188672,-0.13670206817271197,-0.020695828756266965,-0.05919832966056951,-0.004126293035389694
1945-07-16 00:00:00,0.2246342822330817,0.047061282994257825,-0.010978834890404188,0.01664786693810308,-0.007143237183159679
1945-08-16 00:00:00,0.2003026309663725,-0.00633739463045585,-0.005225937231440159,7.478884400705793e-05,-0.00705118164538443
1945-09-15 12:00:00,0.21077710552445975,0.014594809774594986,-0.004315164991042231,0.009855687822471794,-0.004804816059216677
1945-10-16 00:00:00,-0.10417127091697573,-0.012052822114801576,-0.006974572890087516,-0.013711242238442028,0.011627155124975475
1945-11-15 12:00:00,0.034584253272170795,0.1992109765917046,0.07946340630300752,-0.09599648676044403,0.014737015469896586
1945-12-16 00:00:00,-0.20094001463952232,0.35194483395277787,0.08092296710817559,-0.05805825416933051,-0.0014528257157889746
1946-01-16 00:00:00,0.06898019578762152,0.07158292146316003,-0.023772757128059152,0.04253446545957548,0.004038371571225885
1946-02-14 12:00:00,0.1536433916625818,0.07114773265108529,0.09069569463643579,0.08126122161535553,0.01450753587351128
1946-03-16 00:00:00,-0.355778310691368,-0.10704371359673015,-0.1903648363213407,0.11421405973322878,0.014782383887307127
1946-04-15 12:00:00,0.09251271015954726,-0.20792484443737203,0.010864854916754374,-0.010051376356121418,-0.004334587458608596
1946-05-16 00:00:00,0.13004409091793898,-0.10791888419704349,0.02687889535309196,-0.02647132137599627,-0.003205786753732731
1946-06-15 12:00:00,0.23336429311280563,0.04706070904526566,0.0014686439997273482,0.023379927438901854,-0.004016375692575291
1946-07-16 00:00:00,0.16327360448602427,-0.06364456733820328,-0.00852023947136149,-0.03377718502168367,-0.008435387791008941
1946-08-16 00:00:00,0.2315510741679004,0.043333169034510954,0.005300755388986889,0.018839946190892132,-0.0037258546895306832
1946-09-15 12:00:00,0.2295514005508467,0.051017666085272195,-0.0035428627664002565,0.024065374832623568,-0.003468925828741032
1946-10-16 00:00:00,-0.004314596038407892,-0.06248753472662821,-0.12943546845851628,0.03822949738503453,0.0002440422437955947
1946-11-15 12:00:00,-0.249874269962841,0.33375741489417493,-0.13265703919238692,0.032683266929811564,0.005821414148666104
1946-12-16 00:00:00,-0.01176854502945468,0.05186642388865076,-0.042450893070848594,0.17581687855598427,0.010370830268133124
1947-01-16 00:00:00,0.15521222635224433,0.12817686932718508,-0.021711427644565018,0.06612414983069828,0.004898539841069027
1947-02-14 12:00:00,0.06767380352098318,0.13836501599609885,0.09612499323710844,0.07012380184844827,0.01764792674709037
1947-03-16 00:00:00,-0.23608744061675282,-0.06391850167028196,-0.04133585465530232,-0.02375055502826629,0.006726000760189366
