time,latent_dim,latent
1940-01-16 00:00:00,0,0.7404473
1940-01-16 00:00:00,1,-0.46761835
1940-01-16 00:00:00,2,-0.5890347
1940-01-16 00:00:00,3,0.20384464
1940-01-16 00:00:00,4,0.08213018
1940-02-15 00:00:00,0,0.91784036
1940-02-15 00:00:00,1,-0.44807857
1940-02-15 00:00:00,2,-0.7434999
1940-02-15 00:00:00,3,0.47883913
1940-02-15 00:00:00,4,-0.0021840483
1940-03-16 00:00:00,0,0.62720144
1940-03-16 00:00:00,1,-0.31225628
1940-03-16 00:00:00,2,-0.46947703
1940-03-16 00:00:00,3,0.06909259
1940-03-16 00:00:00,4,0.1287811
1940-04-15 12:00:00,0,0.19111396
1940-04-15 12:00:00,1,-0.21326649
1940-04-15 12:00:00,2,-0.2639715
1940-04-15 12:00:00,3,0.32389018
1940-04-15 12:00:00,4,0.2651962
1940-05-16 00:00:00,0,0.23235373
1940-05-16 00:00:00,1,-0.06532261
1940-05-16 00:00:00,2,-0.3542611
1940-05-16 00:00:00,3,0.07059092
1940-05-16 00:00:00,4,0.29672414
1940-06-15 12:00:00,0,0.09218404
1940-06-15 12:00:00,1,-0.1662021
1940-06-15 12:00:00,2,-0.3863256
1940-06-15 12:00:00,3,0.15014206
1940-06-15 12:00:00,4,0.21219261
1940-07-16 00:00:00,0,0.09657146
1940-07-16 00:00:00,1,-0.11806275
1940-07-16 00:00:00,2,-0.48743036
1940-07-16 00:00:00,3,-0.039287206
1940-07-16 00:00:00,4,0.23355828
1940-08-16 00:00:00,0,0.11045678
1940-08-16 00:00:00,1,-0.11608189
1940-08-16 00:00:00,2,-0.49477914
1940-08-16 00:00:00,3,-0.03296679
1940-08-16 00:00:00,4,0.25582725
1940-09-15 12:00:00,0,0.10182971
1940-09-15 12:00:00,1,-0.1465721
1940-09-15 12:00:00,2,-0.320053
1940-09-15 12:00:00,3,0.2926448
1940-09-15 12:00:00,4,0.16816123
1940-10-16 00:00:00,0,0.28173536
1940-10-16 00:00:00,1,-0.16136318
1940-10-16 00:00:00,2,-0.42588297
1940-10-16 00:00:00,3,-0.0105487965
1940-10-16 00:00:00,4,0.22912525
1940-11-15 12:00:00,0,0.27525234
1940-11-15 12:00:00,1,-0.020402
1940-11-15 12:00:00,2,-0.40326813
1940-11-15 12:00:00,3,-0.020751458
1940-11-15 12:00:00,4,0.24801578
1940-12-16 00:00:00,0,0.7507666
1940-12-16 00:00:00,1,-0.42122924
1940-12-16 00:00:00,2,-0.89909256
1940-12-16 00:00:00,3,0.51819414
1940-12-16 00:00:00,4,0.0016174316
1941-01-16 00:00:00,0,0.6469528
1941-01-16 00:00:00,1,-0.369998
1941-01-16 00:00:00,2,-0.7457795
1941-01-16 00:00:00,3,0.35821134
1941-01-16 00:00:00,4,0.14710657
1941-02-14 12:00:00,0,0.77326196
1941-02-14 12:00:00,1,-0.64588326
1941-02-14 12:00:00,2,-0.84825444
1941-02-14 12:00:00,3,0.4582564
1941-02-14 12:00:00,4,0.12079923
1941-03-16 00:00:00,0,0.5214108
1941-03-16 00:00:00,1,-0.5483609
1941-03-16 00:00:00,2,-0.5734171
1941-03-16 00:00:00,3,0.29375637
1941-03-16 00:00:00,4,0.40898687
1941-04-15 12:00:00,0,0.49401736
1941-04-15 12:00:00,1,-0.35488677
1941-04-15 12:00:00,2,-0.27302578
1941-04-15 12:00:00,3,0.3446845
1941-04-15 12:00:00,4,0.32422024
1941-05-16 00:00:00,0,0.38018084
1941-05-16 00:00:00,1,-0.05959218
1941-05-16 00:00:00,2,-0.28062811
1941-05-16 00:00:00,3,0.28217387
1941-05-16 00:00:00,4,0.29386258
1941-06-15 12:00:00,0,0.14658673
1941-06-15 12:00:00,1,-0.082826495
1941-06-15 12:00:00,2,-0.28979325
1941-06-15 12:00:00,3,0.12033202
1941-06-15 12:00:00,4,0.21880682
1941-07-16 00:00:00,0,0.05725944
1941-07-16 00:00:00,1,-0.15694796
1941-07-16 00:00:00,2,-0.44523236
1941-07-16 00:00:00,3,0.11031446
1941-07-16 00:00:00,4,0.1997386
1941-08-16 00:00:00,0,-0.026712343
1941-08-16 00:00:00,1,-0.2298047
1941-08-16 00:00:00,2,-0.4092354
1941-08-16 00:00:00,3,0.20418748
1941-08-16 00:00:00,4,0.11245033
1941-09-15 12:00:00,0,0.13410899
1941-09-15 12:00:00,1,-0.093711235
1941-09-15 12:00:00,2,-0.47958997
1941-09-15 12:00:00,3,-0.028113406
1941-09-15 12:00:00,4,0.2645914
1941-10-16 00:00:00,0,0.123428
1941-10-16 00:00:00,1,-0.14103979
1941-10-16 00:00:00,2,-0.41410494
1941-10-16 00:00:00,3,0.09143581
1941-10-16 00:00:00,4,0.20333876
1941-11-15 12:00:00,0,0.31533962
1941-11-15 12:00:00,1,-0.13465099
1941-11-15 12:00:00,2,-0.5214182
1941-11-15 12:00:00,3,-0.10465112
1941-11-15 12:00:00,4,0.20707674
1941-12-16 00:00:00,0,0.7153179
1941-12-16 00:00:00,1,-0.337834
1941-12-16 00:00:00,2,-0.5914124
1941-12-16 00:00:00,3,0.15326509
1941-12-16 00:00:00,4,-0.15205824
1942-01-16 00:00:00,0,0.6043393
1942-01-16 00:00:00,1,-0.17189129
1942-01-16 00:00:00,2,-0.64198124
1942-01-16 00:00:00,3,0.1003738
1942-01-16 00:00:00,4,0.05830753
1942-02-14 12:00:00,0,0.5681616
1942-02-14 12:00:00,1,-0.30557913
1942-02-14 12:00:00,2,-0.5279149
1942-02-14 12:00:00,3,0.10887535
1942-02-14 12:00:00,4,0.20439903
1942-03-16 00:00:00,0,0.33698863
1942-03-16 00:00:00,1,-0.09049017
1942-03-16 00:00:00,2,-0.4528366
1942-03-16 00:00:00,3,-0.09539078
1942-03-16 00:00:00,4,0.21078421
1942-04-15 12:00:00,0,0.63032204
1942-04-15 12:00:00,1,-0.15525316
1942-04-15 12:00:00,2,-0.35036248
1942-04-15 12:00:00,3,0.28104433
1942-04-15 12:00:00,4,0.29363358
1942-05-16 00:00:00,0,0.36285543
1942-05-16 00:00:00,1,-0.062422678
1942-05-16 00:00:00,2,-0.2649414
1942-05-16 00:00:00,3,0.26025647
1942-05-16 00:00:00,4,0.24986215
1942-06-15 12:00:00,0,0.13190836
1942-06-15 12:00:00,1,-0.09872572
1942-06-15 12:00:00,2,-0.4171645
1942-06-15 12:00:00,3,0.048534743
1942-06-15 12:00:00,4,0.25260323
1942-07-16 00:00:00,0,0.11223635
1942-07-16 00:00:00,1,-0.12190588
1942-07-16 00:00:00,2,-0.5020248
