Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.4356773548183893,p_val,1.4668535812467188e-06
signal,Expon,KS Test,0.4811878682812429,p_val,2.8355911981033554e-06
intensity,Expon,KS Test,0.43105600936779576,p_val,4.4814895553185396e-05
duration,Expon,Chi-Squared Test,6.122353680615972,p_val,0.2944948142911774
frequency,Poisson,Chi-Squared Test,3.3141356835200675,p_val,0.34568006166120746
Forecast_Model,"ARIMA((1, 0, 2))",AIC,-148.816821362025,BIC,-136.54508488075746
