sim,year,storm_index,unique_storm_id,signal,Frequency,Intensity,Duration,storm_day,daily_flow
0,2010,1,0_2010_1,0.2230169514619214,1.0,86529.37322376609,3,1,83688.1102223887
0,2010,1,0_2010_1,0.2230169514619214,1.0,86529.37322376609,3,2,86529.37322376609
0,2010,1,0_2010_1,0.2230169514619214,1.0,86529.37322376609,3,3,86012.77995078839
0,2011,0,0_2011_0,0.6255828923677973,0.0,0.0,0,0,0
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,16,39631.483964151936
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,15,49892.90917520487
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,14,52374.55712238274
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,13,51504.75098739007
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,12,53594.09239845705
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,11,76278.25796592126
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,9,97394.25990989871
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,10,100465.79977482256
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,7,180702.67318408552
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,6,140271.32150932023
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,5,52922.90117696673
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,4,53334.68366642148
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,3,51451.21288351005
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,2,50162.114713874216
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,1,40281.180422580655
0,2012,1,0_2012_1,0.2917966040092179,1.0,172169.56148361086,16,8,124837.30278174301
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,13,31435.593474299996
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,12,38753.40918304524
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,11,39488.1764600741
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,10,39289.100063080376
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,9,39732.02116406808
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,8,39072.25117066333
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,6,39403.082509616295
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,5,38618.679937150344
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,4,38404.9428251643
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,3,37969.40743615513
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,2,37630.45775770031
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,1,28916.364728972818
0,2013,1,0_2013_1,0.41414316132060036,2.0,39760.001502337625,13,7,39362.45077103481
0,2013,2,0_2013_2,0.41414316132060036,2.0,44873.66218568712,4,1,23348.8973974307
0,2013,2,0_2013_2,0.41414316132060036,2.0,44873.66218568712,4,2,44873.66218568712
0,2013,2,0_2013_2,0.41414316132060036,2.0,44873.66218568712,4,3,28395.66428281285
0,2013,2,0_2013_2,0.41414316132060036,2.0,44873.66218568712,4,4,16721.215584097503
0,2014,1,0_2014_1,0.6279800813241122,2.0,1341.7847402206428,1,1,1341.7847402206428
0,2014,2,0_2014_2,0.6279800813241122,2.0,91022.90729328872,6,6,47054.21478720857
0,2014,2,0_2014_2,0.6279800813241122,2.0,91022.90729328872,6,5,68845.71589767812
0,2014,2,0_2014_2,0.6279800813241122,2.0,91022.90729328872,6,1,52261.0336366128
0,2014,2,0_2014_2,0.6279800813241122,2.0,91022.90729328872,6,3,91022.90729328872
0,2014,2,0_2014_2,0.6279800813241122,2.0,91022.90729328872,6,2,76945.21188564025
0,2014,2,0_2014_2,0.6279800813241122,2.0,91022.90729328872,6,4,90058.6815804361
0,2015,1,0_2015_1,0.21214711733153102,1.0,64036.35160928989,4,1,33319.727666622384
0,2015,1,0_2015_1,0.21214711733153102,1.0,64036.35160928989,4,2,64036.35160928989
0,2015,1,0_2015_1,0.21214711733153102,1.0,64036.35160928989,4,3,40521.6479695642
0,2015,1,0_2015_1,0.21214711733153102,1.0,64036.35160928989,4,4,23861.78413625301
