Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.3985664126675442,p_val,2.9394371708068916e-10
signal,Expon,KS Test,0.4563409293877089,p_val,4.398427167198867e-13
intensity,Expon,KS Test,0.4188908798159312,p_val,5.218495773376748e-11
duration,Expon,Chi-Squared Test,7.491646743752686,p_val,0.3795423319408778
frequency,Poisson,Chi-Squared Test,25.853565157727544,p_val,9.52643805133774e-05
Forecast_Model,"ARIMA((1, 0, 2))",AIC,-148.816821362025,BIC,-136.54508488075746
