Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.63150765373332,p_val,4.715758657731046e-14
signal,Expon,KS Test,0.6317896493308739,p_val,5.674440046178004e-11
intensity,Expon,KS Test,0.43105600936779576,p_val,4.4814895553185396e-05
duration,Expon,Chi-Squared Test,6.122353680615972,p_val,0.2944948142911774
frequency,Poisson,Chi-Squared Test,3.3141356835200675,p_val,0.34568006166120746
Forecast_Model,"ARIMA((2, 0, 1))",AIC,-1043.4362388847874,BIC,-1031.16450240352
