year,sim,signal,Scale_Sig,Scale_Int,Scale_Dur,Scale_Freq
1975,0,1.0025065922489467,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1976,0,1.0025243895619353,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1977,0,1.0033404255840526,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1978,0,1.002714776662131,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1979,0,1.0022269826931123,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1980,0,1.0020576055742816,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1981,0,1.0031578585419247,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1982,0,1.0030965269782501,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1983,0,1.0019565867979434,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1984,0,1.002744275816154,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1975,1,1.0027848488573692,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1976,1,1.0030357327906794,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1977,1,1.001957266636493,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1978,1,1.001516991749133,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1979,1,1.0026960168879586,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1980,1,1.0026971958282413,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1981,1,1.0024636335645953,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1982,1,1.00204602355807,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1983,1,1.002458584413521,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1984,1,1.0023764798126227,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1975,2,1.0028382783318024,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1976,2,1.0036258706146741,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1977,2,1.0037725368936739,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1978,2,1.0025199064738748,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1979,2,1.003013220067381,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1980,2,1.0031563804406844,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1981,2,1.002760531553031,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1982,2,1.0024625138744265,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1983,2,1.0027780591062534,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1984,2,1.0020246180727652,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1975,3,1.003089884798674,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1976,3,1.0028850155320619,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1977,3,1.0032228473461235,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1978,3,1.0023859674897118,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1979,3,1.0023271129194242,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1980,3,1.0036067242876245,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1981,3,1.003016825049234,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1982,3,1.0028441389778322,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1983,3,1.0023014245800885,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1984,3,1.001906495164022,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1975,4,1.0032286528970153,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1976,4,1.0021378379904637,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1977,4,1.0015901542316434,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
1978,4,1.0026892072723597,1.002734743041429,56562.96296296296,2.8518518518518516,0.7714285714285715
