time,latent_dim,latent,mu,logvar
1940-01-16 00:00:00,0,-1.1506853,-0.011564329,-0.0041876286
1940-01-16 00:00:00,1,0.46483117,0.015172444,0.004466526
1940-01-16 00:00:00,2,-0.7051282,0.0035651475,-0.0044062734
1940-01-16 00:00:00,3,1.4411297,-0.004949197,0.009568021
1940-01-16 00:00:00,4,0.015638515,0.0035830874,-0.0038239807
1940-01-16 00:00:00,5,-1.7157555,0.00056913495,0.0037030727
1940-01-16 00:00:00,6,1.3436266,-0.02381051,0.01256381
1940-01-16 00:00:00,7,-0.64134526,-0.007935911,0.012642667
1940-02-15 00:00:00,0,-0.41631156,-0.011039212,-0.0055672303
1940-02-15 00:00:00,1,0.6385914,0.022429042,0.00029373914
1940-02-15 00:00:00,2,1.1997015,0.0011207908,-0.004823759
1940-02-15 00:00:00,3,-1.6431419,-0.007174611,0.010977581
1940-02-15 00:00:00,4,-0.7260214,0.0017617757,-0.0079894215
1940-02-15 00:00:00,5,0.28538847,0.005090311,0.00239864
1940-02-15 00:00:00,6,-0.27837786,-0.029275734,0.011108443
1940-02-15 00:00:00,7,-1.8291116,-0.008266248,0.015855715
1940-03-16 00:00:00,0,-0.34304106,-0.009771958,-0.0012266412
1940-03-16 00:00:00,1,-1.0277463,0.010513172,0.0029243305
1940-03-16 00:00:00,2,0.6523935,0.007399082,-0.0019005686
1940-03-16 00:00:00,3,0.9172571,0.00010813773,0.008756533
1940-03-16 00:00:00,4,0.74761665,0.0008730148,0.0012077689
1940-03-16 00:00:00,5,0.54602575,-0.00076791644,0.0033507645
1940-03-16 00:00:00,6,1.9925219,-0.017089035,0.012196749
1940-03-16 00:00:00,7,1.6955616,-0.008895844,0.007469885
1940-04-15 12:00:00,0,-1.3877923,0.0011635423,-0.00039456785
1940-04-15 12:00:00,1,-1.0761164,-0.0025674254,-0.004050106
1940-04-15 12:00:00,2,0.71370727,-0.006590262,0.00044628978
1940-04-15 12:00:00,3,0.23816527,0.0036358237,-5.708635e-05
1940-04-15 12:00:00,4,-1.1290956,-0.0023506852,-0.0074287653
1940-04-15 12:00:00,5,-2.1804776,0.0025645345,0.00021897256
1940-04-15 12:00:00,6,0.13863356,-0.007232193,0.0062823147
1940-04-15 12:00:00,7,-0.9966395,-0.007140681,0.00013460219
1940-05-16 00:00:00,0,-0.37617347,-0.00028800964,-0.00012215227
1940-05-16 00:00:00,1,-0.7519439,-0.006183371,-0.002779767
1940-05-16 00:00:00,2,0.032518327,-0.0016396493,-8.6687505e-05
1940-05-16 00:00:00,3,-1.4055489,0.0049339384,0.0012826622
1940-05-16 00:00:00,4,-1.5850275,-0.005338846,-0.0047983527
1940-05-16 00:00:00,5,-1.1552672,0.0030672848,-0.00018025935
1940-05-16 00:00:00,6,-2.5752687,-0.0016409531,0.00523144
1940-05-16 00:00:00,7,0.090852395,-0.006225571,-0.0024147555
1940-06-15 12:00:00,0,-0.9993995,0.00083486736,-0.0010559782
1940-06-15 12:00:00,1,-0.46937263,-0.006309159,-0.0030518621
1940-06-15 12:00:00,2,0.26493168,-0.0055998415,0.00013866276
1940-06-15 12:00:00,3,0.20905674,0.0042577386,-0.00020007789
1940-06-15 12:00:00,4,-1.0246179,-0.0042133797,-0.0053892583
1940-06-15 12:00:00,5,0.5380706,0.0023665577,-0.00048203766
1940-06-15 12:00:00,6,-0.30120444,-0.0034681596,0.0060932934
1940-06-15 12:00:00,7,0.43582162,-0.0061269924,-0.003075555
1940-07-16 00:00:00,0,1.1642941,0.0011470169,0.00047116727
1940-07-16 00:00:00,1,-1.0545628,-0.009748891,-0.0024570823
1940-07-16 00:00:00,2,0.40848988,-0.0034609288,0.0010100603
1940-07-16 00:00:00,3,-1.0361027,0.005381897,0.00011268258
