time,latent_dim,latent,mu,logvar
1940-01-16 00:00:00,0,-0.31381935,0.011631817,-0.0027717352
1940-01-16 00:00:00,1,-0.4352009,-0.006016262,-0.0024020448
1940-01-16 00:00:00,2,-1.4112633,-0.0044744983,-9.280071e-05
1940-01-16 00:00:00,3,1.0895394,0.0047650263,-0.00429447
1940-02-15 00:00:00,0,-1.3849474,0.01475963,-0.0031811893
1940-02-15 00:00:00,1,-0.7864846,-0.006745361,-0.0020889044
1940-02-15 00:00:00,2,-0.7901223,-0.005848393,0.000936307
1940-02-15 00:00:00,3,-1.0626876,0.0056817904,-0.007250935
1940-03-16 00:00:00,0,0.06635581,0.009228021,-0.0027552545
1940-03-16 00:00:00,1,-0.18000525,-0.004914753,-0.0018701665
1940-03-16 00:00:00,2,1.1890373,-0.0011797845,0.00033188984
1940-03-16 00:00:00,3,-0.4829601,0.0035633221,-0.00079514086
1940-04-15 12:00:00,0,-0.4597356,-0.0004918575,-0.0077283382
1940-04-15 12:00:00,1,0.08868118,-0.0007493198,-0.0037434064
1940-04-15 12:00:00,2,1.227154,0.004379511,0.0016027652
1940-04-15 12:00:00,3,-0.92127264,-0.0039372966,-0.00057417154
1940-05-16 00:00:00,0,0.70591104,-0.0022013187,-0.0017771125
1940-05-16 00:00:00,1,0.0710461,-0.0008860305,-0.0012832396
1940-05-16 00:00:00,2,-0.77090883,0.0055488944,0.0037911981
1940-05-16 00:00:00,3,-0.55878,-0.0057543367,0.0013650209
1940-06-15 12:00:00,0,0.6521481,-0.00235489,-0.0032134056
1940-06-15 12:00:00,1,0.12289824,-0.0010591224,-0.00081799924
1940-06-15 12:00:00,2,0.5629482,0.0049276203,0.0033821426
1940-06-15 12:00:00,3,-0.15841797,-0.0059225485,0.00049215555
1940-07-16 00:00:00,0,0.52616215,-0.004092008,0.0002606511
1940-07-16 00:00:00,1,0.61947495,-0.00065188855,-0.0004557185
1940-07-16 00:00:00,2,-0.26410806,0.006318733,0.0037329495
1940-07-16 00:00:00,3,-0.15470994,-0.0066153333,0.0023877919
1940-08-16 00:00:00,0,-0.23063359,-0.0043117404,-4.902482e-06
1940-08-16 00:00:00,1,1.5141567,-0.00059874356,-0.0005019121
1940-08-16 00:00:00,2,-0.15806831,0.006402135,0.003909476
