Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.1635955834161737,p_val,0.3587668912012284
signal,Expon,KS Test,0.23770908491399245,p_val,0.11203141247218762
intensity,Expon,KS Test,0.179997116880067,p_val,0.37336848730762273
duration,Expon,Chi-Squared Test,7.799852181497805,p_val,0.16761659939136714
frequency,Poisson,Chi-Squared Test,3.8036249999999994,p_val,0.28346476392208436
Forecast_Model,"ARIMA((2, 0, 3))",AIC,1894.5058119528605,BIC,1911.686243026635
