Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.24901443951163751,p_val,0.00026069085062010566
signal,Expon,KS Test,0.22499707492481374,p_val,0.0013534311184359993
intensity,Expon,KS Test,0.18166678162509997,p_val,0.017094979988106076
duration,Expon,Chi-Squared Test,13.180395121331994,p_val,0.06783319088209781
frequency,Poisson,Chi-Squared Test,48.429563492063494,p_val,9.696542051938611e-09
Forecast_Model,"ARIMA((2, 0, 3))",AIC,1894.5058119528605,BIC,1911.686243026635
