Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.4593552572179901,p_val,3.590363074273107e-10
signal,Expon,KS Test,0.4666408096060112,p_val,1.6794077617776598e-09
intensity,Expon,KS Test,0.4113557080184693,p_val,2.1076929217560388e-07
duration,Expon,Chi-Squared Test,8.702789852821871,p_val,0.19099575115162012
frequency,Poisson,Chi-Squared Test,11.981597325102886,p_val,0.007446466887446323
Forecast_Model,"ARIMA((2, 0, 1))",AIC,-993.5596949265259,BIC,-981.2879584452584
