year,sim,signal,Scale_Sig,Scale_Int,Scale_Dur,Scale_Freq
1990,0,0.004190611790878622,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1991,0,0.0025171602590677127,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1992,0,0.003917774376387248,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1993,0,0.003580831394608483,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1994,0,0.002154010783179419,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1995,0,0.003343031803237818,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1996,0,0.0032175281031623076,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1997,0,0.0023653040423361428,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1998,0,0.002541129695594453,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1999,0,0.004982432885309311,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2000,0,0.0024979138464131345,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2001,0,0.003695283239807049,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2002,0,0.0038339049442798136,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2003,0,0.0031151489877938726,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2004,0,0.003596117882617289,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1990,1,0.0034760805593467064,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1991,1,0.0027072004159870372,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1992,1,0.0033535323862018533,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1993,1,0.0035468205578163825,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1994,1,0.0029577559006808314,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1995,1,0.004293740954087305,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1996,1,0.0028729905343946767,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1997,1,0.0029143509386744303,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1998,1,0.0036291235733297567,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1999,1,0.0034249054477338485,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2000,1,0.0030304706885938486,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2001,1,0.002849399909937971,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2002,1,0.0018488209832464902,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2003,1,0.002185259939753644,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2004,1,0.002851781178436302,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1990,2,0.0034424143781812294,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1991,2,0.004390462736557917,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1992,2,0.0030204861943018612,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1993,2,0.0015070311174846286,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1994,2,0.0024950230219840204,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1995,2,0.004140955525444313,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1996,2,0.003307725052608587,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1997,2,0.003988583889857517,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1998,2,0.0038259551650647273,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1999,2,0.004117838237569089,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2000,2,0.003190400566237688,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2001,2,0.004338025399720667,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2002,2,0.004509117574359383,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2003,2,0.003198995690201137,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2004,2,0.0024081900876894258,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1990,3,0.0037611890303924445,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1991,3,0.004374138046600962,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1992,3,0.0031091771655573754,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1993,3,0.0029104930895494474,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1994,3,0.0026128594441329053,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1995,3,0.0027037590316231416,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1996,3,0.003946522580223978,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1997,3,0.004514124945320312,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1998,3,0.004724831542211956,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
1999,3,0.0038928503732315175,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2000,3,0.002488550203292806,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2001,3,0.001804263755312758,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2002,3,0.0028762519387559938,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2003,3,0.003552381553602995,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
2004,3,0.0037036086786543894,0.0038864042890095337,51893.333333333336,3.1555555555555554,0.9
