Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.4820537986671999,p_val,6.151861826375913e-07
signal,Expon,KS Test,0.4972720164257022,p_val,5.229142218018475e-06
intensity,Expon,KS Test,0.425843649689431,p_val,0.00018225389229069148
duration,Expon,Chi-Squared Test,7.799852181497805,p_val,0.16761659939136714
frequency,Poisson,Chi-Squared Test,3.8036249999999994,p_val,0.28346476392208436
Forecast_Model,"ARIMA((2, 0, 1))",AIC,-993.5596949265259,BIC,-981.2879584452584
