time,latent_dim,latent
1940-01-16 00:00:00,0,-0.06807394
1940-01-16 00:00:00,1,-0.08707488
1940-01-16 00:00:00,2,-0.38284916
1940-01-16 00:00:00,3,0.10158616
1940-01-16 00:00:00,4,0.6526634
1940-01-16 00:00:00,5,0.14338727
1940-01-16 00:00:00,6,0.26182875
1940-01-16 00:00:00,7,0.4135635
1940-02-15 00:00:00,0,0.018699016
1940-02-15 00:00:00,1,-0.27216044
1940-02-15 00:00:00,2,-0.65124017
1940-02-15 00:00:00,3,-0.021859877
1940-02-15 00:00:00,4,0.62113976
1940-02-15 00:00:00,5,0.4408353
1940-02-15 00:00:00,6,0.52244455
1940-02-15 00:00:00,7,0.4967671
1940-03-16 00:00:00,0,-0.20077556
1940-03-16 00:00:00,1,0.029627368
1940-03-16 00:00:00,2,-0.22056971
1940-03-16 00:00:00,3,0.118734814
1940-03-16 00:00:00,4,0.622454
1940-03-16 00:00:00,5,0.12536888
1940-03-16 00:00:00,6,0.11958879
1940-03-16 00:00:00,7,0.32898223
1940-04-15 12:00:00,0,0.18318301
1940-04-15 12:00:00,1,0.014876664
1940-04-15 12:00:00,2,-0.5462823
1940-04-15 12:00:00,3,-0.16199547
1940-04-15 12:00:00,4,0.86739403
1940-04-15 12:00:00,5,0.3606025
1940-04-15 12:00:00,6,-0.03674215
1940-04-15 12:00:00,7,-0.0795277
1940-05-16 00:00:00,0,-0.019027062
1940-05-16 00:00:00,1,0.03707996
1940-05-16 00:00:00,2,-0.18770036
1940-05-16 00:00:00,3,-0.0512537
1940-05-16 00:00:00,4,0.7063609
1940-05-16 00:00:00,5,0.22116263
1940-05-16 00:00:00,6,-0.13967372
1940-05-16 00:00:00,7,-0.04875887
1940-06-15 12:00:00,0,0.14853555
1940-06-15 12:00:00,1,-0.0288423
1940-06-15 12:00:00,2,-0.25446168
1940-06-15 12:00:00,3,-0.016942702
1940-06-15 12:00:00,4,0.78332263
1940-06-15 12:00:00,5,0.18729989
1940-06-15 12:00:00,6,-0.12501717
1940-06-15 12:00:00,7,-0.12501246
1940-07-16 00:00:00,0,0.039358743
1940-07-16 00:00:00,1,-0.037217956
1940-07-16 00:00:00,2,2.2731721e-05
1940-07-16 00:00:00,3,0.06318356
1940-07-16 00:00:00,4,0.6779918
1940-07-16 00:00:00,5,0.030082673
1940-07-16 00:00:00,6,-0.1974968
1940-07-16 00:00:00,7,-0.101414345
1940-08-16 00:00:00,0,0.029174529
1940-08-16 00:00:00,1,-0.032275748
1940-08-16 00:00:00,2,-0.00070219114
1940-08-16 00:00:00,3,0.04344844
1940-08-16 00:00:00,4,0.671247
1940-08-16 00:00:00,5,0.034586743
1940-08-16 00:00:00,6,-0.20083158
1940-08-16 00:00:00,7,-0.092291154
1940-09-15 12:00:00,0,0.20428371
1940-09-15 12:00:00,1,-0.044764005
1940-09-15 12:00:00,2,-0.41708216
1940-09-15 12:00:00,3,-0.05689349
1940-09-15 12:00:00,4,0.8401435
1940-09-15 12:00:00,5,0.32137877
1940-09-15 12:00:00,6,-0.07047479
1940-09-15 12:00:00,7,-0.15961969
1940-10-16 00:00:00,0,-0.114345275
1940-10-16 00:00:00,1,0.0738581
1940-10-16 00:00:00,2,-0.08161963
1940-10-16 00:00:00,3,0.08243806
1940-10-16 00:00:00,4,0.6648224
1940-10-16 00:00:00,5,0.062956735
1940-10-16 00:00:00,6,-0.14540856
1940-10-16 00:00:00,7,0.04028082
1940-11-15 12:00:00,0,-0.12302611
1940-11-15 12:00:00,1,0.042182595
1940-11-15 12:00:00,2,-0.02622691
1940-11-15 12:00:00,3,0.06018319
1940-11-15 12:00:00,4,0.6280506
1940-11-15 12:00:00,5,0.13459553
1940-11-15 12:00:00,6,-0.15975347
1940-11-15 12:00:00,7,-0.0216695
1940-12-16 00:00:00,0,0.09278623
1940-12-16 00:00:00,1,-0.40422177
1940-12-16 00:00:00,2,-0.45930222
1940-12-16 00:00:00,3,-0.04971782
1940-12-16 00:00:00,4,0.62285185
1940-12-16 00:00:00,5,0.34026223
1940-12-16 00:00:00,6,0.45880362
1940-12-16 00:00:00,7,0.3934405
1941-01-16 00:00:00,0,0.060820714
1941-01-16 00:00:00,1,-0.25634354
1941-01-16 00:00:00,2,-0.3474048
1941-01-16 00:00:00,3,-0.092099376
1941-01-16 00:00:00,4,0.66693383
1941-01-16 00:00:00,5,0.24200182
1941-01-16 00:00:00,6,0.2824552
1941-01-16 00:00:00,7,0.30654442
1941-02-14 12:00:00,0,0.1911712
1941-02-14 12:00:00,1,-0.2241106
1941-02-14 12:00:00,2,-0.6448099
1941-02-14 12:00:00,3,-0.13006324
1941-02-14 12:00:00,4,0.7150186
1941-02-14 12:00:00,5,0.30246866
1941-02-14 12:00:00,6,0.3975748
1941-02-14 12:00:00,7,0.4401724
1941-03-16 00:00:00,0,0.12109504
1941-03-16 00:00:00,1,0.06358363
1941-03-16 00:00:00,2,-0.5142624
1941-03-16 00:00:00,3,-0.2066229
1941-03-16 00:00:00,4,0.79657835
1941-03-16 00:00:00,5,0.17697994
1941-03-16 00:00:00,6,0.081756875
1941-03-16 00:00:00,7,0.31716928
1941-04-15 12:00:00,0,0.047174327
1941-04-15 12:00:00,1,0.16257305
1941-04-15 12:00:00,2,-0.6770578
1941-04-15 12:00:00,3,-0.19556579
1941-04-15 12:00:00,4,0.87371606
1941-04-15 12:00:00,5,0.41758358
1941-04-15 12:00:00,6,0.08805059
1941-04-15 12:00:00,7,0.21435146
1941-05-16 00:00:00,0,-0.006894922
1941-05-16 00:00:00,1,0.033005044
1941-05-16 00:00:00,2,-0.44730607
1941-05-16 00:00:00,3,-0.17595416
1941-05-16 00:00:00,4,0.75946426
1941-05-16 00:00:00,5,0.44998497
1941-05-16 00:00:00,6,0.018658843
1941-05-16 00:00:00,7,0.021398455
1941-06-15 12:00:00,0,0.065971926
1941-06-15 12:00:00,1,0.012880512
1941-06-15 12:00:00,2,-0.24694903
1941-06-15 12:00:00,3,-0.005437672
1941-06-15 12:00:00,4,0.75997293
1941-06-15 12:00:00,5,0.24761473
1941-06-15 12:00:00,6,-0.12744173
1941-06-15 12:00:00,7,-0.11376863
1941-07-16 00:00:00,0,0.15444455
1941-07-16 00:00:00,1,-0.063073635
1941-07-16 00:00:00,2,-0.17300875
1941-07-16 00:00:00,3,0.0057214648
1941-07-16 00:00:00,4,0.7631409
1941-07-16 00:00:00,5,0.13391434
1941-07-16 00:00:00,6,-0.14525451
1941-07-16 00:00:00,7,-0.14607468
1941-08-16 00:00:00,0,0.30712932
1941-08-16 00:00:00,1,-0.11107756
1941-08-16 00:00:00,2,-0.30846375
1941-08-16 00:00:00,3,0.022757798
1941-08-16 00:00:00,4,0.8602679
1941-08-16 00:00:00,5,0.17072387
1941-08-16 00:00:00,6,-0.094221205
1941-08-16 00:00:00,7,-0.20257196
1941-09-15 12:00:00,0,0.007946424
1941-09-15 12:00:00,1,-0.021889634
1941-09-15 12:00:00,2,-0.0131700095
1941-09-15 12:00:00,3,0.03310272
1941-09-15 12:00:00,4,0.66540754
1941-09-15 12:00:00,5,0.06286202
1941-09-15 12:00:00,6,-0.19492745
1941-09-15 12:00:00,7,-0.08489681
1941-10-16 00:00:00,0,0.08359911
1941-10-16 00:00:00,1,-0.028177895
1941-10-16 00:00:00,2,-0.1480037
1941-10-16 00:00:00,3,0.040406927
1941-10-16 00:00:00,4,0.7311529
1941-10-16 00:00:00,5,0.12064941
1941-10-16 00:00:00,6,-0.1465779
1941-10-16 00:00:00,7,-0.105438285
1941-11-15 12:00:00,0,-0.1934177
1941-11-15 12:00:00,1,0.041643307
1941-11-15 12:00:00,2,0.052888926
1941-11-15 12:00:00,3,0.12001999
1941-11-15 12:00:00,4,0.6052031
1941-11-15 12:00:00,5,0.0010388196
1941-11-15 12:00:00,6,-0.13432874
1941-11-15 12:00:00,7,0.089675546
1941-12-16 00:00:00,0,-0.19027779
1941-12-16 00:00:00,1,-0.14936127
1941-12-16 00:00:00,2,-0.26187548
1941-12-16 00:00:00,3,0.2911864
1941-12-16 00:00:00,4,0.58229446
1941-12-16 00:00:00,5,0.16967805
1941-12-16 00:00:00,6,0.29052654
1941-12-16 00:00:00,7,0.38445935
1942-01-16 00:00:00,0,-0.15591419
1942-01-16 00:00:00,1,-0.17548957
