year,sim,signal,Scale_Sig,Scale_Int,Scale_Dur,Scale_Freq
1975,0,149.80220420662988,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1976,0,157.67379792319764,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1977,0,116.18491438507256,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1978,0,113.12866996461398,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1979,0,168.17605913600417,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1980,0,191.87787716461176,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1981,0,181.48751834879616,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1982,0,183.28153244453964,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1983,0,76.6402617683049,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1984,0,171.631269997962,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1975,1,112.20893764012335,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1976,1,156.17321230204772,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1977,1,131.76902437001993,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1978,1,264.396423585309,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1979,1,194.06707852980898,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1980,1,70.37948264492368,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1981,1,211.1290248131884,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1982,1,136.79278322199957,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1983,1,41.26620634610933,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1984,1,164.04887305935023,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1975,2,134.50375058800338,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
1976,2,168.83379106552457,170.51554314614265,56562.96296296296,2.8518518518518516,0.7714285714285715
