time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1940-01-16 00:00:00,0.5888238502792915,0.1937276569247719,0.20736944925635456,-0.6155889667274816,-0.09867639458509414,-0.33725707795992077,0.2488505015996042,-0.421629128943965,-0.4156233055581704,0.01027671971924915
1940-02-15 00:00:00,-0.4887392205359938,-0.14911893286541367,0.21081611028340022,-0.3255779165704786,0.1308786956792518,-0.156242455676612,0.44299892659983586,-0.4775005453646848,0.34267908219418686,0.0518448721644994
1940-03-16 00:00:00,0.5041595915919939,-0.10389083929152829,-0.3317269968034925,0.1696618390393433,-0.153975143758245,-0.1234637300783612,-0.17541403489727508,-0.37329772890130464,0.015479180842415508,-0.3428332171869082
1940-04-15 12:00:00,0.2704782662643794,-0.6909290854243296,0.6390707064538959,-0.018186256716481775,0.022524741831266737,-0.3760238793356535,0.14908948659168486,-0.9790980494745023,0.2814929427356,0.05785485593599193
1940-05-16 00:00:00,-0.27757746790963866,-0.4998601941281681,0.1891905035228971,-0.549226694699066,-0.1868109223269297,-0.3566077434837821,-0.04209607950338812,-0.38686271582636084,-0.07617702312634478,-0.11825669269363559
1940-06-15 12:00:00,0.028221445243878762,0.030190000710894338,0.39630305255702636,-0.1316414841967128,-0.40905461265662746,-0.5307867103402986,-0.1495042388986929,0.4091396813643613,0.021087025824697014,0.24327108430887134
1940-07-16 00:00:00,0.21723306933287106,0.4616416799602343,-0.05580316082879866,1.2602931003600302,0.20141369028541845,-0.5370813264875455,1.2204266342670045,-0.06254778122554694,-0.0177585357557265,-0.6231774872346232
1940-08-16 00:00:00,0.32585308767353544,0.06663594261741357,1.1844301215660982,0.028556609181505488,0.2964518463710075,-0.6226750028043069,0.35309000683756,0.47730490629606903,-0.216188766482872,-0.1650577248768948
1940-09-15 12:00:00,0.12472882635782906,-0.03241236645193468,-0.3327634228985263,-0.36118540368721963,0.8742542335598797,0.3949708940187784,-0.062245691960974014,-0.07640849420932555,0.438098755580948,-0.3901097724234993
1940-10-16 00:00:00,-0.1902475444492382,-0.11211265188382327,-0.36993109576429783,-0.46205510711222797,-0.2861297146078753,0.023330493259639984,-0.2572885936541893,0.00035205444096012006,0.19862033524049827,0.05847027234868807
1940-11-15 12:00:00,0.26363049033496216,0.5691266779037893,1.1735297522620056,1.1240517274478234,-0.03690192244093454,-0.3530474954940733,0.6333245101326209,0.27439250929856407,-0.39023275703264226,-0.09036726763032599
1940-12-16 00:00:00,-0.04764380725229289,-0.6165293126079705,0.2636183075943298,1.0461554512594944,-0.03269694240146653,0.43679339311369814,0.6613466456417049,-0.5506179271848227,-0.6683755222542973,-0.4178462603496583
1941-01-16 00:00:00,0.452268392344442,1.0018018204210188,-0.823129256185541,-0.3216793797014738,-0.2488673981920787,0.7401313988093365,-0.3030348320470775,0.2863285611390939,0.6052233606646503,-0.2250797204504909
1941-02-14 12:00:00,-1.4100334332908888,1.5681575179605494,0.7842512992877011,1.217765410442644,0.028221834742048868,0.31406162184369857,-0.053819163510262336,-0.14199049757406662,0.7307651299791026,-0.09835052893193347
1941-03-16 00:00:00,0.07272511381191477,-0.43087972070249747,-0.37475422335687747,0.3659595326168025,-0.1484068836437552,-0.31732525887220253,0.11926013840762917,0.17221328797164367,-0.06388813807616756,-0.5916230163504085
1941-04-15 12:00:00,-0.48309404087047225,0.06517917475962309,0.8163583957593442,0.17497271617572396,0.4586220342477264,0.13220462015592194,-0.3383700244314752,0.2837032973527044,-0.19320853467105803,0.16550742320904743
1941-05-16 00:00:00,0.07636007548996454,-0.38907407827935475,0.6961861040265962,-0.5282422558270721,0.10270834696031472,-0.3501330999307246,0.19713354982984077,-0.13320370258611014,-0.2914313645924282,0.03727383954917329
1941-06-15 12:00:00,-0.03488122235071245,-0.15577355266217835,-0.10006888349499023,-1.2945350454317945,-0.33394604499232505,0.5866264564943173,0.8503184180545355,-0.2209084475219784,-0.10162838304519672,-0.040756425596210955
1941-07-16 00:00:00,-0.4608740306254861,-0.5255069733847346,-0.21637988576828138,-0.002900963591461969,-0.7857931779896536,-0.07444163469683102,1.1487019320675778,0.2214615666027063,-0.11946634472568418,-0.04732977619789547
1941-08-16 00:00:00,-0.26514570891055894,-0.4497692451695833,-0.5333399623048497,0.37135976196703324,-0.04473412405036381,-0.29421387421832834,0.3766252257327185,0.24829648981408606,0.05053358712034928,0.0387441926124541
1941-09-15 12:00:00,0.4822293597341672,0.2720289916535187,-0.7689741243576452,-0.8117622518377795,0.9779404495909778,0.16347680733060632,-0.26843994602797516,0.2718973444995705,-0.12903198567854657,0.05876863237073526
1941-10-16 00:00:00,0.2574584448394435,-0.18573930861217464,0.2545698161096044,-0.04618875690128399,-0.2764656820718594,-0.104738611825684,-0.49491698587654637,-0.3898275728577671,-0.6571530469684033,-0.15091546164072367
1941-11-15 12:00:00,1.4803540864457467,1.3498676893471158,-1.52468172783811,-0.4674952613510915,0.6701733463444433,0.6389233693155612,0.7103925502938752,-0.07454145185406683,-0.33328436386175236,-0.24162669864068115
1941-12-16 00:00:00,-0.7408649817050691,0.5020075936227357,0.33719466927275654,0.12621859501048416,0.6131997084498091,-0.24472080523549766,-0.5919141414170677,0.5732387878984557,0.5070560668781191,-0.09675540436231367
1942-01-16 00:00:00,-0.4348944478489746,1.6740206418358083,-0.18996955912575703,0.2888656594693697,0.1987866183396576,1.1683147281262747,0.6260885256116587,0.16272064804675915,0.09986390588028582,0.6857194293485684
1942-02-14 12:00:00,0.3950461541698222,-0.14826733172415804,-0.20723238521772036,0.37059467115542233,-1.0611876044686124,-0.15035916680383032,-0.2574524280570624,0.46524712853407846,-0.06345010906576998,0.03199643765939031
1942-03-16 00:00:00,-0.3538720344167429,0.0059052738384384185,-1.0253848979561442,0.30573238127607694,0.01934000245985157,-0.2990647248754834,0.22816845115783613,0.4904448939852588,-0.09766107041424732,0.7669491171787499
1942-04-15 12:00:00,0.31315845478524823,-0.49304053643610013,0.7196873089908452,-0.5040318030393764,-0.47406801337681787,-0.13236181931846314,0.30069376593437425,0.14773692081159004,0.5299552322553723,0.1296061512524307
