time,latent_dim,latent,mu,logvar
1940-01-16 00:00:00,0,-0.3931748,0.009362198,0.0024056886
1940-01-16 00:00:00,1,1.3187817,-0.0026022345,0.005011771
1940-01-16 00:00:00,2,-1.1687742,0.0102256015,0.007994205
1940-01-16 00:00:00,3,0.94525546,-0.0025560707,-0.0066174716
1940-01-16 00:00:00,4,-1.5046403,-0.00528422,0.0037336051
1940-01-16 00:00:00,5,-1.530895,-0.010824993,-0.008088326
1940-02-15 00:00:00,0,0.14055377,0.010583095,-0.00084645697
1940-02-15 00:00:00,1,0.1556344,-0.004384838,0.0021359995
1940-02-15 00:00:00,2,-0.64799726,0.0107353255,0.0060270354
1940-02-15 00:00:00,3,-0.46348283,-0.0031358078,-0.00679715
1940-02-15 00:00:00,4,-0.23499756,-0.007102862,0.0026487112
1940-02-15 00:00:00,5,0.56000155,-0.010661975,-0.010352863
1940-03-16 00:00:00,0,-0.10147116,0.0070159584,0.0028718505
1940-03-16 00:00:00,1,0.79877305,-0.0035268515,0.00887946
1940-03-16 00:00:00,2,-0.9096731,0.010204002,0.007261932
1940-03-16 00:00:00,3,-1.332943,-0.0015104264,-0.006580919
1940-03-16 00:00:00,4,0.97691643,-0.0037133396,0.0032025129
1940-03-16 00:00:00,5,0.84983116,-0.009693086,-0.004929619
1940-04-15 12:00:00,0,0.85633475,-0.0017940849,-0.007180414
1940-04-15 12:00:00,1,-1.3271385,0.0008368492,-0.0013933554
1940-04-15 12:00:00,2,1.082283,-0.00050409883,0.0003344044
1940-04-15 12:00:00,3,2.4080935,-0.00015544146,-0.006489709
1940-04-15 12:00:00,4,1.1505985,-0.0002657026,-0.001909256
1940-04-15 12:00:00,5,-1.2442114,-0.0013343096,-0.0055585746
1940-05-16 00:00:00,0,0.30933133,-0.0031480119,-0.0031599056
1940-05-16 00:00:00,1,0.31301886,-0.00037926435,0.0012866557
1940-05-16 00:00:00,2,-0.8044566,0.00018765777,0.0026149377
1940-05-16 00:00:00,3,0.0071310876,-0.00049901754,-0.0056895614
1940-05-16 00:00:00,4,1.7947624,-0.00066560507,-0.002259627
1940-05-16 00:00:00,5,-1.4561373,-0.0027070194,0.0019415785
1940-06-15 12:00:00,0,-0.2118634,-0.0034841225,-0.00326421
1940-06-15 12:00:00,1,-0.7480779,0.0005443543,-0.00023849308
1940-06-15 12:00:00,2,-0.38944182,-0.0011246279,0.0011233315
1940-06-15 12:00:00,3,-0.45050776,0.0006760061,-0.0069615096
1940-06-15 12:00:00,4,-0.18066183,-0.00042299926,-0.002221316
1940-06-15 12:00:00,5,0.235634,-0.0020426214,-0.00049982034
1940-07-16 00:00:00,0,0.18234569,-0.003543444,-0.0012941335
1940-07-16 00:00:00,1,0.30876613,0.00061263144,0.003455609
1940-07-16 00:00:00,2,-0.16872078,-0.000711374,0.003114313
1940-07-16 00:00:00,3,2.0506434,0.00021951646,-0.006435439
1940-07-16 00:00:00,4,0.22148608,0.0001693815,-0.0023250878
1940-07-16 00:00:00,5,0.760008,-0.000721544,0.0031288248
1940-08-16 00:00:00,0,1.096275,-0.003966555,-0.0012844966
1940-08-16 00:00:00,1,-0.1399721,0.0006225109,0.0025067031
1940-08-16 00:00:00,2,-1.7271047,-0.0012700781,0.0028567612
1940-08-16 00:00:00,3,0.8734144,7.387996e-05,-0.006534651
1940-08-16 00:00:00,4,-0.65893525,0.00014211237,-0.0027160794
1940-08-16 00:00:00,5,-0.577796,-0.00086547434,0.0028514955
1940-09-15 12:00:00,0,-0.66512716,-0.0044888407,-0.0050697085
1940-09-15 12:00:00,1,-1.19163,-0.0012291968,-0.0003585592
1940-09-15 12:00:00,2,-0.36428726,-0.00014484674,-0.0012950227
1940-09-15 12:00:00,3,0.37540895,0.0001251772,-0.0063364655
1940-09-15 12:00:00,4,-0.0020342048,0.00038160384,-0.0023899823
1940-09-15 12:00:00,5,0.76702386,3.670156e-05,-0.0019882787
1940-10-16 00:00:00,0,-0.5237203,0.00096128136,-0.0011935269
1940-10-16 00:00:00,1,0.9274678,0.00069890916,0.003899783
1940-10-16 00:00:00,2,-0.012603847,0.0020562634,0.0047238544
1940-10-16 00:00:00,3,-2.2205403,-0.0011282265,-0.00620012
1940-10-16 00:00:00,4,0.1858182,-0.0008485764,-2.0682812e-05
1940-10-16 00:00:00,5,-0.63771504,-0.0028335005,-0.003202377
1940-11-15 12:00:00,0,-1.4330835,0.0006278381,-0.0011056748
1940-11-15 12:00:00,1,-0.1973026,-0.0016534925,0.0028554723
1940-11-15 12:00:00,2,-0.25390932,0.0021443889,0.0039956123
1940-11-15 12:00:00,3,0.3371675,0.00032352656,-0.0056650937
1940-11-15 12:00:00,4,-0.34256184,-0.0018537045,0.0010104626
1940-11-15 12:00:00,5,-0.46958387,-0.00331603,0.0011078902
1940-12-16 00:00:00,0,0.5696418,0.008322209,-0.0015457037
1940-12-16 00:00:00,1,-0.2713652,-0.004763812,-0.0002591759
1940-12-16 00:00:00,2,0.62382764,0.009068131,0.0033743754
1940-12-16 00:00:00,3,-0.577217,-0.0020881519,-0.008869052
1940-12-16 00:00:00,4,0.29000592,-0.007411644,-0.00036892295
1940-12-16 00:00:00,5,0.25978637,-0.010426998,-0.010018421
1941-01-16 00:00:00,0,0.33000493,0.0076940283,0.00077031646
1941-01-16 00:00:00,1,0.26442713,-0.00442715,0.00055503845
1941-01-16 00:00:00,2,2.7570908,0.008517727,0.0054931343
1941-01-16 00:00:00,3,0.69186395,-0.00465595,-0.0040813833
1941-01-16 00:00:00,4,0.8763138,-0.0059282035,0.004164368
1941-01-16 00:00:00,5,-0.7913797,-0.007674724,-0.008687099
1941-02-14 12:00:00,0,-0.010658091,0.0039461926,-0.0028299133
1941-02-14 12:00:00,1,0.7678331,-0.0034269243,-0.0031759664
1941-02-14 12:00:00,2,-0.6721079,0.0063618645,0.0010381117
1941-02-14 12:00:00,3,-0.2889623,-0.0038565248,-0.009201661
1941-02-14 12:00:00,4,2.0357907,-0.0039548874,-0.0033968985
1941-02-14 12:00:00,5,-0.04749026,-0.00839366,-0.0147634465
1941-03-16 00:00:00,0,-0.59304583,0.0009815916,-0.0030237434
1941-03-16 00:00:00,1,0.3036053,0.0005816519,0.0018043965
1941-03-16 00:00:00,2,-0.051934507,0.001147978,0.00018876046
1941-03-16 00:00:00,3,-1.375105,-0.0026888177,-0.005423829
1941-03-16 00:00:00,4,-1.0141635,-0.002028957,0.001785323
1941-03-16 00:00:00,5,-1.2334193,-0.002722025,-0.014982393
1941-04-15 12:00:00,0,-0.6587257,0.001775153,-0.0069198282
1941-04-15 12:00:00,1,1.691094,0.0011646599,0.0004195571
1941-04-15 12:00:00,2,0.25920546,0.002604492,0.00029131025
1941-04-15 12:00:00,3,1.1278449,-0.000520654,-0.0076803267
1941-04-15 12:00:00,4,0.039392408,-0.0005249828,-0.00021229684
1941-04-15 12:00:00,5,0.729171,-0.0037305504,-0.014190843
1941-05-16 00:00:00,0,-0.88629925,-0.001006186,-0.0052988166
1941-05-16 00:00:00,1,-0.17388573,-0.0005775541,0.0009886771
1941-05-16 00:00:00,2,-0.5381779,0.0028960705,0.0015446767
1941-05-16 00:00:00,3,2.321241,-0.001530692,-0.0049398392
1941-05-16 00:00:00,4,0.6730829,-0.001235649,-0.00068436563
1941-05-16 00:00:00,5,1.5465177,-0.0023505688,-0.0028236154
1941-06-15 12:00:00,0,0.44567382,-0.002496086,-0.002596813
1941-06-15 12:00:00,1,-1.1150964,6.7427754e-05,0.0014460087
1941-06-15 12:00:00,2,-0.018796094,-0.00022023916,0.002140738
1941-06-15 12:00:00,3,1.3767401,0.00030739605,-0.005547181
1941-06-15 12:00:00,4,1.733486,-0.0009101629,-0.00037625432
1941-06-15 12:00:00,5,1.3922051,-0.001778841,0.0008307509
1941-07-16 00:00:00,0,-0.77638555,-0.0031509325,-0.0022835943
1941-07-16 00:00:00,1,1.3912783,0.0010293871,0.0021713972
1941-07-16 00:00:00,2,-1.6295205,-0.001203619,0.0023774207
1941-07-16 00:00:00,3,0.83639264,6.279349e-05,-0.0066957176
1941-07-16 00:00:00,4,0.89998966,-0.00053070486,-0.0026423633
1941-07-16 00:00:00,5,0.6869955,-0.00023451447,0.0015555453
1941-08-16 00:00:00,0,0.11326115,-0.002951175,-0.005164003
1941-08-16 00:00:00,1,0.56599367,0.00017808378,-0.00086001307
1941-08-16 00:00:00,2,-1.2860725,0.00044942647,0.0011179596
1941-08-16 00:00:00,3,0.3777762,0.00022375584,-0.007466808
1941-08-16 00:00:00,4,-0.17070739,-2.6866794e-05,-0.003880158
1941-08-16 00:00:00,5,-0.42541414,-0.0009134263,0.00033080205
1941-09-15 12:00:00,0,1.6416843,-0.0040554553,-0.0012572461
1941-09-15 12:00:00,1,0.7908623,-1.2218952e-06,0.0023180246
1941-09-15 12:00:00,2,-0.28097168,-0.000856407,0.0029097944
1941-09-15 12:00:00,3,0.61445594,1.1913478e-05,-0.006322786
1941-09-15 12:00:00,4,0.78650105,0.00023320317,-0.0025898367
1941-09-15 12:00:00,5,-2.1983364,-0.0015762001,0.003140198
1941-10-16 00:00:00,0,1.4637343,-0.0010298267,-0.0028465886
1941-10-16 00:00:00,1,0.40563083,0.00014041364,0.001501359
1941-10-16 00:00:00,2,1.0949839,0.00050497055,0.0027103648
1941-10-16 00:00:00,3,0.71094614,0.00020939857,-0.006893605
1941-10-16 00:00:00,4,2.0287294,-0.001099363,-0.0017372221
1941-10-16 00:00:00,5,-0.6457178,-0.001315698,0.00017369725
1941-11-15 12:00:00,0,0.122279756,0.0019082204,-0.0002924751
1941-11-15 12:00:00,1,0.640766,-0.00073993206,0.0051628724
1941-11-15 12:00:00,2,1.1033704,0.00393562,0.0054384843
1941-11-15 12:00:00,3,-0.8863247,-0.0014731064,-0.004998639
1941-11-15 12:00:00,4,1.2551498,-0.002283156,0.0013608336
1941-11-15 12:00:00,5,0.032688994,-0.0041628033,-0.00082759
1941-12-16 00:00:00,0,-0.48484546,0.011577651,0.004229106
1941-12-16 00:00:00,1,0.048772506,-0.005777061,0.0056318045
1941-12-16 00:00:00,2,-0.5022947,0.0122475475,0.008869797
1941-12-16 00:00:00,3,0.122535825,-0.0031873137,-0.005916536
1941-12-16 00:00:00,4,-2.0314124,-0.0075190514,0.0047852397
1941-12-16 00:00:00,5,0.8406732,-0.011771753,-0.0057634804
1942-01-16 00:00:00,0,-0.8544038,0.008537114,0.004250528
1942-01-16 00:00:00,1,-0.060807243,-0.0048650727,0.007000245
1942-01-16 00:00:00,2,0.7346943,0.010187142,0.007474445
1942-01-16 00:00:00,3,-1.4606392,-0.002974689,-0.0031485856
1942-01-16 00:00:00,4,-1.0242841,-0.0067279786,0.00734666
