time,latent
1940-01-16 00:00:00,-0.4276072
1940-02-15 00:00:00,-0.0706093
1940-03-16 00:00:00,-0.27367637
1940-04-15 12:00:00,-0.82789856
1940-05-16 00:00:00,-0.8386809
1940-06-15 12:00:00,-0.8468514
1940-07-16 00:00:00,-0.937122
1940-08-16 00:00:00,-0.95387703
1940-09-15 12:00:00,-0.9239227
1940-10-16 00:00:00,-0.58993334
1940-11-15 12:00:00,-0.72736883
1940-12-16 00:00:00,-0.3667757
1941-01-16 00:00:00,-0.4487636
1941-02-14 12:00:00,-0.25252905
1941-03-16 00:00:00,-0.5406169
1941-04-15 12:00:00,-0.39762542
1941-05-16 00:00:00,-0.7386427
1941-06-15 12:00:00,-0.8901711
1941-07-16 00:00:00,-0.94333607
1941-08-16 00:00:00,-0.92701113
1941-09-15 12:00:00,-0.9240711
1941-10-16 00:00:00,-0.84283054
1941-11-15 12:00:00,-0.5738162
1941-12-16 00:00:00,-0.27001438
1942-01-16 00:00:00,-0.36633536
1942-02-14 12:00:00,-0.4129347
1942-03-16 00:00:00,-0.5699252
1942-04-15 12:00:00,-0.5315988
1942-05-16 00:00:00,-0.6039943
1942-06-15 12:00:00,-0.92076343
1942-07-16 00:00:00,-0.9512532
1942-08-16 00:00:00,-0.9434275
1942-09-15 12:00:00,-0.9503534
1942-10-16 00:00:00,-0.7587717
1942-11-15 12:00:00,0.120561
1942-12-16 00:00:00,-0.6755589
1943-01-16 00:00:00,0.052142736
1943-02-14 12:00:00,-0.6643728
1943-03-16 00:00:00,-0.55507755
1943-04-15 12:00:00,-0.64295304
1943-05-16 00:00:00,-0.936564
1943-06-15 12:00:00,-0.8654513
1943-07-16 00:00:00,-0.934963
1943-08-16 00:00:00,-0.95059603
1943-09-15 12:00:00,-0.9467698
1943-10-16 00:00:00,-0.7817701
1943-11-15 12:00:00,-0.84447944
1943-12-16 00:00:00,-0.6113776
1944-01-16 00:00:00,-0.5569659
1944-02-15 00:00:00,-0.42472082
1944-03-16 00:00:00,-0.38578328
1944-04-15 12:00:00,-0.6790296
1944-05-16 00:00:00,-0.8041069
1944-06-15 12:00:00,-0.87933636
1944-07-16 00:00:00,-0.942198
1944-08-16 00:00:00,-0.9516578
1944-09-15 12:00:00,-0.95010024
1944-10-16 00:00:00,-0.687267
1944-11-15 12:00:00,-0.40229955
1944-12-16 00:00:00,-0.56535757
1945-01-16 00:00:00,-0.7394841
1945-02-14 12:00:00,-0.2142072
1945-03-16 00:00:00,-0.53962463
1945-04-15 12:00:00,-0.7145793
1945-05-16 00:00:00,-0.73472255
1945-06-15 12:00:00,-0.9076121
1945-07-16 00:00:00,-0.94955605
1945-08-16 00:00:00,-0.94876564
1945-09-15 12:00:00,-0.94387054
1945-10-16 00:00:00,-0.38936386
1945-11-15 12:00:00,-0.6066925
1945-12-16 00:00:00,-0.24284229
1946-01-16 00:00:00,-0.6169289
1946-02-14 12:00:00,-0.64316916
1946-03-16 00:00:00,-0.436187
1946-04-15 12:00:00,-0.8798015
1946-05-16 00:00:00,-0.83225596
1946-06-15 12:00:00,-0.94896346
1946-07-16 00:00:00,-0.9637526
1946-08-16 00:00:00,-0.94995725
1946-09-15 12:00:00,-0.92684203
1946-10-16 00:00:00,-0.7465115
1946-11-15 12:00:00,-0.03787799
1946-12-16 00:00:00,-0.56473273
1947-01-16 00:00:00,-0.6177341
1947-02-14 12:00:00,-0.44585785
1947-03-16 00:00:00,-0.5258426
1947-04-15 12:00:00,-0.81752056
1947-05-16 00:00:00,-0.80640274
1947-06-15 12:00:00,-0.78319395
1947-07-16 00:00:00,-0.9525281
1947-08-16 00:00:00,-0.92693454
