time,latent
1940-01-16 00:00:00,-2.0550823
1940-02-15 00:00:00,-2.1379201
1940-03-16 00:00:00,-1.8438516
1940-04-15 12:00:00,1.5862014
1940-05-16 00:00:00,2.2315853
1940-06-15 12:00:00,2.1913192
1940-07-16 00:00:00,2.090486
1940-08-16 00:00:00,1.9945741
1940-09-15 12:00:00,1.3844767
1940-10-16 00:00:00,0.6810739
1940-11-15 12:00:00,2.0142658
1940-12-16 00:00:00,-2.2775173
1941-01-16 00:00:00,-1.8970764
1941-02-14 12:00:00,1.2538896
1941-03-16 00:00:00,1.4347926
1941-04-15 12:00:00,1.889509
1941-05-16 00:00:00,1.7658815
1941-06-15 12:00:00,2.3069072
1941-07-16 00:00:00,2.1622615
1941-08-16 00:00:00,1.3788772
1941-09-15 12:00:00,1.0027027
1941-10-16 00:00:00,1.0698817
1941-11-15 12:00:00,1.4871243
1941-12-16 00:00:00,-2.2467446
1942-01-16 00:00:00,-2.0297089
1942-02-14 12:00:00,-2.3182814
1942-03-16 00:00:00,0.7562208
1942-04-15 12:00:00,1.6914661
1942-05-16 00:00:00,1.3076377
1942-06-15 12:00:00,2.1035926
1942-07-16 00:00:00,0.23167074
1942-08-16 00:00:00,0.057093263
1942-09-15 12:00:00,0.019123197
1942-10-16 00:00:00,-0.043878615
1942-11-15 12:00:00,-1.8290563
1942-12-16 00:00:00,-0.4410205
1943-01-16 00:00:00,-4.1450157
1943-02-14 12:00:00,-1.0814478
1943-03-16 00:00:00,-1.6743058
1943-04-15 12:00:00,-0.14832997
1943-05-16 00:00:00,1.2808194
1943-06-15 12:00:00,2.013792
1943-07-16 00:00:00,0.80340147
1943-08-16 00:00:00,0.22990477
1943-09-15 12:00:00,0.11547196
1943-10-16 00:00:00,-0.6408924
1943-11-15 12:00:00,-0.1597746
1943-12-16 00:00:00,-0.71151006
1944-01-16 00:00:00,-0.5515972
1944-02-15 00:00:00,-0.82767093
1944-03-16 00:00:00,1.1307353
1944-04-15 12:00:00,1.3005111
1944-05-16 00:00:00,2.0117967
1944-06-15 12:00:00,2.1418364
1944-07-16 00:00:00,0.56119823
1944-08-16 00:00:00,0.37323982
1944-09-15 12:00:00,0.103740156
1944-10-16 00:00:00,0.051170617
1944-11-15 12:00:00,-1.4159998
1944-12-16 00:00:00,-1.1260076
1945-01-16 00:00:00,-0.11621654
1945-02-14 12:00:00,-0.6063575
1945-03-16 00:00:00,-1.0070677
1945-04-15 12:00:00,0.5291765
1945-05-16 00:00:00,0.7608943
1945-06-15 12:00:00,1.7297165
1945-07-16 00:00:00,0.7246928
1945-08-16 00:00:00,0.1333732
1945-09-15 12:00:00,0.11748761
1945-10-16 00:00:00,-0.9944218
1945-11-15 12:00:00,-0.54479384
1945-12-16 00:00:00,-4.3009105
1946-01-16 00:00:00,-0.41021132
1946-02-14 12:00:00,-0.1734795
1946-03-16 00:00:00,-1.3356378
1946-04-15 12:00:00,0.35002035
1946-05-16 00:00:00,1.9409473
1946-06-15 12:00:00,2.1046875
1946-07-16 00:00:00,0.95793104
1946-08-16 00:00:00,0.24986488
1946-09-15 12:00:00,0.073639095
1946-10-16 00:00:00,0.69132054
1946-11-15 12:00:00,-3.1483908
1946-12-16 00:00:00,-1.1013188
1947-01-16 00:00:00,0.75040233
1947-02-14 12:00:00,0.7260468
1947-03-16 00:00:00,0.33600223
1947-04-15 12:00:00,1.1739383
1947-05-16 00:00:00,0.9211639
1947-06-15 12:00:00,0.8846327
1947-07-16 00:00:00,0.59470963
1947-08-16 00:00:00,0.68217134
1947-09-15 12:00:00,0.2555865
1947-10-16 00:00:00,-0.41834638
1947-11-15 12:00:00,0.00093510747
1947-12-16 00:00:00,-0.38381457
1948-01-16 00:00:00,-0.71747494
1948-02-15 00:00:00,0.962818
1948-03-16 00:00:00,1.0769143
1948-04-15 12:00:00,-1.8344036
1948-05-16 00:00:00,1.7410967
1948-06-15 12:00:00,1.24721
1948-07-16 00:00:00,0.5978854
1948-08-16 00:00:00,0.3905326
1948-09-15 12:00:00,0.41906202
1948-10-16 00:00:00,-0.0053449273
1948-11-15 12:00:00,-0.29691976
1948-12-16 00:00:00,-0.5861596
1949-01-16 00:00:00,-0.5574298
1949-02-14 12:00:00,-1.7427222
1949-03-16 00:00:00,-1.5723448
1949-04-15 12:00:00,1.790514
1949-05-16 00:00:00,1.6272166
1949-06-15 12:00:00,2.3195262
1949-07-16 00:00:00,0.7156794
1949-08-16 00:00:00,0.36318398
1949-09-15 12:00:00,0.028937489
1949-10-16 00:00:00,-0.007601589
1949-11-15 12:00:00,-0.47232598
1949-12-16 00:00:00,-1.0723541
1950-01-16 00:00:00,-0.9871723
1950-02-14 12:00:00,-0.68428093
1950-03-16 00:00:00,-1.0492733
1950-04-15 12:00:00,-0.5954015
1950-05-16 00:00:00,0.85042274
1950-06-15 12:00:00,1.0052866
1950-07-16 00:00:00,0.28093523
1950-08-16 00:00:00,0.028023392
1950-09-15 12:00:00,-0.2654271
