time,latent_dim,latent
1940-01-16 00:00:00,0,-0.15941705
1940-01-16 00:00:00,1,0.054659374
1940-02-15 00:00:00,0,-0.00928887
1940-02-15 00:00:00,1,-0.18060441
1940-03-16 00:00:00,0,-0.29386777
1940-03-16 00:00:00,1,0.16342211
1940-04-15 12:00:00,0,-0.581872
1940-04-15 12:00:00,1,-0.16094345
1940-05-16 00:00:00,0,-0.6246561
1940-05-16 00:00:00,1,0.07668074
1940-06-15 12:00:00,0,-0.63337106
1940-06-15 12:00:00,1,0.04948633
1940-07-16 00:00:00,0,-0.6621234
1940-07-16 00:00:00,1,0.22356814
1940-08-16 00:00:00,0,-0.6631803
1940-08-16 00:00:00,1,0.20845035
1940-09-15 12:00:00,0,-0.613788
1940-09-15 12:00:00,1,-0.050435584
1940-10-16 00:00:00,0,-0.5600585
1940-10-16 00:00:00,1,0.16326693
1940-11-15 12:00:00,0,-0.60502726
1940-11-15 12:00:00,1,0.16549164
1940-12-16 00:00:00,0,-0.09281178
1940-12-16 00:00:00,1,-0.14205042
1941-01-16 00:00:00,0,-0.2416066
1941-01-16 00:00:00,1,-0.05917241
1941-02-14 12:00:00,0,-0.086471796
1941-02-14 12:00:00,1,-0.24006438
1941-03-16 00:00:00,0,-0.37302166
1941-03-16 00:00:00,1,-0.22420895
1941-04-15 12:00:00,0,-0.4192402
1941-04-15 12:00:00,1,-0.23733753
1941-05-16 00:00:00,0,-0.5378704
1941-05-16 00:00:00,1,-0.10200835
1941-06-15 12:00:00,0,-0.6311154
1941-06-15 12:00:00,1,0.08369086
1941-07-16 00:00:00,0,-0.6533518
1941-07-16 00:00:00,1,0.105625756
1941-08-16 00:00:00,0,-0.63801557
1941-08-16 00:00:00,1,0.05262295
1941-09-15 12:00:00,0,-0.6582791
1941-09-15 12:00:00,1,0.19808808
1941-10-16 00:00:00,0,-0.6248909
1941-10-16 00:00:00,1,0.09734943
1941-11-15 12:00:00,0,-0.5440225
1941-11-15 12:00:00,1,0.26870665
1941-12-16 00:00:00,0,-0.117859736
1941-12-16 00:00:00,1,0.17477989
1942-01-16 00:00:00,0,-0.30642176
1942-01-16 00:00:00,1,0.23080972
1942-02-14 12:00:00,0,-0.35139227
1942-02-14 12:00:00,1,0.1080436
1942-03-16 00:00:00,0,-0.5427543
1942-03-16 00:00:00,1,0.26640713
1942-04-15 12:00:00,0,-0.39186174
1942-04-15 12:00:00,1,-0.08633552
1942-05-16 00:00:00,0,-0.53068596
1942-05-16 00:00:00,1,-0.07707549
1942-06-15 12:00:00,0,-0.65078115
1942-06-15 12:00:00,1,0.13691452
1942-07-16 00:00:00,0,-0.6635136
1942-07-16 00:00:00,1,0.19605806
1942-08-16 00:00:00,0,-0.66399556
1942-08-16 00:00:00,1,0.2448585
1942-09-15 12:00:00,0,-0.66448545
1942-09-15 12:00:00,1,0.20630181
1942-10-16 00:00:00,0,-0.632494
1942-10-16 00:00:00,1,0.09558027
1942-11-15 12:00:00,0,-0.2796297
1942-11-15 12:00:00,1,0.48974138
1942-12-16 00:00:00,0,-0.5745232
1942-12-16 00:00:00,1,0.35403162
1943-01-16 00:00:00,0,-0.20655051
1943-01-16 00:00:00,1,0.6221071
1943-02-14 12:00:00,0,-0.5255035
1943-02-14 12:00:00,1,0.18553102
1943-03-16 00:00:00,0,-0.3947472
1943-03-16 00:00:00,1,0.17611578
1943-04-15 12:00:00,0,-0.5532013
1943-04-15 12:00:00,1,0.027161948
