Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Gamma,KS Test,0.08381970079640388,p_val,0.9492198419637914
signal,Gamma,KS Test,0.12815954648457575,p_val,0.7195968558886032
intensity,Gamma,KS Test,0.17818784046403058,p_val,0.3190652788000389
duration,Gamma,Chi-Squared Test,36.666024560330996,p_val,6.987400079671815e-07
frequency,Poisson,Chi-Squared Test,3.3141356835200675,p_val,0.34568006166120746
Forecast_Model,"ARIMA((2, 0, 2))",AIC,168.73996827915937,BIC,183.4660520566804
