Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Gamma,KS Test,0.0465534797952295,p_val,0.9970131946440013
signal,Gamma,KS Test,0.10283931248217545,p_val,0.4574277022602795
intensity,Gamma,KS Test,0.1433653860734841,p_val,0.12009940471023967
duration,Gamma,Chi-Squared Test,50.12950424845677,p_val,1.3623421237475424e-08
frequency,Poisson,Chi-Squared Test,25.853565157727544,p_val,9.52643805133774e-05
Forecast_Model,"ARIMA((2, 0, 2))",AIC,168.73996827915937,BIC,183.4660520566804
