Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Gamma,KS Test,0.06843409383325971,p_val,0.9606900998881536
signal,Gamma,KS Test,0.11296696075332258,p_val,0.575026617904097
intensity,Gamma,KS Test,0.10746101224811888,p_val,0.6371213415044583
duration,Gamma,Chi-Squared Test,49.964469781121075,p_val,4.7788027546142055e-09
frequency,Poisson,Chi-Squared Test,11.981597325102886,p_val,0.007446466887446323
Forecast_Model,"ARIMA((2, 0, 2))",AIC,168.73996827915937,BIC,183.4660520566804
