Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.41552549649412895,p_val,1.8543437754358622e-11
signal,Expon,KS Test,0.41507649739797897,p_val,1.3707954948746098e-11
intensity,Expon,KS Test,0.42047669836520873,p_val,6.804012711775686e-12
duration,Expon,Chi-Squared Test,13.549537907474477,p_val,0.0597984070381503
frequency,Poisson,Chi-Squared Test,46.52855867001391,p_val,2.3232378820724386e-08
Forecast_Model,"ARIMA((2, 0, 1))",AIC,-1674.589798737694,BIC,-1659.060071368191
