sim,year,storm_index,unique_storm_id,signal,Frequency,Intensity,Duration,storm_day,daily_flow
0,2010,1,0_2010_1,0.004845868207339424,2.0,25456.677007395938,4,1,25456.677007395938
0,2010,1,0_2010_1,0.004845868207339424,2.0,25456.677007395938,4,2,25360.25020054974
0,2010,1,0_2010_1,0.004845868207339424,2.0,25456.677007395938,4,3,25070.96978001115
0,2010,1,0_2010_1,0.004845868207339424,2.0,25456.677007395938,4,4,24685.262552626366
0,2010,2,0_2010_2,0.004845868207339424,2.0,31491.532102046986,2,1,31491.532102046986
0,2010,2,0_2010_2,0.004845868207339424,2.0,31491.532102046986,2,2,25461.238720803944
0,2011,0,0_2011_0,0.00795837509705168,0.0,0.0,0,0,0
0,2012,0,0_2012_0,0.006701771779377906,0.0,0.0,0,0,0
0,2013,1,0_2013_1,0.00410779165440036,1.0,46843.33105625013,4,2,46843.33105625013
0,2013,1,0_2013_1,0.00410779165440036,1.0,46843.33105625013,4,3,29642.053662965864
0,2013,1,0_2013_1,0.00410779165440036,1.0,46843.33105625013,4,4,17455.17078654307
0,2013,1,0_2013_1,0.00410779165440036,1.0,46843.33105625013,4,1,24373.765752845597
0,2014,1,0_2014_1,0.004364009357653631,2.0,41514.39596486662,3,1,40082.86506952639
0,2014,1,0_2014_1,0.004364009357653631,2.0,41514.39596486662,3,2,41514.39596486662
0,2014,1,0_2014_1,0.004364009357653631,2.0,41514.39596486662,3,3,36438.96824502399
0,2014,2,0_2014_2,0.004364009357653631,2.0,69179.18376188962,6,5,49951.73154153635
0,2014,2,0_2014_2,0.004364009357653631,2.0,69179.18376188962,6,6,49357.068070803776
0,2014,2,0_2014_2,0.004364009357653631,2.0,69179.18376188962,6,3,64223.654839118164
0,2014,2,0_2014_2,0.004364009357653631,2.0,69179.18376188962,6,2,69179.18376188962
0,2014,2,0_2014_2,0.004364009357653631,2.0,69179.18376188962,6,1,68980.96260497876
0,2014,2,0_2014_2,0.004364009357653631,2.0,69179.18376188962,6,4,54907.26046430781
0,2015,0,0_2015_0,0.007670347368210624,0.0,0.0,0,0,0
0,2016,0,0_2016_0,0.007562927574555226,0.0,0.0,0,0,0
0,2017,1,0_2017_1,0.005750774223635499,1.0,18000.60034127807,1,1,18000.60034127807
0,2018,1,0_2018_1,0.0034839915447059068,1.0,49808.35165509101,4,2,49808.35165509101
0,2018,1,0_2018_1,0.0034839915447059068,1.0,49808.35165509101,4,4,27003.378387721757
0,2018,1,0_2018_1,0.0034839915447059068,1.0,49808.35165509101,4,3,43129.07078180295
0,2018,1,0_2018_1,0.0034839915447059068,1.0,49808.35165509101,4,1,33778.07755919965
0,2019,1,0_2019_1,0.004792451122742899,2.0,21669.10235758454,2,2,16457.546094368005
0,2019,1,0_2019_1,0.004792451122742899,2.0,21669.10235758454,2,1,21669.10235758454
0,2019,2,0_2019_2,0.004792451122742899,2.0,123539.76882357408,6,2,113224.32092975677
0,2019,2,0_2019_2,0.004792451122742899,2.0,123539.76882357408,6,3,123539.76882357408
0,2019,2,0_2019_2,0.004792451122742899,2.0,123539.76882357408,6,4,105364.9320582769
0,2019,2,0_2019_2,0.004792451122742899,2.0,123539.76882357408,6,5,69506.47033215003
0,2019,2,0_2019_2,0.004792451122742899,2.0,123539.76882357408,6,6,60419.051949501445
0,2019,2,0_2019_2,0.004792451122742899,2.0,123539.76882357408,6,1,87926.91299968095
0,2020,0,0_2020_0,0.006190131371053292,0.0,0.0,0,0,0
0,2021,1,0_2021_1,0.006933919054335497,1.0,123976.64844307363,3,1,118989.08212639825
0,2021,1,0_2021_1,0.006933919054335497,1.0,123976.64844307363,3,3,96545.03370135906
0,2021,1,0_2021_1,0.006933919054335497,1.0,123976.64844307363,3,2,123976.64844307363
0,2022,1,0_2022_1,0.005716317940923528,1.0,43008.57161297556,2,2,36499.85602762911
0,2022,1,0_2022_1,0.005716317940923528,1.0,43008.57161297556,2,1,43008.57161297556
0,2023,1,0_2023_1,0.00435159120454244,1.0,25209.89377608969,3,2,19844.8591738555
0,2023,1,0_2023_1,0.00435159120454244,1.0,25209.89377608969,3,3,14479.824571621311
0,2023,1,0_2023_1,0.00435159120454244,1.0,25209.89377608969,3,1,25209.89377608969
0,2024,1,0_2024_1,0.0037201303190020933,1.0,40042.51993085996,2,1,40042.51993085996
0,2024,1,0_2024_1,0.0037201303190020933,1.0,40042.51993085996,2,2,30773.41809501275
100,2010,1,100_2010_1,0.005430457257739955,1.0,104728.60823870462,4,1,93161.19663989282
100,2010,1,100_2010_1,0.005430457257739955,1.0,104728.60823870462,4,2,104728.60823870462
100,2010,1,100_2010_1,0.005430457257739955,1.0,104728.60823870462,4,3,56966.39260490109
100,2010,1,100_2010_1,0.005430457257739955,1.0,104728.60823870462,4,4,32836.52324823993
100,2011,0,100_2011_0,0.0073250816742770975,0.0,0.0,0,0,0
100,2012,0,100_2012_0,0.007364075329777844,0.0,0.0,0,0,0
100,2013,0,100_2013_0,0.006744780841079035,0.0,0.0,0,0,0
100,2014,1,100_2014_1,0.00951618087863223,1.0,22715.177855283164,2,1,22715.177855283164
100,2014,1,100_2014_1,0.00951618087863223,1.0,22715.177855283164,2,2,17457.034833226877
100,2015,1,100_2015_1,0.005687662981959388,1.0,69745.29751058535,7,3,58490.55512501413
100,2015,1,100_2015_1,0.005687662981959388,1.0,69745.29751058535,7,4,45871.601541191834
100,2015,1,100_2015_1,0.005687662981959388,1.0,69745.29751058535,7,5,45360.02234184769
100,2015,1,100_2015_1,0.005687662981959388,1.0,69745.29751058535,7,6,45530.54874162906
100,2015,1,100_2015_1,0.005687662981959388,1.0,69745.29751058535,7,7,41437.915146875894
100,2015,1,100_2015_1,0.005687662981959388,1.0,69745.29751058535,7,1,57126.34392676307
100,2015,1,100_2015_1,0.005687662981959388,1.0,69745.29751058535,7,2,69745.29751058535
100,2016,1,100_2016_1,0.004223238442257503,1.0,38383.22027408092,2,1,38383.22027408092
100,2016,1,100_2016_1,0.004223238442257503,1.0,38383.22027408092,2,2,38383.22027408092
100,2017,1,100_2017_1,0.005587848325745632,1.0,85313.00400395559,6,6,41723.65603374369
100,2017,1,100_2017_1,0.005587848325745632,1.0,85313.00400395559,6,4,72761.98552226034
100,2017,1,100_2017_1,0.005587848325745632,1.0,85313.00400395559,6,5,47999.165274591316
100,2017,1,100_2017_1,0.005587848325745632,1.0,85313.00400395559,6,3,85313.00400395559
100,2017,1,100_2017_1,0.005587848325745632,1.0,85313.00400395559,6,2,78189.45297380423
100,2017,1,100_2017_1,0.005587848325745632,1.0,85313.00400395559,6,1,60719.79211414732
100,2018,1,100_2018_1,0.010103422557790318,1.0,9617.953197160188,1,1,9617.953197160188
100,2019,1,100_2019_1,0.006989865282713181,1.0,8004.076390309589,1,1,8004.076390309589
100,2020,0,100_2020_0,0.004780467581927248,0.0,0.0,0,0,0
100,2021,0,100_2021_0,0.007396947794109216,0.0,0.0,0,0,0
100,2022,1,100_2022_1,0.007374013328349964,1.0,20696.6523395625,2,1,20696.6523395625
100,2022,1,100_2022_1,0.007374013328349964,1.0,20696.6523395625,2,2,15718.976460427217
100,2023,0,100_2023_0,0.006811304096389922,0.0,0.0,0,0,0
100,2024,0,100_2024_0,0.006675607860395318,0.0,0.0,0,0,0
101,2011,1,101_2011_1,0.005534224313634321,1.0,50834.56287714638,3,1,50834.56287714638
101,2011,1,101_2011_1,0.005534224313634321,1.0,50834.56287714638,3,2,40016.22340901226
101,2011,1,101_2011_1,0.005534224313634321,1.0,50834.56287714638,3,3,29197.88394087813
101,2012,1,101_2012_1,0.00711591438415307,1.0,4021.201160839266,1,1,4021.201160839266
101,2013,1,101_2013_1,0.009699418346050205,1.0,72048.99839741811,3,1,69564.55017681749
101,2013,1,101_2013_1,0.009699418346050205,1.0,72048.99839741811,3,2,72048.99839741811
101,2013,1,101_2013_1,0.009699418346050205,1.0,72048.99839741811,3,3,63240.50016074317
101,2014,0,101_2014_0,0.006734436199515447,0.0,0.0,0,0,0
101,2015,0,101_2015_0,0.005831732804680566,0.0,0.0,0,0,0
101,2016,1,101_2016_1,0.006092433292078892,1.0,90214.221890302,7,1,75725.27110185956
101,2016,1,101_2016_1,0.006092433292078892,1.0,90214.221890302,7,2,79552.54112144813
101,2016,1,101_2016_1,0.006092433292078892,1.0,90214.221890302,7,4,90214.221890302
