Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.42173260437020116,p_val,1.3071193443312022e-12
signal,Expon,KS Test,0.4178717811630608,p_val,4.610223734675278e-12
intensity,Expon,KS Test,0.42359915683480676,p_val,2.1341224815272023e-12
duration,Expon,Chi-Squared Test,10.768096212629553,p_val,0.1490593051123033
frequency,Poisson,Chi-Squared Test,51.79447798228178,p_val,2.050960536215108e-09
Forecast_Model,"ARIMA((2, 0, 1))",AIC,-1674.589798737694,BIC,-1659.060071368191
