time,latent,alpha,beta,lambda
1940-01-16 00:00:00,0.22272886,1.2908906,5.4579268,0.23651665
1940-02-15 00:00:00,0.24025129,1.2438971,5.6655455,0.21955469
1940-03-16 00:00:00,0.33830795,1.3624536,5.1331835,0.2654208
1940-04-15 12:00:00,0.7937481,1.7915411,2.2420328,0.79907
1940-05-16 00:00:00,0.71565944,1.8655895,1.6220397,1.1501503
1940-06-15 12:00:00,1.4299599,1.8939097,1.4296463,1.32474
1940-07-16 00:00:00,3.2531734,1.981741,0.9874542,2.0069194
1940-08-16 00:00:00,3.7140863,1.992767,0.9714455,2.051342
1940-09-15 12:00:00,1.4834678,1.8582869,1.5016009,1.2375371
1940-10-16 00:00:00,0.7449868,1.7203656,2.9414036,0.58487916
1940-11-15 12:00:00,0.2745629,1.7908422,2.157123,0.83019936
1940-12-16 00:00:00,0.11239427,1.2593046,5.597904,0.22496001
1941-01-16 00:00:00,0.17298461,1.3306612,5.2854004,0.25176167
1941-02-14 12:00:00,0.024330819,1.2637724,5.5848856,0.22628438
1941-03-16 00:00:00,0.20113336,1.4436971,4.809833,0.30015534
1941-04-15 12:00:00,0.6872559,1.536057,4.294826,0.3576529
1941-05-16 00:00:00,0.8803039,1.7000738,3.0488656,0.55760866
1941-06-15 12:00:00,0.66888005,1.8810678,1.3280808,1.4163805
1941-07-16 00:00:00,1.1308379,1.9623737,1.0295775,1.9059991
1941-08-16 00:00:00,0.32783183,1.912332,1.2111024,1.5790012
1941-09-15 12:00:00,3.5679245,1.9781083,1.0251759,1.9295306
1941-10-16 00:00:00,0.8896537,1.8425848,1.7682693,1.0420272
1941-11-15 12:00:00,0.14017573,1.6778978,3.2644546,0.5139902
1941-12-16 00:00:00,0.061970297,1.2800062,5.498591,0.23278803
1942-01-16 00:00:00,0.07174253,1.3642843,5.122479,0.26633283
1942-02-14 12:00:00,0.6148407,1.409499,4.931229,0.28583118
1942-03-16 00:00:00,0.77977306,1.6824235,3.211832,0.5238205
1942-04-15 12:00:00,0.19013204,1.4918782,4.5037966,0.331249
1942-05-16 00:00:00,0.24419446,1.6803741,3.1312203,0.5366515
1942-06-15 12:00:00,3.1618161,1.9539492,1.0804503,1.8084582
1942-07-16 00:00:00,0.55590874,1.9970582,0.9676692,2.063782
1942-08-16 00:00:00,1.282941,1.9940355,0.9923469,2.0094137
1942-09-15 12:00:00,1.5388453,2.0017762,0.9336586,2.144013
1942-10-16 00:00:00,1.5046748,1.899092,1.4415714,1.3173763
1942-11-15 12:00:00,0.22838718,1.3646352,5.098418,0.26765856
1942-12-16 00:00:00,0.8425766,1.7082119,2.796112,0.610924
1943-01-16 00:00:00,0.3409121,1.2970849,5.418758,0.23936942
1943-02-14 12:00:00,0.5149342,1.6632242,3.3388667,0.49814034
1943-03-16 00:00:00,0.061028466,1.4928147,4.475186,0.33357602
1943-04-15 12:00:00,0.99724907,1.7189215,2.9571443,0.58127755
1943-05-16 00:00:00,1.5721928,1.9676775,1.045834,1.8814435
1943-06-15 12:00:00,1.900783,1.9078913,1.2747576,1.4966698
1943-07-16 00:00:00,0.6583721,1.9790552,1.0012498,1.9765848
