time,latent
1940-01-16 00:00:00,0.6767001
1940-02-15 00:00:00,0.5307108
1940-03-16 00:00:00,0.78188735
1940-04-15 12:00:00,1.0392523
1940-05-16 00:00:00,1.067951
1940-06-15 12:00:00,1.0778512
1940-07-16 00:00:00,1.0946571
1940-08-16 00:00:00,1.0975368
1940-09-15 12:00:00,1.0680696
1940-10-16 00:00:00,1.0057725
1940-11-15 12:00:00,1.041316
1940-12-16 00:00:00,0.60670453
1941-01-16 00:00:00,0.7431696
1941-02-14 12:00:00,0.61735135
1941-03-16 00:00:00,0.85949636
1941-04-15 12:00:00,0.9052806
1941-05-16 00:00:00,0.99806195
1941-06-15 12:00:00,1.0708688
1941-07-16 00:00:00,1.0929965
1941-08-16 00:00:00,1.0799301
1941-09-15 12:00:00,1.0951964
1941-10-16 00:00:00,1.063972
1941-11-15 12:00:00,0.98879987
1941-12-16 00:00:00,0.630111
1942-01-16 00:00:00,0.77908725
1942-02-14 12:00:00,0.82439953
1942-03-16 00:00:00,0.9867396
1942-04-15 12:00:00,0.86533314
1942-05-16 00:00:00,0.99069095
1942-06-15 12:00:00,1.0908891
1942-07-16 00:00:00,1.0984389
1942-08-16 00:00:00,1.0963191
1942-09-15 12:00:00,1.1002479
1942-10-16 00:00:00,1.0718571
1942-11-15 12:00:00,0.75399977
1942-12-16 00:00:00,1.0056037
1943-01-16 00:00:00,0.6677937
1943-02-14 12:00:00,0.9773532
1943-03-16 00:00:00,0.86061287
1943-04-15 12:00:00,1.0024464
1943-05-16 00:00:00,1.091817
1943-06-15 12:00:00,1.0774844
1943-07-16 00:00:00,1.0928829
1943-08-16 00:00:00,1.0995789
1943-09-15 12:00:00,1.0999382
1943-10-16 00:00:00,1.0342631
1943-11-15 12:00:00,1.0697293
1943-12-16 00:00:00,0.95524997
1944-01-16 00:00:00,0.91826844
1944-02-15 00:00:00,0.7849115
1944-03-16 00:00:00,0.967086
1944-04-15 12:00:00,0.9799041
1944-05-16 00:00:00,1.0526667
1944-06-15 12:00:00,1.071377
1944-07-16 00:00:00,1.0969443
1944-08-16 00:00:00,1.1001469
1944-09-15 12:00:00,1.09671
1944-10-16 00:00:00,1.0338583
1944-11-15 12:00:00,0.8341969
1944-12-16 00:00:00,0.9240568
1945-01-16 00:00:00,1.0600613
1945-02-14 12:00:00,0.82729703
1945-03-16 00:00:00,0.8217862
1945-04-15 12:00:00,1.0552331
1945-05-16 00:00:00,1.0221624
1945-06-15 12:00:00,1.0826114
1945-07-16 00:00:00,1.0996934
1945-08-16 00:00:00,1.0971406
1945-09-15 12:00:00,1.0968591
1945-10-16 00:00:00,0.9416328
1945-11-15 12:00:00,0.9147569
1945-12-16 00:00:00,0.7358685
1946-01-16 00:00:00,1.0019456
1946-02-14 12:00:00,0.9911568
1946-03-16 00:00:00,0.8803037
1946-04-15 12:00:00,1.078963
1946-05-16 00:00:00,1.0679723
1946-06-15 12:00:00,1.0991689
1946-07-16 00:00:00,1.0934974
1946-08-16 00:00:00,1.0973113
1946-09-15 12:00:00,1.0971655
1946-10-16 00:00:00,1.0495398
1946-11-15 12:00:00,0.809098
1946-12-16 00:00:00,0.94531107
1947-01-16 00:00:00,1.0269542
1947-02-14 12:00:00,0.92920524
1947-03-16 00:00:00,0.8833088
1947-04-15 12:00:00,1.0443882
1947-05-16 00:00:00,1.057287
1947-06-15 12:00:00,1.0371276
1947-07-16 00:00:00,1.0987465
1947-08-16 00:00:00,1.0895584
1947-09-15 12:00:00,1.0916209
1947-10-16 00:00:00,0.9382201
1947-11-15 12:00:00,1.0402892
1947-12-16 00:00:00,1.000292
1948-01-16 00:00:00,0.9653012
1948-02-15 00:00:00,0.9752542
1948-03-16 00:00:00,0.7770983
1948-04-15 12:00:00,0.7152399
1948-05-16 00:00:00,0.98196644
1948-06-15 12:00:00,1.068238
1948-07-16 00:00:00,1.0971392
1948-08-16 00:00:00,1.0983158
1948-09-15 12:00:00,1.0911293
1948-10-16 00:00:00,1.0639734
1948-11-15 12:00:00,1.0097425
1948-12-16 00:00:00,0.8012904
1949-01-16 00:00:00,0.97585946
1949-02-14 12:00:00,0.90101933
1949-03-16 00:00:00,0.6971393
1949-04-15 12:00:00,1.0566865
1949-05-16 00:00:00,1.0038626
1949-06-15 12:00:00,1.096789
1949-07-16 00:00:00,1.0981177
1949-08-16 00:00:00,1.0959722
1949-09-15 12:00:00,1.0920025
1949-10-16 00:00:00,1.0849161
1949-11-15 12:00:00,0.97460175
