time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,1.0183228,0.99988663,1.9981127,0.50041556
1940-01-16 00:00:00,1,0.77332956,1.0013599,1.9996277,0.5007732
1940-01-16 00:00:00,2,0.03172993,0.99988514,1.9975259,0.5005618
1940-01-16 00:00:00,3,0.19078122,1.0016887,1.999718,0.500915
1940-01-16 00:00:00,4,0.4294709,0.99698585,1.9926703,0.5003266
1940-01-16 00:00:00,5,0.31145215,0.99919295,2.004602,0.49844956
1940-01-16 00:00:00,6,1.4897337,1.0003986,2.001118,0.4999199
1940-01-16 00:00:00,7,0.39344913,0.9956796,2.0025587,0.4972037
1940-01-16 00:00:00,8,0.24763621,0.99961686,2.0070462,0.49805373
1940-01-16 00:00:00,9,0.6651801,0.9942563,2.0023706,0.49653962
1940-01-16 00:00:00,10,1.8219042,0.99924713,2.0024474,0.49901295
1940-01-16 00:00:00,11,0.9213403,1.0034488,2.0019305,0.5012406
1940-01-16 00:00:00,12,0.12360468,0.99965286,1.9983587,0.5002369
1940-01-16 00:00:00,13,0.7614096,0.99724346,2.0022297,0.49806646
1940-02-15 00:00:00,0,0.18449114,0.9994332,1.9985224,0.50008607
1940-02-15 00:00:00,1,0.5367962,1.0015291,2.002021,0.50025904
1940-02-15 00:00:00,2,0.37871313,0.99978316,1.9983814,0.5002965
1940-02-15 00:00:00,3,0.56084114,1.0018795,2.000612,0.5007865
1940-02-15 00:00:00,4,0.022653688,0.9967776,1.9940518,0.4998755
1940-02-15 00:00:00,5,0.040360898,0.99936974,2.0039115,0.49870953
1940-02-15 00:00:00,6,2.8752987,1.0003057,2.0015094,0.49977565
1940-02-15 00:00:00,7,0.9938698,0.99677926,2.0029418,0.49765763
1940-02-15 00:00:00,8,0.050797213,1.0001037,2.006104,0.49853036
1940-02-15 00:00:00,9,1.2595029,0.9937077,2.0023794,0.49626344
1940-02-15 00:00:00,10,1.1410841,1.0003468,2.0024703,0.49955636
1940-02-15 00:00:00,11,0.7098384,1.0028244,2.0025194,0.50078136
1940-02-15 00:00:00,12,2.2900648,0.99996454,1.9981953,0.50043386
1940-02-15 00:00:00,13,0.122888885,0.9967337,2.003854,0.49740836
1940-03-16 00:00:00,0,0.585116,1.0002124,1.9976865,0.5006854
1940-03-16 00:00:00,1,1.0513177,1.0010887,1.9981488,0.5010081
1940-03-16 00:00:00,2,1.3336904,0.99953735,1.9974868,0.50039744
1940-03-16 00:00:00,3,0.3515843,1.0015764,1.9992894,0.5009662
1940-03-16 00:00:00,4,1.8764381,0.99709946,1.9923059,0.5004751
1940-03-16 00:00:00,5,0.65181005,0.9992265,2.0045516,0.4984788
1940-03-16 00:00:00,6,1.3473258,1.0002092,2.0008202,0.4998996
1940-03-16 00:00:00,7,0.34123138,0.9953123,2.0020895,0.49713674
1940-03-16 00:00:00,8,0.003347089,0.9992294,2.0072381,0.49781308
1940-03-16 00:00:00,9,0.033763967,0.99447167,2.0020812,0.49671897
1940-03-16 00:00:00,10,0.12981594,0.9985033,2.0021744,0.49870947
1940-03-16 00:00:00,11,0.19792248,1.0035622,2.0015354,0.5013962
1940-03-16 00:00:00,12,0.7136833,0.9995095,1.9984579,0.50014037
1940-03-16 00:00:00,13,1.0430572,0.9973994,2.0015247,0.4983198
1940-04-15 12:00:00,0,0.39766297,1.0012484,2.0014288,0.5002668
1940-04-15 12:00:00,1,0.25596064,1.0010691,2.0010648,0.5002682
1940-04-15 12:00:00,2,2.3119423,1.0011642,1.9992892,0.5007601
1940-04-15 12:00:00,3,0.42585802,1.002082,2.0016534,0.5006271
1940-04-15 12:00:00,4,0.14619741,0.9986075,1.9973328,0.49997053
1940-04-15 12:00:00,5,0.023403278,1.0007257,2.0085335,0.498237
1940-04-15 12:00:00,6,0.6583929,1.0022786,2.006805,0.49943995
1940-04-15 12:00:00,7,0.011747108,0.99724835,2.006064,0.49711692
1940-04-15 12:00:00,8,0.24646617,1.0008835,2.012028,0.49745008
1940-04-15 12:00:00,9,1.0918791,0.9957036,2.0040731,0.49683994
1940-04-15 12:00:00,10,2.2066145,1.0011879,2.0048048,0.4993942
1940-04-15 12:00:00,11,0.07359781,1.0034707,2.0030568,0.50096965
1940-04-15 12:00:00,12,0.68394744,0.99926066,2.003275,0.49881354
1940-04-15 12:00:00,13,1.8382589,0.99974024,2.0041513,0.4988347
1940-05-16 00:00:00,0,0.11846446,1.0032057,2.0109432,0.4988732
1940-05-16 00:00:00,1,0.10196547,1.003137,2.0099447,0.49908686
1940-05-16 00:00:00,2,0.212294,1.0055146,2.0033562,0.50191504
1940-05-16 00:00:00,3,0.7644197,1.0028031,2.006223,0.49984628
1940-05-16 00:00:00,4,0.0026628657,1.0013043,2.006324,0.49907404
1940-05-16 00:00:00,5,0.6109751,1.0043676,2.0171876,0.4979049
1940-05-16 00:00:00,6,0.611494,1.0065107,2.0183403,0.49868235
1940-05-16 00:00:00,7,0.8274487,0.9991085,2.0169294,0.49536118
1940-05-16 00:00:00,8,0.18974325,1.0055114,2.0227478,0.49710172
1940-05-16 00:00:00,9,0.07125695,0.9991284,2.0089538,0.49733767
1940-05-16 00:00:00,10,0.18176918,1.0063566,2.0121615,0.5001371
1940-05-16 00:00:00,11,0.26545185,1.0055251,2.0078914,0.5007866
1940-05-16 00:00:00,12,0.5116467,0.9993282,2.0156384,0.49578744
1940-05-16 00:00:00,13,0.024286909,1.003197,2.0103893,0.4990063
1940-06-15 12:00:00,0,1.7020392,1.0021487,2.0074508,0.4992146
1940-06-15 12:00:00,1,0.8198642,1.0018666,2.0070004,0.49918604
1940-06-15 12:00:00,2,1.1029704,1.0048203,2.0006976,0.502235
1940-06-15 12:00:00,3,0.37875396,1.0026337,2.0044355,0.5002075
1940-06-15 12:00:00,4,1.162084,1.0005406,2.0031955,0.49947226
1940-06-15 12:00:00,5,0.8119557,1.0024514,2.0152252,0.4974389
1940-06-15 12:00:00,6,0.32159925,1.0057471,2.0153682,0.49903888
1940-06-15 12:00:00,7,0.10459546,0.9990991,2.0128124,0.4963697
1940-06-15 12:00:00,8,2.0713186,1.0041411,2.0193944,0.49724862
1940-06-15 12:00:00,9,0.16850197,0.99790746,2.0075097,0.49708724
1940-06-15 12:00:00,10,0.5422997,1.0058017,2.0094323,0.5005402
1940-06-15 12:00:00,11,0.5500874,1.0042707,2.0056129,0.5007301
1940-06-15 12:00:00,12,0.04099519,0.9989333,2.0103831,0.49688703
1940-06-15 12:00:00,13,0.2409271,1.0028368,2.007647,0.49950853
1940-07-16 00:00:00,0,0.34214094,1.0021856,2.0019414,0.50060683
1940-07-16 00:00:00,1,0.21587668,0.99979395,2.0032468,0.49908677
1940-07-16 00:00:00,2,0.029558742,1.0024294,2.0031216,0.5004336
1940-07-16 00:00:00,3,0.28759354,1.0010513,1.9972322,0.5012193
1940-07-16 00:00:00,4,0.1650672,0.999176,2.0046103,0.49843904
1940-07-16 00:00:00,5,0.11519138,1.0046297,2.011054,0.49955383
1940-07-16 00:00:00,6,0.1211558,1.0029044,2.0156593,0.4975565
1940-07-16 00:00:00,7,0.23837546,0.9980692,2.0107207,0.49637386
1940-07-16 00:00:00,8,0.6143761,1.006206,2.0151093,0.49933076
1940-07-16 00:00:00,9,0.1044611,0.9996865,2.0001829,0.49979755
