time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
1940-01-16 00:00:00,1.024636153418024,-0.17010692454731413,-0.6081660621346234,-0.03643155280011923,0.5586691486468002,0.43335818160218953,0.19779398097986867,0.2671267765819587,-0.8200755906843769,-0.04103293616446341,-0.7993223813894531,0.7232472814315106,-0.08016685072362739,-0.22188069679976197
1940-02-15 00:00:00,0.11501794676135962,-1.0095205277830126,-0.6159385122952931,-0.20848770296982966,-0.025359403661545987,0.33961553946094825,2.0085737210642907,0.8817585383335262,-0.032327064457385646,0.353304231330285,-2.0042086663376963,-0.5706558703195576,-0.288135372680843,-0.09606365829180252
1940-03-16 00:00:00,0.3816179256711964,0.39044284112039934,0.5301871886385034,1.4916306974793259,0.7258016662413395,-0.4811109727716836,0.40970063853718475,-0.11091861097014044,0.15825354275394193,0.38925992535931886,-0.3032796374022816,-0.4505183495959002,-0.6246509580952294,-0.08846951056168484
1940-04-15 12:00:00,-0.4851118503336913,-0.8816943571880886,-0.7603233797307646,1.3099825951554922,0.31160406853549294,0.46935223668389237,-0.2568015732674935,0.3689034255347958,0.3643495454813905,0.04479005462081402,-0.6821234732275812,1.705007841160759,-1.2134550430483977,0.7036996568142322
1940-05-16 00:00:00,-0.42111669729814355,-0.26430333940504097,0.23049668019484493,-0.2470801600706228,-0.6377558886176213,0.23567535670495188,0.06997935281947754,-0.2800917047478849,-0.4358159828409773,-0.07800305081349942,-0.041157513686370994,-0.5491254031754097,0.13695989108423617,-0.2522695729345003
1940-06-15 12:00:00,0.8837007391568428,1.4494804200113978,0.041111754603393696,0.42766483410235323,-0.3263994974051357,-0.30444010631877844,0.1545144308280495,0.6588209830467708,0.17598207183381792,-0.36300999207724793,0.9788940666784343,0.6811754042913297,-0.04904695010506679,0.47791744987608054
1940-07-16 00:00:00,0.03246732424043863,-0.2584055865947985,-0.15152559021755693,-0.5211297837511285,-0.32414049738272904,-0.46706794442205185,-0.3373911867249818,-0.1847918242164167,-0.42310783708512034,-0.06464123150999077,0.35144697943783304,-0.050931696202729575,0.2870447326575806,0.07499416059149888
1940-08-16 00:00:00,0.06349283816138368,0.807247093922459,0.8188472307456206,0.1169687359435232,0.6202838763979471,-0.08579927183756098,0.46470985986981883,1.0183453836719956,-0.7732301289581999,-0.0027674709032511763,1.4813322191195213,0.2540264372330655,-0.24686453895940286,-1.4505922276853949
1940-09-15 12:00:00,-0.14494681611841928,-0.3031255963552732,-0.09591502188467942,0.09603939227986769,-0.2849262279709026,0.1288206457663602,0.42964735154303846,0.4078784589260671,-0.5461347308319071,-0.2085165938238994,0.43887461811916517,-0.33701106312366436,-0.4182275524084222,-0.3727983967481055
1940-10-16 00:00:00,0.6912565644757529,0.10557998983232614,-0.46603726219325364,-0.5366618326983423,-1.3220692145320303,-0.6209755793490209,-0.01043446480776078,0.38107317749265146,0.13014776150120194,0.17291586544452342,0.3921135742004349,0.23577470428027267,0.41852460403191105,0.49874935324457703
1940-11-15 12:00:00,0.2788028784409347,-0.31778649376240253,0.002919628333482048,-0.35774671593358437,-0.21061227786385284,0.18996346866050628,-0.6559987470549233,-0.24738933537590602,-0.9134567787982691,0.13705857709940317,-0.5461329837475907,0.7898514439056636,-0.305103479423945,0.17738446549316222
1940-12-16 00:00:00,-1.0759965764175234,0.26686509332340164,-0.590730861240904,0.9011153861985404,0.31275850876424804,0.5883492054358747,-0.3318201968258135,0.7990256316676245,-0.09014338341755335,-0.06323682595837324,0.15567564962048658,-1.0128462980159973,-0.1767276251320554,0.15557819570123665
1941-01-16 00:00:00,0.41334677450421414,-0.17070439214310248,0.10516250198205392,-0.5326067241790224,-0.11619337476409974,-0.5528435646182568,-0.13165882844441035,-0.05856688891473272,-0.429548034636239,-0.11730199320265661,0.06374542433537117,-0.1322062122301067,-0.16378408231975655,0.3973622277581186
1941-02-14 12:00:00,0.5251883106090247,0.6103997364381974,1.0528491960246278,-0.1399854788075805,0.29178113527982374,-1.0305044272345816,-0.5502834898608028,-0.46580545877538454,-0.22658235241474628,0.23918852842080363,-0.3885561182197541,0.022125197764239046,-0.4582671763322623,-0.19437048305086818
1941-03-16 00:00:00,-0.15712107167056238,-0.36705668042428397,0.33243093479940405,-0.24035429824218305,-0.08258184498785803,-0.1565565729534264,0.8286851257144577,0.39714228129174245,-0.2542582765899378,0.9701826103229704,0.28693336593719354,-0.4530951698076806,-0.45045875721482287,-0.5187791697461432
1941-04-15 12:00:00,-0.2700893443552264,0.1366088262805914,0.12682221131914206,0.17133902190877237,-0.06916109107713919,0.40262197585270665,-0.8366583465231855,0.46872379438052914,-0.33645699224392644,0.22232370955449612,-0.7473436702785535,-0.10261528125693335,1.1065235753283782,-0.42619445367794095
1941-05-16 00:00:00,0.29543737507247353,-0.4754025020364248,-0.18367989986042849,0.2917399337850418,0.8380222332727342,-0.028153391226223512,-0.917150943224332,0.11669109824493029,1.1552164663414273,0.8859837492003806,0.030423291366101418,-0.43427095680762706,0.008641945853882893,-0.08781937721674393
1941-06-15 12:00:00,-0.03220473978080041,-0.19095432424789674,0.2446740284316063,0.38513308485644326,0.6128140447547216,-0.6335328011199418,0.04560716375398888,0.11378736165399872,0.21778566535570604,-0.029827703701562513,-0.22451637771889238,-0.48044691680963036,-0.20003703125563005,0.21827849815126255
1941-07-16 00:00:00,-0.5715443244129774,-0.3239857388855367,-0.08862457523710701,-0.05982363580818584,0.12911610695062525,-0.28089838820598567,0.11053432669050434,-0.08498433005656081,-0.7421769793010443,-0.2534395418988624,0.23018051861806363,0.4099924446298636,0.32935200065792863,0.4757899463874051
1941-08-16 00:00:00,1.0677671171411665,-0.9497156222602179,-0.5446575161186052,0.18429896460037276,-0.23452510137706695,0.38084181870966416,-0.4292624969882667,0.22958859403274845,0.5804347641339458,0.18378534732332258,-0.41380640142856373,-0.2609564798561459,-0.27141470950975577,0.13586428493374358
1941-09-15 12:00:00,-0.5210668424644215,-0.2157977247904829,0.6886075787523639,0.21402594567015576,-0.43175690620917045,0.6257904702821769,1.0981336656475316,-0.4713368730708576,0.1089360265618971,0.6351259163335601,0.7053881201332662,0.07847799613445566,0.17806770409667919,0.19173644184594885
1941-10-16 00:00:00,0.08332175974439504,0.5531501943169705,-0.1734898039578428,-0.015688429611796617,0.007769953492253734,-0.6430720104611571,-0.504660633469698,-0.3710548269661289,-0.031178737466513395,0.4712424988723083,0.00038173585773121355,-0.0761395242519966,0.01572617457461689,-0.5018530339027343
1941-11-15 12:00:00,-0.40781896569016596,0.7892884463692504,0.856970972677772,0.8062400573835997,0.2281545627185566,-0.9119624907661461,-0.028860347066360315,-0.051380437929410605,-0.1888766286194235,0.05433335755895338,-0.4459481228513231,0.659333495032617,-0.6398289381273908,0.385255645631452
1941-12-16 00:00:00,0.12319326965499344,-1.0177512362767602,-0.2659636515763422,0.14903177443330018,0.22242857555333195,0.5548374917603863,0.5889209385533088,0.07828150330829808,0.032023975346732236,-0.35578574838414434,-0.8167979684739993,-0.006458588054349637,0.3272074280695754,0.27028637691389545
1942-01-16 00:00:00,-0.7819327937105032,-0.07963512558474078,-0.06662597494633198,-0.31410008648536647,0.11319830655477803,0.16851090200658858,-0.4299184752018408,0.04051750318097935,0.24884456776847758,-0.09090107112741963,-0.6194436523329206,0.2520452208202033,0.4176363613059544,-0.4654306414170928
1942-02-14 12:00:00,-0.12047292943879251,-0.3124912786070448,-0.047896892342636596,0.4719020155228756,-0.28743663091015376,-0.17373850900378962,-0.05557920680452455,0.03628886100136197,-0.5125622986731319,-0.059555126643396655,0.017885271149789106,-0.057011358893359974,0.32504049720953077,-0.6599002861861468
1942-03-16 00:00:00,-0.3127957232084553,-0.1644035529934379,-0.19240550187119654,-0.7347316473112285,0.5954209064926815,-0.10366061217128075,-0.1777947690579461,0.5137090172812975,1.3753804158676053,0.3083518706698996,-0.7224571149250233,0.12241013214332225,0.09791746435845095,-0.7295875277774146
1942-04-15 12:00:00,0.03409262103002153,0.22300270457360521,-0.09167374673979854,-0.5315836662009548,0.04311788871694322,0.17229173955332988,-0.5052351598893111,0.45180648812041446,-0.22990762799714137,-0.666560832050185,0.12487371082950759,-0.29747400422948356,-0.5621346834922153,-0.5351212256139304
