time,latent_dim,latent,mu,logvar
1940-01-16 00:00:00,0,0.12524936,-0.012064427,0.0034692734
1940-01-16 00:00:00,1,-0.34046683,-0.019652389,0.0028062612
1940-01-16 00:00:00,2,-0.74705625,-0.0029609501,-0.0034252703
1940-01-16 00:00:00,3,0.0745306,0.009390082,-0.006095499
1940-01-16 00:00:00,4,-0.39508882,0.016753394,-0.0003132373
1940-01-16 00:00:00,5,-1.9639068,0.008046374,-0.0007839501
1940-01-16 00:00:00,6,0.3922764,-0.007907286,0.0035549253
1940-02-15 00:00:00,0,-1.3618705,-0.013975263,0.0028440058
1940-02-15 00:00:00,1,0.55864084,-0.021011658,0.0011140928
1940-02-15 00:00:00,2,-0.18452893,-0.0015818179,-0.00308612
1940-02-15 00:00:00,3,0.22352788,0.0135253295,-0.0068341643
1940-02-15 00:00:00,4,1.3033307,0.019734647,0.0016407967
1940-02-15 00:00:00,5,1.5702847,0.011827156,0.0009421408
1940-02-15 00:00:00,6,0.78571045,-0.005366549,0.0053450316
1940-03-16 00:00:00,0,-0.0586012,-0.012623191,0.0027731806
1940-03-16 00:00:00,1,1.0399292,-0.016481146,0.0016995817
1940-03-16 00:00:00,2,-0.1736587,-0.0016879439,-0.001525566
1940-03-16 00:00:00,3,-1.0975915,0.004151866,-0.0015882105
1940-03-16 00:00:00,4,0.8971275,0.011412188,0.0023937225
1940-03-16 00:00:00,5,-1.624394,0.005646795,-0.0003528893
1940-03-16 00:00:00,6,0.26915765,-0.007389933,0.0054463893
1940-04-15 12:00:00,0,0.030146468,0.0026046783,-0.0039310902
1940-04-15 12:00:00,1,0.29378438,-0.00027765334,0.00094983727
1940-04-15 12:00:00,2,0.6105548,-0.005877152,-0.0046944767
1940-04-15 12:00:00,3,-0.24531488,-0.0046233647,-0.0024906993
1940-04-15 12:00:00,4,-0.3363346,-0.008194692,-0.0027439296
1940-04-15 12:00:00,5,-0.81161064,0.0033676028,-0.0017512143
1940-04-15 12:00:00,6,-0.15278147,0.0009342134,0.0015685558
1940-05-16 00:00:00,0,-1.3925219,0.0048783273,0.00028648973
