time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
1940-01-16 00:00:00,0.0983770637487148,-0.10262298402282023,-0.1793329595944853,-0.2621374270417813,-0.3200668398750095,-0.8360352448365839,0.060296859198346264,0.041089298597921854,-0.20497810833820881,-0.811508454726459,0.3716614929884478,0.49451217257036373,-0.6973977069325705,-0.3735316652135928,0.6244136407353387,0.34777474709983897
1940-02-15 00:00:00,-0.44974392169521993,0.6599244014454334,-0.6282543396632789,-0.34250699847853916,0.1485661029399219,0.7029624418206656,0.4870119461617183,-0.2424908518066652,1.9272600684226877,-0.3059218381134295,0.3051818924623229,-0.269230666187271,0.18002594824437357,-0.4147079611240337,0.0578741104171681,-0.924003855760431
1940-03-16 00:00:00,-0.3583710119634807,0.19587782743726653,0.8861957595160774,0.69057851417465,0.24707174474039595,0.04143911916301768,0.05753762847691002,0.07379815351034703,-0.4003950856915295,-0.8485051997526205,0.2240624918100081,0.34380765014590364,0.3551963359077138,-0.6888106741614898,-0.22574444963997,0.3838601866352828
1940-04-15 12:00:00,-0.6623146248296616,0.21696757384873008,0.14346468452142166,-0.27300993387168737,-0.46522666172997584,-0.2273383052047877,-0.2609487749059517,0.262876994037124,-0.32552645902087274,0.4263953305931268,-0.6469813424268006,-0.22260948153394922,-0.20809010017474483,-0.2582909417001107,-0.18062355482131112,0.035158988019902415
1940-05-16 00:00:00,0.6155997112974937,0.20030349407965772,-0.014475387406197082,-0.5103234909258826,-0.24097286926819755,0.07173293834352013,0.07551131539626699,0.3553944846412563,0.3881101402602754,0.45804542177217383,-0.16713601681981044,0.778531378146942,-0.6733941383676441,-0.03261434429638843,0.22007459265947682,0.0877769158087181
1940-06-15 12:00:00,0.3935071990821386,0.6958457396152435,-1.1099785531054152,-0.8635005761466497,0.5177457630014964,0.5609035905165874,0.2008262614962294,-0.25601011121529466,1.0320801115414449,0.10759807550990635,0.726947615915849,0.21942197301949085,0.2617144614768929,0.7201817597332194,0.3063821556635351,0.06329234959797586
1940-07-16 00:00:00,-0.10158469664751146,0.25588804589592495,0.035989311991830336,-0.023738062095544188,-0.26460834988211757,-0.3129949432461288,-0.6482575474045225,0.599173318403513,-0.22258889724251288,-0.19538398235490856,-0.4739085872538776,0.1690539910715675,-0.9460108409268055,0.0037112170668631705,-0.2526923447321521,0.08774339371352308
1940-08-16 00:00:00,-0.6474998041867701,-1.8444317378600634,-0.7663926117374994,0.8014320897290362,1.6034404080249591,0.4450279093650623,0.6846397426243754,0.02369388658001624,-0.7107149008146023,-0.11579237657256514,0.4534979597505054,0.07482090594774693,0.8246044354543014,0.15512113407902162,0.043871048445833574,0.9066063202197128
1940-09-15 12:00:00,1.6207397636612235,0.6727225564044206,-0.36854356386646037,-0.20823988457268686,0.853033806546669,-1.040684906483925,0.3842912988403552,1.1934524512865878,0.3313309206126504,-0.8177213984277101,-0.5524897347068889,1.6570426017025444,-0.5523412033651717,0.952197769294985,0.949909195420727,-0.22564640562277105
1940-10-16 00:00:00,1.5924451782875502,1.0302719231000539,0.671163991391638,1.571584745273399,-0.22401734599168022,0.051413971786889556,-0.04411597955428748,-0.46741182752772753,-0.35034216165461574,-1.2551511769519006,0.5489392147149179,-0.3484555439101973,0.43507798392968344,1.041760057586612,0.656442523837866,0.3019827031024875
