time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,1.6634388,1.0006391,1.9994324,0.5004616
1940-01-16 00:00:00,1,0.5078124,0.99618936,2.0006354,0.4979365
1940-01-16 00:00:00,2,0.3913067,0.9972877,1.999116,0.49886435
1940-01-16 00:00:00,3,0.15875845,0.99733245,1.99445,0.5000539
1940-01-16 00:00:00,4,0.12927328,1.0039581,1.9964285,0.50287706
1940-01-16 00:00:00,5,0.20228705,0.99896914,2.00053,0.49935225
1940-01-16 00:00:00,6,0.7231038,0.99906266,1.995462,0.50066733
1940-01-16 00:00:00,7,0.14487305,0.99546653,1.9957402,0.49879566
1940-01-16 00:00:00,8,0.7577946,0.99831665,2.0013118,0.49883115
1940-01-16 00:00:00,9,0.20002696,0.9965883,1.9992926,0.49847046
1940-01-16 00:00:00,10,0.007858788,0.9989397,1.9986205,0.4998146
1940-01-16 00:00:00,11,0.04256286,1.0002421,1.9984602,0.5005064
1940-01-16 00:00:00,12,0.33175942,1.0018675,1.9966453,0.5017754
1940-01-16 00:00:00,13,0.040838934,0.99449503,1.9969978,0.49799505
1940-01-16 00:00:00,14,0.34969914,0.99505055,1.9983525,0.49793544
1940-01-16 00:00:00,15,1.1188779,1.0018957,1.9950596,0.5021883
1940-02-15 00:00:00,0,0.06642066,1.000789,1.9999734,0.5004012
1940-02-15 00:00:00,1,0.3590353,0.99614555,2.001222,0.49776867
1940-02-15 00:00:00,2,0.4042266,0.99735814,1.9994996,0.49880388
1940-02-15 00:00:00,3,0.67747074,0.99729896,1.9951286,0.499867
1940-02-15 00:00:00,4,0.4681112,1.0041326,1.9968196,0.50286597
1940-02-15 00:00:00,5,0.06318262,0.99910945,2.0010915,0.49928224
1940-02-15 00:00:00,6,0.36603156,0.9990629,1.9958051,0.5005814
1940-02-15 00:00:00,7,1.4917417,0.99547136,1.9962131,0.4986799
1940-02-15 00:00:00,8,0.29317617,0.9984752,2.0015767,0.49884436
1940-02-15 00:00:00,9,2.7584374,0.99653506,1.999814,0.49831387
1940-02-15 00:00:00,10,0.19758698,0.99897116,1.9990371,0.49972618
1940-02-15 00:00:00,11,0.21585238,1.000342,1.9988453,0.5004599
1940-02-15 00:00:00,12,0.14543003,1.0021675,1.997121,0.5018061
1940-02-15 00:00:00,13,0.3115025,0.99452126,1.9976256,0.49785167
1940-02-15 00:00:00,14,0.478875,0.9950237,1.9989367,0.4977765
1940-02-15 00:00:00,15,0.705716,1.0020802,1.9952924,0.50222224
1940-03-16 00:00:00,0,1.0336162,1.0003086,1.9991547,0.5003658
1940-03-16 00:00:00,1,0.10630947,0.99592924,2.000645,0.4978041
1940-03-16 00:00:00,2,1.6595503,0.9973189,1.9990525,0.4988958
1940-03-16 00:00:00,3,0.30007935,0.9974203,1.9942329,0.50015235
1940-03-16 00:00:00,4,0.38275042,1.0040947,1.9963589,0.50296307
1940-03-16 00:00:00,5,0.12095369,0.9992669,2.0006185,0.499479
1940-03-16 00:00:00,6,0.7951164,0.99889714,1.9954299,0.50059247
1940-03-16 00:00:00,7,0.15872309,0.99548423,1.99571,0.49881205
1940-03-16 00:00:00,8,0.19882898,0.9983144,2.0008326,0.4989495
1940-03-16 00:00:00,9,0.35646212,0.9966222,1.999338,0.4984761
1940-03-16 00:00:00,10,0.711002,0.9989049,1.9985052,0.499826
1940-03-16 00:00:00,11,0.27112883,1.0001094,1.9979321,0.50057226
1940-03-16 00:00:00,12,0.839603,1.0019473,1.9964099,0.5018745
1940-03-16 00:00:00,13,0.9086713,0.99427325,1.9971414,0.4978482
1940-03-16 00:00:00,14,1.3159811,0.99498487,1.9982855,0.49791926
1940-03-16 00:00:00,15,0.5204957,1.0020709,1.9946098,0.50238943
1940-04-15 12:00:00,0,0.2240631,1.0009103,1.9996462,0.5005437
1940-04-15 12:00:00,1,0.08152642,0.9984946,1.9994203,0.49939206
1940-04-15 12:00:00,2,0.1855349,0.9985231,1.9997175,0.4993321
1940-04-15 12:00:00,3,0.15812415,0.99911165,1.996486,0.5004351
1940-04-15 12:00:00,4,0.32453677,1.0016518,1.998857,0.5011123
1940-04-15 12:00:00,5,0.5568906,0.9985355,1.9987911,0.4995697
1940-04-15 12:00:00,6,0.028185267,1.0004762,1.997689,0.5008168
1940-04-15 12:00:00,7,0.2753388,0.99810714,1.9983943,0.49945456
1940-04-15 12:00:00,8,0.06232448,0.9989248,2.002263,0.49889788
1940-04-15 12:00:00,9,0.047541168,0.99954844,1.9998989,0.4997995
1940-04-15 12:00:00,10,0.89155704,1.0003229,2.000889,0.49993923
1940-04-15 12:00:00,11,0.002871432,1.0006535,2.0013764,0.49998266
1940-04-15 12:00:00,12,0.089609474,1.0011024,1.9990312,0.5007938
1940-04-15 12:00:00,13,0.68361926,0.99786294,1.9976299,0.49952343
1940-04-15 12:00:00,14,0.26994976,0.997367,1.9991735,0.49888968
1940-04-15 12:00:00,15,0.2827154,1.0009378,1.9995717,0.50057614
1940-05-16 00:00:00,0,1.1669356,1.0033647,2.0077896,0.49973598
1940-05-16 00:00:00,1,0.7306848,1.002102,2.0057395,0.49961725
1940-05-16 00:00:00,2,0.010628486,1.0020607,2.005905,0.4995554
1940-05-16 00:00:00,3,0.34130678,1.0020605,2.0104754,0.4984197
1940-05-16 00:00:00,4,0.14031798,0.99985987,2.0094805,0.49757132
1940-05-16 00:00:00,5,0.8655547,1.0000725,2.0036368,0.4991286
1940-05-16 00:00:00,6,0.054245926,1.0028425,2.0066018,0.49977157
1940-05-16 00:00:00,7,0.64353114,1.003293,2.0104535,0.4990382
1940-05-16 00:00:00,8,0.37075776,1.002509,2.007092,0.49948332
1940-05-16 00:00:00,9,0.65183794,1.0043311,2.0088563,0.4999517
1940-05-16 00:00:00,10,0.59892815,1.0032215,2.0107744,0.49892297
1940-05-16 00:00:00,11,1.2078311,1.0023683,2.0122595,0.49813074
1940-05-16 00:00:00,12,0.050388608,1.0043789,2.0103855,0.4995952
1940-05-16 00:00:00,13,0.51314497,1.0046356,2.0086033,0.50016624
1940-05-16 00:00:00,14,0.1056635,1.0011821,2.0092626,0.49828336
1940-05-16 00:00:00,15,0.9566662,1.0019737,2.0110347,0.4982379
1940-06-15 12:00:00,0,0.5786921,1.0022908,2.0042326,0.5000871
1940-06-15 12:00:00,1,0.54302293,1.0010725,2.002675,0.49986768
1940-06-15 12:00:00,2,0.056931023,1.0008426,2.0033803,0.49957693
1940-06-15 12:00:00,3,1.7471279,1.0012589,2.0048358,0.49942186
