time,latent_dim,latent,alpha,beta,lambda
1940-01-16 00:00:00,0,0.59647876,1.0027722,2.0068192,0.49968237
1940-01-16 00:00:00,1,0.64516747,1.0029033,2.0126812,0.49829218
1940-01-16 00:00:00,2,0.92495,1.000449,2.0074599,0.4983656
1940-01-16 00:00:00,3,0.9289213,1.0000352,2.009118,0.49774832
1940-01-16 00:00:00,4,0.37189558,1.0029526,2.0018919,0.5010024
1940-01-16 00:00:00,5,0.51068634,0.9983742,2.005237,0.49788338
1940-01-16 00:00:00,6,0.23183988,1.0013365,2.0083845,0.49857807
1940-01-16 00:00:00,7,0.4978806,0.99885845,2.0065198,0.49780643
1940-02-15 00:00:00,0,0.16626133,1.0027666,2.0067813,0.499689
1940-02-15 00:00:00,1,0.14210221,1.0028403,2.0127122,0.4982532
1940-02-15 00:00:00,2,1.1928564,1.0004709,2.0074804,0.49837142
1940-02-15 00:00:00,3,0.20462103,1.0000697,2.009046,0.49778336
1940-02-15 00:00:00,4,0.07300266,1.0029771,2.0019379,0.50100315
1940-02-15 00:00:00,5,0.0054307985,0.9983249,2.005274,0.49784958
1940-02-15 00:00:00,6,0.13367045,1.0013137,2.0084689,0.4985458
1940-02-15 00:00:00,7,0.9034926,0.9988363,2.0064294,0.49781778
1940-03-16 00:00:00,0,1.1910504,1.0027776,2.0068574,0.49967554
1940-03-16 00:00:00,1,2.2295868,1.0029674,2.0126495,0.49833184
1940-03-16 00:00:00,2,0.579774,1.0004267,2.007439,0.4983597
1940-03-16 00:00:00,3,1.6537092,0.99999994,2.0091908,0.4977128
1940-03-16 00:00:00,4,0.10980846,1.0029277,2.0018451,0.5010016
1940-03-16 00:00:00,5,0.7329866,0.9984241,2.0051994,0.49791762
1940-03-16 00:00:00,6,1.6464735,1.0013596,2.0082984,0.49861094
1940-03-16 00:00:00,7,0.0753086,0.9988807,2.0066109,0.49779493
1940-04-15 12:00:00,0,0.008542812,1.0027677,2.0071232,0.49960443
1940-04-15 12:00:00,1,0.7964042,1.0035436,2.0122168,0.49872538
1940-04-15 12:00:00,2,0.07779873,1.0002164,2.007112,0.4983361
1940-04-15 12:00:00,3,0.34902367,0.9995901,2.0096574,0.49739328
1940-04-15 12:00:00,4,0.3737587,1.0026963,2.0014095,0.50099504
1940-04-15 12:00:00,5,0.16185082,0.99884534,2.0047128,0.49824858
1940-04-15 12:00:00,6,0.36925974,1.0015285,2.007333,0.4989349
1940-04-15 12:00:00,7,0.5745681,0.9990072,2.0072603,0.4976969
1940-05-16 00:00:00,0,1.0545805,1.0020139,2.005579,0.49961329
1940-05-16 00:00:00,1,1.8108668,1.0034393,2.0097647,0.499282
1940-05-16 00:00:00,2,0.11405124,0.9997561,2.005077,0.49861234
1940-05-16 00:00:00,3,2.5191174,0.99823284,2.0068245,0.49741912
1940-05-16 00:00:00,4,0.18591096,1.0023452,2.000591,0.50102454
1940-05-16 00:00:00,5,0.58762485,0.99856997,2.0025275,0.4986548
1940-05-16 00:00:00,6,0.14204688,1.0008157,2.0038776,0.49943954
1940-05-16 00:00:00,7,0.9516618,0.9980923,2.0047305,0.49786857
1940-06-15 12:00:00,0,0.09196273,1.0024388,2.006843,0.4995103
1940-06-15 12:00:00,1,0.5269003,1.0043015,2.0105834,0.49950752
1940-06-15 12:00:00,2,0.26746556,0.999721,2.0058262,0.4984086
1940-06-15 12:00:00,3,0.14731845,0.99846333,2.009127,0.4969638
1940-06-15 12:00:00,4,0.2067935,1.0022207,2.0004594,0.5009953
1940-06-15 12:00:00,5,0.30902183,0.9993159,2.0031376,0.49887532
1940-06-15 12:00:00,6,0.56171024,1.0014502,2.0045393,0.4995912
1940-06-15 12:00:00,7,0.6294204,0.9987978,2.0071242,0.4976263
1940-07-16 00:00:00,0,0.16431952,0.9982206,1.9945245,0.50048053
1940-07-16 00:00:00,1,1.5211848,0.9998594,1.997496,0.5005564
1940-07-16 00:00:00,2,0.20365188,0.9973123,1.9948587,0.49994132
1940-07-16 00:00:00,3,1.0621372,0.99256873,1.988115,0.4992512
