Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.3349145183514607,p_val,2.6483504593817407e-07
signal,Expon,KS Test,0.38603578011922757,p_val,2.3147617625599705e-09
intensity,Expon,KS Test,0.4188908798159312,p_val,5.218495773376748e-11
duration,Expon,Chi-Squared Test,7.491646743752686,p_val,0.3795423319408778
frequency,Poisson,Chi-Squared Test,25.853565157727544,p_val,9.52643805133774e-05
Forecast_Model,"ARIMA((2, 0, 2))",AIC,168.73996827915937,BIC,183.4660520566804
