time,latent,alpha,beta,lambda
1950-09-15 12:00:00,0.16981879,1.0001028,2.0066679,0.49838978
1950-10-16 00:00:00,0.35148153,0.99963796,1.9987923,0.500121
1950-11-15 12:00:00,0.27905196,1.0005271,1.9969072,0.5010384
1950-12-16 00:00:00,0.40021187,1.0000967,1.997542,0.50066364
1951-01-16 00:00:00,0.15753937,1.0008538,1.9971231,0.50114775
1951-02-14 12:00:00,0.94570744,0.9997906,1.998723,0.5002147
1951-03-16 00:00:00,0.6271615,0.99905306,1.9997863,0.4995799
1951-04-15 12:00:00,0.11699137,0.9993892,2.0017111,0.49926743
1951-05-16 00:00:00,0.274615,0.9998798,2.0020907,0.4994178
1951-06-15 12:00:00,0.44524154,0.99925417,2.0048294,0.49842355
1951-07-16 00:00:00,0.11057872,0.9984534,2.0008726,0.49900898
1951-08-16 00:00:00,0.55737215,0.9988383,2.0061786,0.49788105
1951-09-15 12:00:00,0.4174573,0.99835426,2.001948,0.49869138
1951-10-16 00:00:00,0.8751709,0.9987384,1.9987332,0.4996857
1951-11-15 12:00:00,0.26437643,0.9994972,1.9978635,0.500283
1951-12-16 00:00:00,0.6251672,1.0022316,1.9975723,0.50172484
1952-01-16 00:00:00,0.2005417,1.0025188,1.9992238,0.501454
1952-02-15 00:00:00,1.2005199,0.99930966,1.9967512,0.5004678
1952-03-16 00:00:00,1.6850811,1.0025065,2.0008104,0.50105023
1952-04-15 12:00:00,0.042504963,0.9985987,2.0016751,0.4988815
1952-05-16 00:00:00,0.42561203,0.9991953,2.002577,0.4989547
1952-06-15 12:00:00,0.28595898,0.999919,2.0040665,0.49894503
1952-07-16 00:00:00,0.3765217,1.001032,2.0084357,0.49841374
1952-08-16 00:00:00,0.022375118,0.9981524,2.000228,0.49901932
1952-09-15 12:00:00,0.27466208,0.9993762,2.005131,0.49840942
1952-10-16 00:00:00,0.61721045,0.99809384,1.9992713,0.49922884
1952-11-15 12:00:00,0.19914952,1.0007782,2.001864,0.49992317
1952-12-16 00:00:00,0.4506996,1.0029792,2.00002,0.5014846
1953-01-16 00:00:00,1.4061964,1.0009574,1.9960569,0.50146735
1953-02-14 12:00:00,0.4777985,0.99944353,2.0042741,0.4986561
1953-03-16 00:00:00,0.032330155,0.99954194,1.9995902,0.4998734
1953-04-15 12:00:00,0.03947677,0.9996483,1.9997184,0.49989453
1953-05-16 00:00:00,0.17168182,0.9990009,1.9979618,0.50001
1953-06-15 12:00:00,0.18412298,0.99989235,2.0049868,0.49870273
1953-07-16 00:00:00,0.029306363,0.9988905,2.0013757,0.49910197
1953-08-16 00:00:00,1.372978,0.9990402,2.0037458,0.4985863
1953-09-15 12:00:00,0.90367794,0.99884385,2.0026436,0.49876267
1953-10-16 00:00:00,0.13407335,0.9989521,2.0030255,0.4987216
1953-11-15 12:00:00,0.5648555,0.99955624,1.998455,0.5001645
1953-12-16 00:00:00,0.027976684,0.99963355,2.0028574,0.4991037
1954-01-16 00:00:00,0.724851,1.0011648,1.9993867,0.50073594
1954-02-14 12:00:00,0.56319577,0.9991413,1.9991657,0.49977913
1954-03-16 00:00:00,0.026131568,1.0002352,1.9980818,0.5005977
1954-04-15 12:00:00,0.059959378,0.99987507,2.002082,0.4994176
1954-05-16 00:00:00,0.003826581,0.9988553,2.0047586,0.49824217
1954-06-15 12:00:00,0.3990535,0.9998338,2.0055563,0.4985319
1954-07-16 00:00:00,1.109693,0.9987224,2.0022912,0.4987898
1954-08-16 00:00:00,0.4595708,0.99827695,2.0000389,0.4991288
1954-09-15 12:00:00,1.2169538,0.9980552,1.9990855,0.4992559
1954-10-16 00:00:00,0.15013261,0.9985451,2.0001788,0.4992279
1954-11-15 12:00:00,0.91861254,0.9993059,2.001129,0.49937108
1954-12-16 00:00:00,1.2586052,0.99915814,1.9969544,0.500341
1955-01-16 00:00:00,0.2882912,0.9999044,2.0000906,0.49992955
1955-02-14 12:00:00,0.9537557,0.9995948,2.0008996,0.4995727
1955-03-16 00:00:00,0.2924485,0.9990657,2.004384,0.49844027
1955-04-15 12:00:00,0.43202296,0.99962455,1.9990177,0.5000579
1955-05-16 00:00:00,1.3310899,0.9995666,2.0028703,0.49906707
1955-06-15 12:00:00,0.23483203,0.9988828,2.0058687,0.49798015
1955-07-16 00:00:00,0.49722108,0.9990505,2.0036893,0.4986055
