Model_Component,Model_Fit,Model_Evaluation_1,Evaluation_Value_1,Model_Evaluation_2,Evaluation_Value_2
signal_freq,Expon,KS Test,0.3494404872728497,p_val,0.0008857047939155871
signal,Expon,KS Test,0.3449783752285053,p_val,0.004692688007136514
intensity,Expon,KS Test,0.425843649689431,p_val,0.00018225389229069148
duration,Expon,Chi-Squared Test,7.799852181497805,p_val,0.16761659939136714
frequency,Poisson,Chi-Squared Test,3.8036249999999994,p_val,0.28346476392208436
Forecast_Model,"ARIMA((2, 0, 2))",AIC,168.73996827915937,BIC,183.4660520566804
